"platformgameid","winningteam"
"ESPORTSTMNT05:1860562","200"
"ESPORTSTMNT05:2060184","200"
"ESPORTSTMNT04:2687377","200"
"ESPORTSTMNT05:2941708","200"
"ESPORTSTMNT05:2530858","200"
"ESPORTSTMNT05:2943033","100"
"ESPORTSTMNT05:2060164","200"
"ESPORTSTMNT04:1130299","100"
"ESPORTSTMNT04:2668087","100"
"ESPORTSTMNT05:1970552","200"
"ESPORTSTMNT05:2951544","200"
"ESPORTSTMNT05:1970616","100"
"ESPORTSTMNT04:2677203","100"
"ESPORTSTMNT05:1540064","100"
"ESPORTSTMNT05:2980313","200"
"ESPORTSTMNT05:3090402","200"
"ESPORTSTMNT04:2689710","100"
"ESPORTSTMNT05:2520735","100"
"ESPORTSTMNT04:2688038","200"
"ESPORTSTMNT04:2685141","200"
"ESPORTSTMNT05:1530151","100"
"ESPORTSTMNT05:2600091","100"
"ESPORTSTMNT05:2580173","100"
"ESPORTSTMNT05:3090342","200"
"ESPORTSTMNT05:2980435","100"
"ESPORTSTMNT05:2521091","200"
"ESPORTSTMNT05:1971580","100"
"ESPORTSTMNT05:2942161","100"
"ESPORTSTMNT05:2060449","200"
"ESPORTSTMNT05:1820140","200"
"ESPORTSTMNT04:2668091","100"
"ESPORTSTMNT05:2760343","100"
"ESPORTSTMNT05:2530896","100"
"ESPORTSTMNT05:2520320","200"
"ESPORTSTMNT04:2664572","100"
"ESPORTSTMNT05:1520124","200"
"ESPORTSTMNT05:3222594","200"
"ESPORTSTMNT04:2679094","100"
"ESPORTSTMNT05:2942985","200"
"ESPORTSTMNT05:1831954","200"
"ESPORTSTMNT05:1520057","100"
"ESPORTSTMNT05:1510184","200"
"ESPORTSTMNT05:3060680","100"
"ESPORTSTMNT04:2686476","100"
"ESPORTSTMNT04:2679110","200"
"ESPORTSTMNT05:1981112","200"
"ESPORTSTMNT05:1832057","100"
"ESPORTSTMNT05:2530905","100"
"ESPORTSTMNT05:1830194","200"
"ESPORTSTMNT05:2750370","100"
"ESPORTSTMNT05:1400077","100"
"ESPORTSTMNT05:2030033","100"
"ESPORTSTMNT05:2670456","200"
"ESPORTSTMNT05:1870388","100"
"ESPORTSTMNT05:2600069","100"
"ESPORTSTMNT04:2694185","100"
"ESPORTSTMNT05:2760446","100"
"ESPORTSTMNT05:3090763","100"
"ESPORTSTMNT04:2666010","100"
"ESPORTSTMNT05:1971404","200"
"ESPORTSTMNT05:1870222","200"
"ESPORTSTMNT05:2520472","100"
"ESPORTSTMNT04:2683951","200"
"ESPORTSTMNT04:1570209","100"
"ESPORTSTMNT05:2980160","200"
"ESPORTSTMNT05:1860532","100"
"ESPORTSTMNT05:2941851","100"
"ESPORTSTMNT05:1860874","100"
"ESPORTSTMNT05:2060817","200"
"ESPORTSTMNT05:3060426","200"
"ESPORTSTMNT05:2952324","100"
"ESPORTSTMNT05:2060543","100"
"ESPORTSTMNT05:3217468","100"
"ESPORTSTMNT05:2780035","200"
"ESPORTSTMNT06:1070569","100"
"ESPORTSTMNT05:1180401","100"
"ESPORTSTMNT05:2560517","200"
"ESPORTSTMNT05:2980254","100"
"ESPORTSTMNT04:2665307","100"
"ESPORTSTMNT05:1831202","100"
"ESPORTSTMNT04:2683141","100"
"ESPORTSTMNT04:2665741","200"
"ESPORTSTMNT05:2990149","200"
"ESPORTSTMNT05:1430652","100"
"ESPORTSTMNT05:2980318","100"
"ESPORTSTMNT04:1570158","100"
"ESPORTSTMNT05:1820447","100"
"ESPORTSTMNT06:1160590","200"
"ESPORTSTMNT05:1981374","200"
"ESPORTSTMNT05:2060410","100"
"ESPORTSTMNT05:1860215","100"
"ESPORTSTMNT05:1971052","200"
"ESPORTSTMNT05:2060688","200"
"ESPORTSTMNT05:1440483","200"
"ESPORTSTMNT05:3222296","100"
"ESPORTSTMNT04:2090210","100"
"ESPORTSTMNT05:1820279","200"
"ESPORTSTMNT05:1821874","200"
"ESPORTSTMNT05:2980868","100"
"ESPORTSTMNT05:2520138","100"
"ESPORTSTMNT06:1250466","100"
"ESPORTSTMNT05:1430773","100"
"ESPORTSTMNT05:3220121","200"
"ESPORTSTMNT05:1510554","100"
"ESPORTSTMNT03:3196975","100"
"ESPORTSTMNT05:2560076","100"
"ESPORTSTMNT05:1530436","100"
"ESPORTSTMNT05:2670235","200"
"ESPORTSTMNT05:1831267","100"
"ESPORTSTMNT04:2689186","100"
"ESPORTSTMNT04:2684566","100"
"ESPORTSTMNT06:1051068","200"
"ESPORTSTMNT04:2664115","100"
"ESPORTSTMNT05:1820267","200"
"ESPORTSTMNT05:1520065","100"
"ESPORTSTMNT05:2750336","100"
"ESPORTSTMNT04:2672642","200"
"ESPORTSTMNT04:2691789","100"
"ESPORTSTMNT05:3060377","200"
"ESPORTSTMNT05:1440709","100"
"ESPORTSTMNT05:2520761","100"
"ESPORTSTMNT05:2070515","100"
"ESPORTSTMNT05:3223294","100"
"ESPORTSTMNT04:2683277","100"
"ESPORTSTMNT04:1490787","200"
"ESPORTSTMNT05:1830702","200"
"ESPORTSTMNT05:2951223","100"
"ESPORTSTMNT05:2060632","200"
"ESPORTSTMNT05:2070923","200"
"ESPORTSTMNT04:2672523","200"
"ESPORTSTMNT05:1510117","100"
"ESPORTSTMNT05:2530235","100"
"ESPORTSTMNT05:1430102","100"
"ESPORTSTMNT05:2750529","200"
"ESPORTSTMNT04:2672246","100"
"ESPORTSTMNT05:2060123","100"
"ESPORTSTMNT05:1510125","200"
"ESPORTSTMNT05:2060160","200"
"ESPORTSTMNT06:1072517","100"
"ESPORTSTMNT05:2020029","100"
"ESPORTSTMNT05:2680309","100"
"ESPORTSTMNT06:1020369","200"
"ESPORTSTMNT05:1870404","200"
"ESPORTSTMNT05:1831336","100"
"ESPORTSTMNT05:2760122","200"
"ESPORTSTMNT04:2665607","200"
"ESPORTSTMNT05:2070559","100"
"ESPORTSTMNT05:2530685","100"
"ESPORTSTMNT05:1971072","200"
"ESPORTSTMNT05:1540400","200"
"ESPORTSTMNT04:1320069","200"
"ESPORTSTMNT04:2687123","200"
"ESPORTSTMNT04:1800360","200"
"ESPORTSTMNT04:2685373","100"
"ESPORTSTMNT05:1831833","200"
"ESPORTSTMNT05:1870296","200"
"ESPORTSTMNT05:3219371","100"
"ESPORTSTMNT05:1830693","100"
"ESPORTSTMNT06:1051197","200"
"ESPORTSTMNT05:3090067","200"
"ESPORTSTMNT05:2070165","100"
"ESPORTSTMNT04:2686001","100"
"ESPORTSTMNT05:2990301","200"
"ESPORTSTMNT05:2521030","100"
"ESPORTSTMNT05:2060867","200"
"ESPORTSTMNT04:1280202","200"
"ESPORTSTMNT05:2060921","100"
"ESPORTSTMNT05:2760595","100"
"ESPORTSTMNT04:2690733","200"
"ESPORTSTMNT05:2060229","100"
"ESPORTSTMNT05:2520321","200"
"ESPORTSTMNT05:1520498","200"
"ESPORTSTMNT04:2683188","200"
"ESPORTSTMNT05:2953294","200"
"ESPORTSTMNT04:2669277","200"
"ESPORTSTMNT05:2520814","200"
"ESPORTSTMNT05:3221126","100"
"ESPORTSTMNT05:1860875","200"
"ESPORTSTMNT05:2070073","200"
"ESPORTSTMNT05:2521095","200"
"ESPORTSTMNT04:2693006","200"
"ESPORTSTMNT05:1970722","100"
"ESPORTSTMNT05:3090454","100"
"ESPORTSTMNT05:2060462","100"
"ESPORTSTMNT05:2520442","100"
"ESPORTSTMNT05:2990859","200"
"ESPORTSTMNT05:1820537","100"
"ESPORTSTMNT05:2070134","100"
"ESPORTSTMNT04:990379","200"
"ESPORTSTMNT05:1871006","200"
"ESPORTSTMNT05:2060101","100"
"ESPORTSTMNT05:1440693","100"
"ESPORTSTMNT05:2520942","100"
"ESPORTSTMNT05:2070506","100"
"ESPORTSTMNT04:2692173","200"
"ESPORTSTMNT06:1571189","200"
"ESPORTSTMNT05:2580360","100"
"ESPORTSTMNT05:1870216","200"
"ESPORTSTMNT05:1821330","100"
"ESPORTSTMNT05:1820801","200"
"ESPORTSTMNT05:1821403","100"
"ESPORTSTMNT05:2610018","200"
"ESPORTSTMNT05:3239471","200"
"ESPORTSTMNT05:2520449","100"
"ESPORTSTMNT06:1062060","100"
"ESPORTSTMNT05:2951415","200"
"ESPORTSTMNT05:2980556","100"
"ESPORTSTMNT05:3090405","200"
"ESPORTSTMNT05:1820657","100"
"ESPORTSTMNT05:3090766","100"
"ESPORTSTMNT05:1510096","200"
"ESPORTSTMNT05:2942983","100"
"ESPORTSTMNT05:1820738","100"
"ESPORTSTMNT05:2980768","100"
"ESPORTSTMNT05:3220308","100"
"ESPORTSTMNT05:1860879","200"
"ESPORTSTMNT05:1971426","200"
"ESPORTSTMNT05:1870286","200"
"ESPORTSTMNT05:3060309","100"
"ESPORTSTMNT05:2530963","200"
"ESPORTSTMNT05:2070579","200"
"ESPORTSTMNT05:2940959","200"
"ESPORTSTMNT05:1821362","200"
"ESPORTSTMNT06:1071675","100"
"ESPORTSTMNT05:3090319","100"
"ESPORTSTMNT04:1961055","100"
"ESPORTSTMNT04:2685106","200"
"ESPORTSTMNT04:1961379","100"
"ESPORTSTMNT05:1430690","100"
"ESPORTSTMNT05:1830623","100"
"ESPORTSTMNT05:2942311","100"
"ESPORTSTMNT05:3217236","200"
"ESPORTSTMNT05:2580445","100"
"ESPORTSTMNT03:3200068","200"
"ESPORTSTMNT05:2521087","200"
"ESPORTSTMNT05:3220711","200"
"ESPORTSTMNT05:2060131","100"
"ESPORTSTMNT05:2520714","100"
"ESPORTSTMNT05:1971416","100"
"ESPORTSTMNT05:1430403","100"
"ESPORTSTMNT05:2680476","200"
"ESPORTSTMNT04:2663713","200"
"ESPORTSTMNT04:2688552","100"
"ESPORTSTMNT05:1831973","200"
"ESPORTSTMNT05:1870344","200"
"ESPORTSTMNT06:1040760","100"
"ESPORTSTMNT05:1821245","100"
"ESPORTSTMNT05:3090406","200"
"ESPORTSTMNT05:2530986","200"
"ESPORTSTMNT05:2942515","200"
"ESPORTSTMNT05:1821404","200"
"ESPORTSTMNT05:1830462","100"
"ESPORTSTMNT05:2750208","100"
"ESPORTSTMNT05:2680485","200"
"ESPORTSTMNT05:2070659","200"
"ESPORTSTMNT05:2070585","100"
"ESPORTSTMNT05:2951239","200"
"ESPORTSTMNT06:1020989","200"
"ESPORTSTMNT04:2686368","200"
"ESPORTSTMNT05:2530959","200"
"ESPORTSTMNT05:2520328","200"
"ESPORTSTMNT05:2750367","100"
"ESPORTSTMNT04:2685458","200"
"ESPORTSTMNT05:2060643","100"
"ESPORTSTMNT05:2530776","200"
"ESPORTSTMNT05:2060540","200"
"ESPORTSTMNT05:1870666","200"
"ESPORTSTMNT05:2530669","100"
"ESPORTSTMNT05:2060237","200"
"ESPORTSTMNT05:2940663","100"
"ESPORTSTMNT05:2680469","100"
"ESPORTSTMNT04:2685988","100"
"ESPORTSTMNT05:2070581","100"
"ESPORTSTMNT05:2070651","200"
"ESPORTSTMNT05:2520220","100"
"ESPORTSTMNT04:1970939","200"
"ESPORTSTMNT06:1310409","100"
"ESPORTSTMNT05:2060236","200"
"ESPORTSTMNT05:2531026","100"
"ESPORTSTMNT04:2683289","100"
"ESPORTSTMNT04:1730154","100"
"ESPORTSTMNT05:1830373","100"
"ESPORTSTMNT05:2580355","200"
"ESPORTSTMNT05:2990762","100"
"ESPORTSTMNT05:1870436","100"
"ESPORTSTMNT05:2070929","100"
"ESPORTSTMNT05:2940933","200"
"ESPORTSTMNT05:2980175","100"
"ESPORTSTMNT05:2560484","100"
"ESPORTSTMNT05:3220344","100"
"ESPORTSTMNT05:2531053","100"
"ESPORTSTMNT04:2684711","100"
"ESPORTSTMNT05:1820161","100"
"ESPORTSTMNT05:2980587","100"
"ESPORTSTMNT04:2694222","100"
"ESPORTSTMNT06:1160499","200"
"ESPORTSTMNT04:2685375","200"
"ESPORTSTMNT05:3090627","200"
"ESPORTSTMNT06:1031280","200"
"ESPORTSTMNT04:2090784","200"
"ESPORTSTMNT05:2952840","100"
"ESPORTSTMNT05:3090129","200"
"ESPORTSTMNT05:2952082","100"
"ESPORTSTMNT05:2580235","200"
"ESPORTSTMNT05:2750360","100"
"ESPORTSTMNT05:2980315","200"
"ESPORTSTMNT05:2070509","100"
"ESPORTSTMNT05:1830712","200"
"ESPORTSTMNT05:2530514","200"
"ESPORTSTMNT05:3060539","200"
"ESPORTSTMNT05:2670464","200"
"ESPORTSTMNT05:1831403","100"
"ESPORTSTMNT05:2520607","200"
"ESPORTSTMNT05:2760267","100"
"ESPORTSTMNT05:3090391","100"
"ESPORTSTMNT05:2060213","100"
"ESPORTSTMNT05:2942940","100"
"ESPORTSTMNT05:3220600","100"
"ESPORTSTMNT04:2689267","200"
"ESPORTSTMNT05:3060629","200"
"ESPORTSTMNT05:3060582","200"
"ESPORTSTMNT05:2990075","200"
"ESPORTSTMNT05:1971486","100"
"ESPORTSTMNT05:2941514","100"
"ESPORTSTMNT05:3090128","100"
"ESPORTSTMNT06:1170586","200"
"ESPORTSTMNT05:2941253","100"
"ESPORTSTMNT05:1530408","100"
"ESPORTSTMNT04:2130269","200"
"ESPORTSTMNT05:2980875","200"
"ESPORTSTMNT05:1530156","100"
"ESPORTSTMNT05:3239462","200"
"ESPORTSTMNT05:2531079","200"
"ESPORTSTMNT05:1821394","100"
"ESPORTSTMNT05:2940706","200"
"ESPORTSTMNT05:2680471","100"
"ESPORTSTMNT05:2060441","100"
"ESPORTSTMNT06:1050042","200"
"ESPORTSTMNT06:1071724","100"
"ESPORTSTMNT05:2020014","100"
"ESPORTSTMNT05:2521090","100"
"ESPORTSTMNT05:2951657","200"
"ESPORTSTMNT05:1831123","100"
"ESPORTSTMNT05:2750365","100"
"ESPORTSTMNT05:2600030","200"
"ESPORTSTMNT04:2687009","100"
"ESPORTSTMNT05:1210053","100"
"ESPORTSTMNT05:2060167","100"
"ESPORTSTMNT06:1070547","200"
"ESPORTSTMNT05:1970736","100"
"ESPORTSTMNT05:1780315","200"
"ESPORTSTMNT06:1210135","100"
"ESPORTSTMNT05:2670321","200"
"ESPORTSTMNT05:1520161","100"
"ESPORTSTMNT05:2990166","100"
"ESPORTSTMNT05:2520140","200"
"ESPORTSTMNT05:3060402","100"
"ESPORTSTMNT05:2941710","100"
"ESPORTSTMNT03:3198298","200"
"ESPORTSTMNT05:1440708","100"
"ESPORTSTMNT05:2530907","200"
"ESPORTSTMNT05:2060133","100"
"ESPORTSTMNT05:1540091","100"
"ESPORTSTMNT06:1062263","200"
"ESPORTSTMNT05:1520560","200"
"ESPORTSTMNT05:1430523","100"
"ESPORTSTMNT05:2750523","200"
"ESPORTSTMNT05:2940709","100"
"ESPORTSTMNT05:2941554","200"
"ESPORTSTMNT05:2560485","100"
"ESPORTSTMNT05:1430160","200"
"ESPORTSTMNT05:2530245","200"
"ESPORTSTMNT05:1981030","100"
"ESPORTSTMNT06:1062070","100"
"ESPORTSTMNT04:1890359","200"
"ESPORTSTMNT05:3221120","200"
"ESPORTSTMNT05:2990165","200"
"ESPORTSTMNT05:2941228","100"
"ESPORTSTMNT05:2520964","100"
"ESPORTSTMNT06:1031249","100"
"ESPORTSTMNT05:3220333","200"
"ESPORTSTMNT05:2940987","100"
"ESPORTSTMNT05:1821684","100"
"ESPORTSTMNT05:2940695","200"
"ESPORTSTMNT05:1981196","100"
"ESPORTSTMNT05:2980526","200"
"ESPORTSTMNT04:2688427","100"
"ESPORTSTMNT05:1831377","100"
"ESPORTSTMNT05:2760540","200"
"ESPORTSTMNT05:1821361","200"
"ESPORTSTMNT05:2760148","100"
"ESPORTSTMNT04:2676104","100"
"ESPORTSTMNT05:2980766","200"
"ESPORTSTMNT05:1981385","100"
"ESPORTSTMNT05:2560587","200"
"ESPORTSTMNT05:2020030","200"
"ESPORTSTMNT05:2941590","200"
"ESPORTSTMNT05:2942323","100"
"ESPORTSTMNT05:2780012","100"
"ESPORTSTMNT05:1821858","200"
"ESPORTSTMNT05:2951723","100"
"ESPORTSTMNT05:2531008","100"
"ESPORTSTMNT05:2760309","100"
"ESPORTSTMNT06:1160112","200"
"ESPORTSTMNT06:1580563","100"
"ESPORTSTMNT05:2070552","200"
"ESPORTSTMNT05:2980831","200"
"ESPORTSTMNT05:2070681","200"
"ESPORTSTMNT05:1831456","200"
"ESPORTSTMNT06:1040936","100"
"ESPORTSTMNT05:1540143","200"
"ESPORTSTMNT05:2760147","100"
"ESPORTSTMNT06:1031419","200"
"ESPORTSTMNT05:2750527","100"
"ESPORTSTMNT05:2750207","200"
"ESPORTSTMNT05:2530377","100"
"ESPORTSTMNT05:2750225","100"
"ESPORTSTMNT05:3090392","100"
"ESPORTSTMNT05:2940733","200"
"ESPORTSTMNT05:2530784","200"
"ESPORTSTMNT05:3060656","100"
"ESPORTSTMNT05:2521074","200"
"ESPORTSTMNT05:2952287","100"
"ESPORTSTMNT06:1180914","200"
"ESPORTSTMNT05:2990357","200"
"ESPORTSTMNT05:2530993","100"
"ESPORTSTMNT05:2940948","100"
"ESPORTSTMNT05:1821826","200"
"ESPORTSTMNT05:2951904","200"
"ESPORTSTMNT06:1071547","200"
"ESPORTSTMNT05:2760383","200"
"ESPORTSTMNT05:2750216","100"
"ESPORTSTMNT05:2531076","200"
"ESPORTSTMNT04:2470875","200"
"ESPORTSTMNT05:3060713","200"
"ESPORTSTMNT06:1190695","100"
"ESPORTSTMNT05:2531043","200"
"ESPORTSTMNT05:2680208","200"
"ESPORTSTMNT05:2980093","200"
"ESPORTSTMNT05:2060136","200"
"ESPORTSTMNT05:1830132","200"
"ESPORTSTMNT04:2663886","100"
"ESPORTSTMNT05:2680220","200"
"ESPORTSTMNT05:1981062","200"
"ESPORTSTMNT06:1180936","100"
"ESPORTSTMNT04:2692257","100"
"ESPORTSTMNT04:2676026","200"
"ESPORTSTMNT05:2610017","100"
"ESPORTSTMNT05:2943234","100"
"ESPORTSTMNT06:1041153","200"
"ESPORTSTMNT05:2951124","100"
"ESPORTSTMNT05:2520211","200"
"ESPORTSTMNT05:2520104","100"
"ESPORTSTMNT05:2951557","200"
"ESPORTSTMNT05:2760342","200"
"ESPORTSTMNT04:1670290","100"
"ESPORTSTMNT04:1810852","200"
"ESPORTSTMNT05:2750198","200"
"ESPORTSTMNT05:2940847","200"
"ESPORTSTMNT05:2670508","100"
"ESPORTSTMNT05:2750558","200"
"ESPORTSTMNT05:2750521","200"
"ESPORTSTMNT05:2070182","200"
"ESPORTSTMNT06:1180795","200"
"ESPORTSTMNT05:3217509","100"
"ESPORTSTMNT05:2060825","200"
"ESPORTSTMNT06:1060665","100"
"ESPORTSTMNT06:1160497","200"
"ESPORTSTMNT05:1860644","200"
"ESPORTSTMNT05:2953090","100"
"ESPORTSTMNT05:3239449","200"
"ESPORTSTMNT05:2580313","200"
"ESPORTSTMNT05:3223052","100"
"ESPORTSTMNT05:2951582","200"
"ESPORTSTMNT06:1310659","200"
"ESPORTSTMNT04:2230149","200"
"ESPORTSTMNT06:1070531","200"
"ESPORTSTMNT05:2951691","100"
"ESPORTSTMNT05:2670218","100"
"ESPORTSTMNT05:1870922","200"
"ESPORTSTMNT05:2943011","200"
"ESPORTSTMNT05:3219314","100"
"ESPORTSTMNT05:2943282","200"
"ESPORTSTMNT05:3060663","200"
"ESPORTSTMNT06:1170767","100"
"ESPORTSTMNT05:3222093","200"
"ESPORTSTMNT06:1061005","200"
"ESPORTSTMNT05:2580286","100"
"ESPORTSTMNT05:2600068","200"
"ESPORTSTMNT05:3090307","100"
"ESPORTSTMNT05:1860718","100"
"ESPORTSTMNT05:2951310","100"
"ESPORTSTMNT05:2070534","200"
"ESPORTSTMNT05:2990388","200"
"ESPORTSTMNT06:1190909","100"
"ESPORTSTMNT05:2750223","100"
"ESPORTSTMNT05:1971611","200"
"ESPORTSTMNT05:1820775","100"
"ESPORTSTMNT05:3060311","200"
"ESPORTSTMNT05:2951778","200"
"ESPORTSTMNT05:2520989","200"
"ESPORTSTMNT05:3090546","100"
"ESPORTSTMNT05:2060324","100"
"ESPORTSTMNT05:2953051","100"
"ESPORTSTMNT05:3240516","100"
"ESPORTSTMNT06:1020340","200"
"ESPORTSTMNT05:3060304","100"
"ESPORTSTMNT06:1170778","200"
"ESPORTSTMNT04:2280035","100"
"ESPORTSTMNT05:3221129","200"
"ESPORTSTMNT05:3060398","100"
"ESPORTSTMNT05:1971474","200"
"ESPORTSTMNT05:2670463","200"
"ESPORTSTMNT06:1040934","200"
"ESPORTSTMNT05:1830257","200"
"ESPORTSTMNT04:2470430","100"
"ESPORTSTMNT05:3220686","200"
"ESPORTSTMNT05:3090583","200"
"ESPORTSTMNT05:2670327","200"
"ESPORTSTMNT06:1021004","200"
"ESPORTSTMNT06:1071014","100"
"ESPORTSTMNT05:2520894","100"
"ESPORTSTMNT05:2070715","200"
"ESPORTSTMNT05:3220221","200"
"ESPORTSTMNT05:3241498","100"
"ESPORTSTMNT06:1050732","100"
"ESPORTSTMNT05:2750224","100"
"ESPORTSTMNT05:2060710","100"
"ESPORTSTMNT05:2070426","200"
"ESPORTSTMNT05:2980106","200"
"ESPORTSTMNT06:1040496","100"
"ESPORTSTMNT05:3223280","100"
"ESPORTSTMNT05:3217327","200"
"ESPORTSTMNT05:3090908","100"
"ESPORTSTMNT05:2580363","100"
"ESPORTSTMNT05:2520643","200"
"ESPORTSTMNT04:2692276","100"
"ESPORTSTMNT05:1440598","200"
"ESPORTSTMNT05:2520591","100"
"ESPORTSTMNT05:2941237","200"
"ESPORTSTMNT06:1020766","200"
"ESPORTSTMNT05:1410179","200"
"ESPORTSTMNT05:3090397","100"
"ESPORTSTMNT05:2941479","100"
"ESPORTSTMNT06:1170687","100"
"ESPORTSTMNT05:1971172","200"
"ESPORTSTMNT05:2520940","200"
"ESPORTSTMNT05:2520621","200"
"ESPORTSTMNT05:2760450","200"
"ESPORTSTMNT05:2980508","200"
"ESPORTSTMNT05:2942587","200"
"ESPORTSTMNT05:1870887","200"
"ESPORTSTMNT05:2953236","100"
"ESPORTSTMNT05:2942051","200"
"ESPORTSTMNT05:2952965","100"
"ESPORTSTMNT05:2980713","100"
"ESPORTSTMNT05:3090514","100"
"ESPORTSTMNT06:1050032","200"
"ESPORTSTMNT04:1970393","200"
"ESPORTSTMNT05:2070955","200"
"ESPORTSTMNT05:2531013","100"
"ESPORTSTMNT05:2680301","100"
"ESPORTSTMNT05:3060409","100"
"ESPORTSTMNT05:3090602","200"
"ESPORTSTMNT05:2560082","200"
"ESPORTSTMNT05:2990662","200"
"ESPORTSTMNT05:2670220","200"
"ESPORTSTMNT03:3199241","200"
"ESPORTSTMNT05:2520944","200"
"ESPORTSTMNT05:2580291","100"
"ESPORTSTMNT05:3090588","100"
"ESPORTSTMNT05:2990375","100"
"ESPORTSTMNT05:3060410","100"
"ESPORTSTMNT04:2694099","100"
"ESPORTSTMNT05:2760487","200"
"ESPORTSTMNT05:1520239","200"
"ESPORTSTMNT05:2943154","100"
"ESPORTSTMNT04:1480394","100"
"ESPORTSTMNT05:2941278","100"
"ESPORTSTMNT05:3090756","200"
"ESPORTSTMNT05:1870380","100"
"ESPORTSTMNT05:2990083","100"
"ESPORTSTMNT05:2760389","200"
"ESPORTSTMNT05:2760572","100"
"ESPORTSTMNT05:2670296","100"
"ESPORTSTMNT05:3239445","100"
"ESPORTSTMNT05:2980538","100"
"ESPORTSTMNT05:2943200","200"
"ESPORTSTMNT05:2600019","100"
"ESPORTSTMNT05:2600092","100"
"ESPORTSTMNT05:3090382","200"
"ESPORTSTMNT06:1300683","200"
"ESPORTSTMNT05:3060379","100"
"ESPORTSTMNT04:2688344","100"
"ESPORTSTMNT06:1730804","200"
"ESPORTSTMNT06:1180349","200"
"ESPORTSTMNT04:2200499","200"
"ESPORTSTMNT05:2951688","100"
"ESPORTSTMNT05:2060360","200"
"ESPORTSTMNT05:3220311","100"
"ESPORTSTMNT05:1981183","100"
"ESPORTSTMNT04:2686014","200"
"ESPORTSTMNT05:3220596","100"
"ESPORTSTMNT05:2530989","200"
"ESPORTSTMNT05:2680424","200"
"ESPORTSTMNT05:2942535","100"
"ESPORTSTMNT05:2060127","200"
"ESPORTSTMNT06:1160522","200"
"ESPORTSTMNT05:2670444","100"
"ESPORTSTMNT05:1870736","100"
"ESPORTSTMNT05:2940841","100"
"ESPORTSTMNT05:3221096","200"
"ESPORTSTMNT06:1270318","100"
"ESPORTSTMNT05:1860821","100"
"ESPORTSTMNT05:3060785","100"
"ESPORTSTMNT05:2942826","200"
"ESPORTSTMNT05:2520983","100"
"ESPORTSTMNT05:2952105","100"
"ESPORTSTMNT05:3090510","100"
"ESPORTSTMNT05:2070933","200"
"ESPORTSTMNT05:3222120","200"
"ESPORTSTMNT05:3090400","100"
"ESPORTSTMNT05:2760456","100"
"ESPORTSTMNT05:2950969","100"
"ESPORTSTMNT05:3090464","100"
"ESPORTSTMNT04:2689357","200"
"ESPORTSTMNT05:2560476","200"
"ESPORTSTMNT05:2530998","100"
"ESPORTSTMNT05:2980355","200"
"ESPORTSTMNT05:2943133","200"
"ESPORTSTMNT05:2070873","100"
"ESPORTSTMNT05:2980216","200"
"ESPORTSTMNT06:1051056","100"
"ESPORTSTMNT05:3090119","100"
"ESPORTSTMNT05:2780048","200"
"ESPORTSTMNT05:2680313","200"
"ESPORTSTMNT05:1831335","100"
"ESPORTSTMNT05:2520889","200"
"ESPORTSTMNT05:2950655","200"
"ESPORTSTMNT05:2943252","100"
"ESPORTSTMNT05:2951211","100"
"ESPORTSTMNT05:3060678","200"
"ESPORTSTMNT05:3060312","100"
"ESPORTSTMNT05:3220243","200"
"ESPORTSTMNT05:2670466","200"
"ESPORTSTMNT05:2610094","200"
"ESPORTSTMNT06:1200082","200"
"ESPORTSTMNT06:1200118","100"
"ESPORTSTMNT05:2980877","200"
"ESPORTSTMNT05:3221087","200"
"ESPORTSTMNT06:1061156","100"
"ESPORTSTMNT05:3090142","200"
"ESPORTSTMNT06:1071716","100"
"ESPORTSTMNT06:1020713","100"
"ESPORTSTMNT05:1860520","100"
"ESPORTSTMNT04:2685587","200"
"ESPORTSTMNT05:1870919","200"
"ESPORTSTMNT05:2530752","200"
"ESPORTSTMNT05:2980127","200"
"ESPORTSTMNT06:1041162","100"
"ESPORTSTMNT05:2980898","100"
"ESPORTSTMNT05:2941922","100"
"ESPORTSTMNT05:2750147","100"
"ESPORTSTMNT05:3060519","200"
"ESPORTSTMNT05:2600011","100"
"ESPORTSTMNT05:2531037","100"
"ESPORTSTMNT06:1020806","200"
"ESPORTSTMNT04:2684864","100"
"ESPORTSTMNT05:1430090","100"
"ESPORTSTMNT05:3218473","100"
"ESPORTSTMNT04:2690685","200"
"ESPORTSTMNT05:2940853","100"
"ESPORTSTMNT05:1540099","200"
"ESPORTSTMNT06:1071527","100"
"ESPORTSTMNT05:3090748","100"
"ESPORTSTMNT05:2990549","200"
"ESPORTSTMNT05:3222333","200"
"ESPORTSTMNT05:2990280","100"
"ESPORTSTMNT05:2980777","200"
"ESPORTSTMNT05:1980899","200"
"ESPORTSTMNT05:2670232","100"
"ESPORTSTMNT05:3217559","100"
"ESPORTSTMNT05:1860937","100"
"ESPORTSTMNT05:1860782","100"
"ESPORTSTMNT06:1050853","200"
"ESPORTSTMNT05:2060856","100"
"ESPORTSTMNT05:2070118","100"
"ESPORTSTMNT05:2941493","100"
"ESPORTSTMNT05:1830237","100"
"ESPORTSTMNT05:2941964","100"
"ESPORTSTMNT05:2060636","200"
"ESPORTSTMNT05:2940545","200"
"ESPORTSTMNT05:2530741","100"
"ESPORTSTMNT06:1550141","100"
"ESPORTSTMNT05:2580352","100"
"ESPORTSTMNT05:2760464","100"
"ESPORTSTMNT05:3222290","100"
"ESPORTSTMNT06:1270261","200"
"ESPORTSTMNT05:2760435","100"
