"gametime","platformgameid","teamid"
"904681","ESPORTSTMNT04:2470670","100"
"726519","ESPORTSTMNT01:3379239","100"
"750858","ESPORTSTMNT06:2777058","200"
"915783","ESPORTSTMNT01:1896217","100"
"600232","ESPORTSTMNT06:1190482","200"
"1060940","ESPORTSTMNT04:2685277","200"
"1394096","ESPORTSTMNT03:2787149","100"
"1187004","ESPORTSTMNT03:2545137","200"
"1079079","ESPORTSTMNT01:2982937","200"
"720352","ESPORTSTMNT01:2872143","200"
"920526","ESPORTSTMNT06:1680685","200"
"887466","ESPORTSTMNT04:2665115","100"
"861993","ESPORTSTMNT04:2220024","100"
"876558","ESPORTSTMNT03:1128234","200"
"642508","ESPORTSTMNT03:2884539","100"
"674531","ESPORTSTMNT03:1414505","100"
"787210","ESPORTSTMNT03:2568472","100"
"1130552","ESPORTSTMNT05:2980152","200"
"653767","ESPORTSTMNT06:1300856","200"
"919207","ESPORTSTMNT05:2520103","100"
"984486","ESPORTSTMNT06:2210740","100"
"1253971","ESPORTSTMNT01:3375177","100"
"837499","ESPORTSTMNT01:3323419","200"
"1093280","ESPORTSTMNT02:3211980","100"
"591173","ESPORTSTMNT03:3102521","200"
"2012845","ESPORTSTMNT02:3042881","100"
"904291","ESPORTSTMNT01:2872184","100"
"901877","ESPORTSTMNT02:2577874","100"
"738286","ESPORTSTMNT04:1880320","200"
"1142519","ESPORTSTMNT03:1102289","200"
"869057","ESPORTSTMNT05:1831828","200"
"747032","ESPORTSTMNT01:2732894","200"
"828785","ESPORTSTMNT01:3379101","200"
"740442","ESPORTSTMNT02:3143210","200"
"891711","ESPORTSTMNT03:2053186","100"
"1165020","ESPORTSTMNT02:2785251","200"
"1030827","ESPORTSTMNT01:3414647","100"
"1399777","ESPORTSTMNT01:2697430","200"
"891148","ESPORTSTMNT04:2687488","200"
"929499","ESPORTSTMNT06:1041162","200"
"1456039","ESPORTSTMNT02:1102017","100"
"761730","ESPORTSTMNT01:2966398","100"
"919598","ESPORTSTMNT05:3060446","200"
"1251229","ESPORTSTMNT01:2902748","200"
"766229","ESPORTSTMNT02:1386227","200"
"1083130","ESPORTSTMNT02:2960623","100"
"1130765","ESPORTSTMNT06:1210159","200"
"630092","ESPORTSTMNT04:1960539","200"
"572784","ESPORTSTMNT02:2671470","200"
"927247","ESPORTSTMNT06:1840846","200"
"817050","ESPORTSTMNT03:2796023","200"
"1057024","ESPORTSTMNT06:2540485","200"
"644503","ESPORTSTMNT02:2067356","200"
"1080320","ESPORTSTMNT03:2054486","100"
"1246668","ESPORTSTMNT06:1720682","100"
"867794","ESPORTSTMNT01:2773219","200"
"1279233","ESPORTSTMNT03:2073065","100"
"742841","ESPORTSTMNT06:1060665","200"
"1041596","ESPORTSTMNT02:1401969","100"
"579841","ESPORTSTMNT01:2572378","200"
"928990","ESPORTSTMNT02:3188790","200"
"864014","ESPORTSTMNT02:1324775","100"
"1515282","ESPORTSTMNT05:1540157","200"
"1101263","ESPORTSTMNT03:2544435","100"
"846374","ESPORTSTMNT02:1682595","200"
"1070992","ESPORTSTMNT02:3220413","100"
"791632","ESPORTSTMNT02:2430744","100"
"906266","ESPORTSTMNT03:1762378","100"
"1162456","ESPORTSTMNT01:2706477","100"
"805514","ESPORTSTMNT05:2060167","200"
"1075088","ESPORTSTMNT06:2541995","200"
"1573758","ESPORTSTMNT03:3097283","100"
"933186","ESPORTSTMNT02:1333375","100"
"975920","ESPORTSTMNT01:3373576","100"
"1325475","ESPORTSTMNT01:3366859","100"
"766225","ESPORTSTMNT02:3225763","200"
"821272","ESPORTSTMNT05:3217497","100"
"631442","ESPORTSTMNT02:1697661","100"
"863000","ESPORTSTMNT01:2905958","200"
"957819","ESPORTSTMNT02:2911639","200"
"1007134","ESPORTSTMNT03:1531524","100"
"976096","ESPORTSTMNT01:1891243","100"
"1134621","ESPORTSTMNT04:2684391","200"
"1257697","ESPORTSTMNT02:2973234","200"
"931846","ESPORTSTMNT01:3338486","100"
"1029192","ESPORTSTMNT02:1934079","100"
"741046","ESPORTSTMNT03:1141645","100"
"809524","ESPORTSTMNT01:2771060","100"
"1377245","ESPORTSTMNT01:3411490","100"
"967484","ESPORTSTMNT03:1433700","200"
"572516","ESPORTSTMNT05:1520234","100"
"1016346","ESPORTSTMNT03:2794305","100"
"1135607","ESPORTSTMNT01:3323803","100"
"836234","ESPORTSTMNT02:1394969","200"
"727031","ESPORTSTMNT03:1404379","200"
"1025154","ESPORTSTMNT03:1951468","200"
"769172","ESPORTSTMNT06:2821052","100"
"776377","ESPORTSTMNT02:1929039","100"
"778909","ESPORTSTMNT01:1881259","200"
"1193402","ESPORTSTMNT03:2714174","200"
"1008089","ESPORTSTMNT01:2240125","200"
"856475","ESPORTSTMNT03:3119156","100"
"1558486","ESPORTSTMNT05:2951665","100"
"902421","ESPORTSTMNT01:2708044","100"
"845649","ESPORTSTMNT02:3227904","200"
"1017113","ESPORTSTMNT03:1343345","100"
"1151302","ESPORTSTMNT01:1134013","100"
"962990","ESPORTSTMNT06:2773784","200"
"1012552","ESPORTSTMNT03:2883439","200"
"929101","ESPORTSTMNT06:2580507","200"
"874019","ESPORTSTMNT06:2768025","200"
"1071030","ESPORTSTMNT01:1292345","200"
"839677","ESPORTSTMNT02:1115889","200"
"962050","ESPORTSTMNT03:3178178","100"
"989591","ESPORTSTMNT01:3417199","100"
"1414951","ESPORTSTMNT03:3087440","100"
"1364954","ESPORTSTMNT04:2471790","100"
"825853","ESPORTSTMNT01:3386889","100"
"1093752","ESPORTSTMNT05:1400827","100"
"1003705","ESPORTSTMNT02:3214638","200"
"894018","ESPORTSTMNT03:3125900","100"
"1001217","ESPORTSTMNT02:3220535","200"
"962870","ESPORTSTMNT03:1441007","100"
"1048264","ESPORTSTMNT02:1724962","100"
"683418","ESPORTSTMNT06:1860923","100"
"1075466","ESPORTSTMNT02:1694749","100"
"1045270","ESPORTSTMNT01:2773420","200"
"1058224","ESPORTSTMNT01:3316205","100"
"599517","ESPORTSTMNT06:1160499","200"
"544610","ESPORTSTMNT02:2788976","200"
"1172750","ESPORTSTMNT04:2450213","200"
"860865","ESPORTSTMNT01:1882085","200"
"1194509","ESPORTSTMNT05:1860798","100"
"978360","ESPORTSTMNT01:2906300","200"
"910451","ESPORTSTMNT02:1692800","100"
"1394232","ESPORTSTMNT01:2783271","100"
"1263405","ESPORTSTMNT04:2471983","100"
"876916","ESPORTSTMNT01:2966212","100"
"1032531","ESPORTSTMNT02:3043245","200"
"1285451","ESPORTSTMNT03:1334671","200"
"548539","ESPORTSTMNT06:1190345","100"
"1167954","ESPORTSTMNT01:2916788","100"
"803537","ESPORTSTMNT03:2567913","200"
"891463","ESPORTSTMNT06:1730643","200"
"866269","ESPORTSTMNT02:2574293","100"
"886796","ESPORTSTMNT03:2789937","200"
"1039648","ESPORTSTMNT01:1305569","100"
"619862","ESPORTSTMNT06:2532199","200"
"941308","ESPORTSTMNT06:2816408","200"
"863135","ESPORTSTMNT04:2411277","200"
"908245","ESPORTSTMNT03:2793796","100"
"881152","ESPORTSTMNT02:1414834","200"
"1360623","ESPORTSTMNT02:1687027","200"
"555406","ESPORTSTMNT04:1961306","200"
"897428","ESPORTSTMNT01:1133957","200"
"603860","ESPORTSTMNT03:2702221","100"
"799578","ESPORTSTMNT01:3329903","100"
"946067","ESPORTSTMNT04:2687238","100"
"1150030","ESPORTSTMNT04:1130294","200"
"957238","ESPORTSTMNT06:1840310","100"
"1153919","ESPORTSTMNT01:2250496","100"
"838622","ESPORTSTMNT03:3128482","200"
"920745","ESPORTSTMNT01:1163126","100"
"926306","ESPORTSTMNT03:1101014","100"
"1065426","ESPORTSTMNT06:2773835","200"
"960055","ESPORTSTMNT03:2565766","200"
"893210","ESPORTSTMNT01:2740897","200"
"974819","ESPORTSTMNT05:2941270","100"
"740480","ESPORTSTMNT01:1882285","100"
"951489","ESPORTSTMNT02:2914681","200"
"920479","ESPORTSTMNT04:1480524","100"
"541826","ESPORTSTMNT01:2240347","100"
"970812","ESPORTSTMNT02:1101574","200"
"838287","ESPORTSTMNT01:3324760","200"
"1024413","ESPORTSTMNT01:1156641","100"
"859117","ESPORTSTMNT05:2060133","200"
"721604","ESPORTSTMNT01:2965500","100"
"864854","ESPORTSTMNT04:2686330","100"
"972609","ESPORTSTMNT05:2560484","100"
"644731","ESPORTSTMNT04:1490439","200"
"893366","ESPORTSTMNT05:1822116","200"
"876262","ESPORTSTMNT03:2882290","100"
"1048161","ESPORTSTMNT03:1321216","100"
"1281948","ESPORTSTMNT02:2660185","100"
"1134298","ESPORTSTMNT04:2685917","200"
"1079643","LPL_A:332042","100"
"1247395","ESPORTSTMNT01:3311892","200"
"1101528","ESPORTSTMNT01:2704054","100"
"1162533","ESPORTSTMNT01:3386016","200"
"782511","ESPORTSTMNT04:2684406","100"
"1094478","ESPORTSTMNT03:2638010","100"
"640301","ESPORTSTMNT03:1414469","200"
"756672","ESPORTSTMNT01:1881620","200"
"794824","ESPORTSTMNT02:2830653","200"
"898023","ESPORTSTMNT04:1880289","200"
"670818","ESPORTSTMNT02:2150635","100"
"814800","ESPORTSTMNT02:2071279","100"
"970249","ESPORTSTMNT03:2094001","100"
"577359","ESPORTSTMNT06:1170030","100"
"1002476","ESPORTSTMNT01:2030428","200"
"973410","ESPORTSTMNT03:3199251","200"
"1178672","ESPORTSTMNT02:3222073","100"
"1466835","ESPORTSTMNT06:1860964","200"
"1026116","ESPORTSTMNT01:3000012","200"
"824715","ESPORTSTMNT03:3191892","100"
"1384497","ESPORTSTMNT02:1725029","200"
"1405737","ESPORTSTMNT03:3184662","200"
"898543","ESPORTSTMNT03:1826045","200"
"815047","ESPORTSTMNT04:2689357","100"
"954330","ESPORTSTMNT05:2610096","200"
"981012","ESPORTSTMNT06:1830509","200"
"1221048","ESPORTSTMNT03:2788346","200"
"857836","ESPORTSTMNT03:2931142","200"
"772236","ESPORTSTMNT02:2662617","100"
"800587","ESPORTSTMNT01:2704929","100"
"1013104","LPL_B:327512","100"
"540302","ESPORTSTMNT03:2890912","100"
"1290549","ESPORTSTMNT03:3101069","100"
"949312","ESPORTSTMNT03:1995045","200"
"797426","ESPORTSTMNT03:3143390","100"
"1037646","ESPORTSTMNT02:3043685","200"
"874133","ESPORTSTMNT05:2520525","100"
"1083685","ESPORTSTMNT01:2694903","100"
"1080567","ESPORTSTMNT01:2734521","100"
"1007951","ESPORTSTMNT06:2460353","100"
"1088906","ESPORTSTMNT06:1570202","200"
"825590","ESPORTSTMNT03:3197182","100"
"857578","ESPORTSTMNT04:970985","200"
"690523","ESPORTSTMNT02:2662033","200"
"696370","ESPORTSTMNT04:2090763","200"
"816094","ESPORTSTMNT02:1334694","200"
"1396224","ESPORTSTMNT03:2636743","100"
"814143","ESPORTSTMNT03:2652033","100"
"959113","ESPORTSTMNT01:2707515","200"
"732277","ESPORTSTMNT01:3417324","200"
"969729","ESPORTSTMNT03:3169171","200"
"1441812","ESPORTSTMNT05:1200154","100"
"1403085","ESPORTSTMNT05:3220355","100"
"1227011","ESPORTSTMNT06:1860593","200"
"680189","ESPORTSTMNT01:3314655","200"
"1137048","ESPORTSTMNT02:2960378","200"
"994443","ESPORTSTMNT03:3184613","200"
"639123","ESPORTSTMNT01:1324117","200"
"1168066","ESPORTSTMNT01:1294174","100"
"1125904","ESPORTSTMNT01:3322986","200"
"1021707","ESPORTSTMNT04:2683251","200"
"910718","ESPORTSTMNT03:2793000","200"
"1274250","ESPORTSTMNT04:2451162","100"
"1136324","ESPORTSTMNT05:3221087","200"
"1030593","ESPORTSTMNT04:2210081","100"
"948881","ESPORTSTMNT02:1736270","100"
"658056","ESPORTSTMNT01:3333149","200"
"952774","ESPORTSTMNT01:3375163","100"
"915478","ESPORTSTMNT03:2794747","100"
"765626","ESPORTSTMNT06:2531053","200"
"1023999","ESPORTSTMNT05:1870202","100"
"982629","ESPORTSTMNT03:1441836","100"
"934707","ESPORTSTMNT02:1722049","200"
"981823","ESPORTSTMNT02:3168090","100"
"922283","ESPORTSTMNT03:2657183","100"
"981384","ESPORTSTMNT01:2744887","200"
"992678","ESPORTSTMNT02:2065992","200"
"1025293","ESPORTSTMNT01:2706287","100"
"893841","ESPORTSTMNT06:2767019","100"
"800674","ESPORTSTMNT02:1694828","200"
"1281967","ESPORTSTMNT01:3336831","100"
"895510","ESPORTSTMNT03:3195856","100"
"990128","ESPORTSTMNT04:1670500","200"
"850111","ESPORTSTMNT01:1893535","200"
"874029","ESPORTSTMNT04:1490767","100"
"949866","ESPORTSTMNT04:1810612","100"
"887656","ESPORTSTMNT01:3375691","200"
"903844","ESPORTSTMNT03:2635447","100"
"1123211","ESPORTSTMNT02:3151605","100"
"1153203","ESPORTSTMNT03:3162684","200"
"946782","ESPORTSTMNT01:3412971","200"
"890274","ESPORTSTMNT03:1993401","200"
"1125280","ESPORTSTMNT02:3154365","200"
"901129","ESPORTSTMNT05:2070923","200"
"810307","ESPORTSTMNT04:2687020","100"
"740120","ESPORTSTMNT06:2773496","200"
"906505","ESPORTSTMNT01:3085808","100"
"949664","ESPORTSTMNT03:2054577","200"
"934465","ESPORTSTMNT03:3114975","200"
"730069","ESPORTSTMNT02:1725179","200"
"1017737","ESPORTSTMNT06:1570918","200"
"896007","ESPORTSTMNT03:3092417","100"
"564158","ESPORTSTMNT04:2431184","200"
"875384","ESPORTSTMNT06:2773940","100"
"1010119","ESPORTSTMNT01:2693004","200"
"857950","ESPORTSTMNT02:1723606","100"
"1094249","ESPORTSTMNT01:1120717","200"
"1041264","ESPORTSTMNT02:1732209","100"
"681818","ESPORTSTMNT06:2260368","200"
"590865","ESPORTSTMNT01:3384567","100"
"929483","ESPORTSTMNT03:1994176","200"
"933622","ESPORTSTMNT04:2431316","100"
"2216734","ESPORTSTMNT03:2075542","100"
"453420","ESPORTSTMNT03:2566536","100"
"951911","ESPORTSTMNT06:1200089","200"
"925041","ESPORTSTMNT06:2510204","100"
"861112","ESPORTSTMNT04:2240417","100"
"982326","ESPORTSTMNT03:2130392","200"
"901129","ESPORTSTMNT02:2781561","200"
"910349","ESPORTSTMNT04:2411283","100"
"983197","ESPORTSTMNT03:2892189","100"
"981708","ESPORTSTMNT03:3179679","200"
"1200078","ESPORTSTMNT01:3314651","200"
"918986","ESPORTSTMNT01:2903324","200"
"925229","ESPORTSTMNT01:1156544","100"
"816141","ESPORTSTMNT01:2136415","100"
"962506","ESPORTSTMNT02:2063637","100"
"1034712","ESPORTSTMNT02:1114792","100"
"861512","ESPORTSTMNT06:2470197","200"
"816986","ESPORTSTMNT01:1883184","100"
"663814","ESPORTSTMNT01:1895907","100"
"801782","ESPORTSTMNT02:1281543","200"
"653265","ESPORTSTMNT03:3103490","100"
"866771","ESPORTSTMNT03:2545897","200"
"1062784","ESPORTSTMNT03:3128105","200"
"1199056","ESPORTSTMNT03:3117421","100"
"664807","ESPORTSTMNT06:1830731","200"
"1230715","ESPORTSTMNT06:1840476","100"
"977478","ESPORTSTMNT01:1894463","100"
"897132","ESPORTSTMNT04:2670237","100"
"1443348","ESPORTSTMNT05:2980721","200"
"629920","ESPORTSTMNT01:2732725","100"
"841608","ESPORTSTMNT04:2430692","100"
"1095494","ESPORTSTMNT04:2470362","200"
"1016284","ESPORTSTMNT03:2569977","100"
"1035940","ESPORTSTMNT03:1824218","200"
"1020731","ESPORTSTMNT03:3190608","200"
"840915","ESPORTSTMNT06:2530124","100"
"739668","ESPORTSTMNT03:2820553","100"
"1104419","ESPORTSTMNT03:3131260","100"
"963701","ESPORTSTMNT03:1764144","100"
"937130","ESPORTSTMNT04:1230325","200"
"1101239","ESPORTSTMNT01:3297245","200"
"924027","ESPORTSTMNT02:2830347","100"
"953393","ESPORTSTMNT01:3083914","200"
"1077611","ESPORTSTMNT01:2985144","100"
"902429","ESPORTSTMNT03:1552374","200"
"945392","ESPORTSTMNT06:1580784","100"
"1019725","ESPORTSTMNT02:1735257","100"
"1233315","ESPORTSTMNT06:1720687","100"
"947527","ESPORTSTMNT01:1154612","100"
"942758","ESPORTSTMNT05:2520989","200"
"1051605","ESPORTSTMNT03:2820811","100"
"646419","ESPORTSTMNT02:2062799","100"
"962622","ESPORTSTMNT04:2686566","200"
"889890","ESPORTSTMNT05:1870358","200"
"1329025","ESPORTSTMNT01:2743815","100"
"914355","ESPORTSTMNT05:2070165","100"
"973787","ESPORTSTMNT05:2980527","200"
"834942","ESPORTSTMNT02:2578035","100"
"808728","ESPORTSTMNT05:1981083","200"
"841221","ESPORTSTMNT02:2664035","100"
"780374","ESPORTSTMNT03:1641007","100"
"906562","ESPORTSTMNT03:3095781","100"
"1122975","ESPORTSTMNT01:2965557","200"
"954283","ESPORTSTMNT01:1325041","100"
"1134664","ESPORTSTMNT02:2620855","100"
"1512700","ESPORTSTMNT03:2053897","100"
"676667","ESPORTSTMNT03:2635424","100"
"899385","ESPORTSTMNT02:3212674","100"
"970336","ESPORTSTMNT03:1762985","200"
"855136","ESPORTSTMNT03:1100576","100"
"673426","ESPORTSTMNT04:1210005","200"
"685577","ESPORTSTMNT01:3342189","100"
"758094","ESPORTSTMNT03:2050796","200"
"886354","ESPORTSTMNT04:2688085","100"
"1128746","ESPORTSTMNT03:2657718","200"
"926192","ESPORTSTMNT01:3403885","100"
"925283","ESPORTSTMNT03:2000304","200"
"1031650","ESPORTSTMNT03:2920977","200"
"970080","ESPORTSTMNT01:3368500","100"
"766893","ESPORTSTMNT05:1430439","200"
"770118","ESPORTSTMNT03:2568290","100"
"915471","ESPORTSTMNT02:3043333","200"
"867013","ESPORTSTMNT06:2190575","200"
"600982","ESPORTSTMNT04:2090769","200"
"949718","ESPORTSTMNT06:2580500","100"
"982413","ESPORTSTMNT01:3085805","100"
"1029694","ESPORTSTMNT04:2410546","100"
"887056","ESPORTSTMNT01:1883256","100"
"966610","ESPORTSTMNT01:3344136","100"
"1070325","ESPORTSTMNT04:2693041","100"
"889565","ESPORTSTMNT01:2131104","100"
"952137","ESPORTSTMNT02:3141537","100"
"803494","ESPORTSTMNT01:2030222","100"
"646039","ESPORTSTMNT01:1887512","200"
"1034717","ESPORTSTMNT03:3196972","100"
"1124270","ESPORTSTMNT05:2951399","200"
"979860","ESPORTSTMNT06:2542219","200"
"948759","ESPORTSTMNT01:3392067","100"
"856675","ESPORTSTMNT05:3222670","100"
"786440","ESPORTSTMNT05:1870307","100"
"946580","ESPORTSTMNT01:1313241","200"
"1028910","ESPORTSTMNT01:3096987","200"
"1002311","ESPORTSTMNT06:2816755","200"
"650689","ESPORTSTMNT06:1200068","200"
"899724","ESPORTSTMNT02:2558130","100"
"920009","ESPORTSTMNT05:1830216","100"
"1280856","ESPORTSTMNT02:1081486","100"
"627024","ESPORTSTMNT01:1880717","200"
"958862","ESPORTSTMNT03:3183219","100"
"1123778","ESPORTSTMNT01:3383647","100"
"1220381","ESPORTSTMNT02:2556917","100"
"1020553","ESPORTSTMNT03:1113188","200"
"688862","ESPORTSTMNT03:1823131","100"
"1105228","ESPORTSTMNT02:3170218","100"
"885472","ESPORTSTMNT03:1332603","200"
"1220164","ESPORTSTMNT01:3326290","100"
"857000","ESPORTSTMNT01:1304302","200"
"1051843","ESPORTSTMNT04:2690685","100"
"1231534","ESPORTSTMNT06:2190598","100"
"675622","ESPORTSTMNT03:1752375","100"
"859750","ESPORTSTMNT04:1130253","200"
"725411","ESPORTSTMNT05:2521011","100"
"852222","ESPORTSTMNT02:2785058","200"
"896336","ESPORTSTMNT06:2818579","100"
"889413","ESPORTSTMNT01:3405863","200"
"919421","ESPORTSTMNT01:2693886","100"
"836127","ESPORTSTMNT05:2942535","200"
"983108","ESPORTSTMNT06:2210313","200"
"927574","ESPORTSTMNT05:2060184","100"
"861565","ESPORTSTMNT01:3323949","200"
"928896","ESPORTSTMNT01:3337907","100"
"911130","ESPORTSTMNT01:3331766","100"
"1534047","ESPORTSTMNT01:3303528","200"
"1010179","ESPORTSTMNT06:1040936","200"
"766369","ESPORTSTMNT06:1580546","100"
"960327","ESPORTSTMNT02:1281241","100"
"1015195","ESPORTSTMNT01:3302368","200"
"805886","ESPORTSTMNT04:2663989","200"
"1406469","ESPORTSTMNT01:2147035","100"
"1090069","ESPORTSTMNT03:1131673","100"
"976103","ESPORTSTMNT03:3190648","200"
"960511","ESPORTSTMNT01:2780091","100"
"711604","ESPORTSTMNT05:1860820","200"
"762574","ESPORTSTMNT01:3334010","100"
"756829","ESPORTSTMNT03:1401415","200"
"856414","ESPORTSTMNT06:2818750","200"
"985006","ESPORTSTMNT02:2882572","200"
"933317","ESPORTSTMNT01:3408143","200"
"844268","ESPORTSTMNT02:3048787","100"
"899840","ESPORTSTMNT05:2521065","100"
"735102","ESPORTSTMNT03:2630666","100"
"758638","ESPORTSTMNT01:2694175","100"
"863630","ESPORTSTMNT04:2230495","200"
"841106","ESPORTSTMNT02:3056705","200"
"831001","ESPORTSTMNT03:3098787","200"
"1221751","ESPORTSTMNT02:2556660","100"
"643487","ESPORTSTMNT06:1730804","200"
"808612","ESPORTSTMNT04:1520252","100"
"854788","ESPORTSTMNT04:2672214","200"
"860291","ESPORTSTMNT01:3381735","200"
"766740","ESPORTSTMNT03:1404129","200"
"1547977","ESPORTSTMNT06:2763130","100"
"990586","ESPORTSTMNT01:3367579","200"
"1096495","ESPORTSTMNT06:2211046","200"
"803499","ESPORTSTMNT01:2780058","200"
"1080471","ESPORTSTMNT01:3311531","100"
"1316314","ESPORTSTMNT05:2760148","100"
"902739","ESPORTSTMNT06:1571179","100"
"982941","ESPORTSTMNT02:2064144","100"
"895432","ESPORTSTMNT01:2916777","100"
"986014","ESPORTSTMNT01:2571340","200"
"933433","ESPORTSTMNT05:2990266","100"
"1376426","ESPORTSTMNT06:1571158","100"
"508325","ESPORTSTMNT05:1520189","100"
"724230","ESPORTSTMNT06:2819289","100"
"914821","ESPORTSTMNT03:3195065","200"
"735011","ESPORTSTMNT02:2556852","200"
"1127831","ESPORTSTMNT02:2663410","200"
"888229","ESPORTSTMNT01:2210455","100"
"834183","ESPORTSTMNT01:3405817","200"
"988214","ESPORTSTMNT02:3161725","100"
"894995","ESPORTSTMNT02:3156575","200"
"931488","ESPORTSTMNT03:3126254","100"
"725912","ESPORTSTMNT03:1754351","200"
"894743","ESPORTSTMNT01:3401815","100"
"1164201","ESPORTSTMNT03:2546815","100"
"1115641","ESPORTSTMNT03:3125422","200"
"774042","ESPORTSTMNT01:1301169","100"
"794493","ESPORTSTMNT05:2980248","100"
"1681142","ESPORTSTMNT03:3091832","100"
"1107962","ESPORTSTMNT03:2072202","100"
"887575","ESPORTSTMNT02:3167106","100"
"922753","ESPORTSTMNT03:1641086","100"
"864398","ESPORTSTMNT02:2558761","100"
"1075198","ESPORTSTMNT05:3090390","200"
"764815","ESPORTSTMNT06:2530377","200"
"976137","ESPORTSTMNT03:2701916","200"
"1283855","ESPORTSTMNT01:3416242","100"
"1415513","ESPORTSTMNT02:2777011","200"
"802870","ESPORTSTMNT04:2669177","100"
"593843","ESPORTSTMNT01:2240343","200"
"976990","ESPORTSTMNT01:1892753","200"
"1069350","ESPORTSTMNT03:2637213","100"
"778913","ESPORTSTMNT03:3125129","200"
"1188398","ESPORTSTMNT01:1131932","100"
"1222439","ESPORTSTMNT03:2794592","100"
"921915","ESPORTSTMNT01:3094603","200"
"1211226","ESPORTSTMNT05:3219551","100"
"1115765","ESPORTSTMNT02:1333388","200"
"1067537","ESPORTSTMNT01:1414788","100"
"993704","ESPORTSTMNT01:3373049","100"
"820193","ESPORTSTMNT01:3368414","200"
"883405","ESPORTSTMNT05:3240495","100"
"1073989","ESPORTSTMNT02:3171805","200"
"1208982","ESPORTSTMNT05:2941739","100"
"1172629","ESPORTSTMNT04:1480816","200"
"896744","ESPORTSTMNT05:1870388","100"
"1463363","ESPORTSTMNT06:2531396","100"
"635618","ESPORTSTMNT03:1992573","200"
"958307","ESPORTSTMNT02:3154330","100"
"944847","ESPORTSTMNT04:2471276","100"
"1078603","ESPORTSTMNT03:3094238","200"
"805623","ESPORTSTMNT04:2200313","100"
"805558","ESPORTSTMNT01:3296602","200"
"566950","ESPORTSTMNT02:1386339","100"
"955468","ESPORTSTMNT01:1370145","200"
"850865","ESPORTSTMNT03:3184902","100"
"810681","ESPORTSTMNT01:2730866","200"
"684994","ESPORTSTMNT03:2636325","100"
"1011793","ESPORTSTMNT03:1441943","200"
"899161","ESPORTSTMNT03:3098578","100"
"981163","ESPORTSTMNT01:3332511","200"
"858661","ESPORTSTMNT02:3162564","100"
"1374777","ESPORTSTMNT03:3200582","100"
"782807","ESPORTSTMNT05:1860755","100"
"785400","ESPORTSTMNT02:2150528","200"
"1081942","ESPORTSTMNT02:2786775","100"
"1024472","ESPORTSTMNT02:2776298","100"
"871434","ESPORTSTMNT06:1062065","100"
"645813","ESPORTSTMNT02:2064198","100"
"916204","ESPORTSTMNT06:2768583","200"
"1255362","ESPORTSTMNT03:1673660","200"
"1136250","ESPORTSTMNT03:1991482","200"
"1439625","ESPORTSTMNT06:1861167","100"
"1126848","ESPORTSTMNT01:3406264","200"
"815184","ESPORTSTMNT04:1880220","200"
"1127182","ESPORTSTMNT01:3372647","100"
"1035938","ESPORTSTMNT01:2770122","100"
"983978","ESPORTSTMNT03:3099500","100"
"1410630","ESPORTSTMNT05:2520752","200"
"983048","ESPORTSTMNT01:3401503","200"
"620453","ESPORTSTMNT01:2743274","200"
"1164098","ESPORTSTMNT01:1143729","100"
"918168","ESPORTSTMNT02:1924242","100"
"923887","ESPORTSTMNT03:3167097","200"
"698267","ESPORTSTMNT01:3332541","100"
"809864","ESPORTSTMNT01:1434866","200"
"956580","ESPORTSTMNT01:3316563","100"
"1080051","ESPORTSTMNT01:3323651","200"
"1043509","ESPORTSTMNT03:2568065","200"
"716827","ESPORTSTMNT01:2772406","200"
"985209","ESPORTSTMNT06:2350395","200"
"1089898","ESPORTSTMNT03:2071182","100"
"1355059","ESPORTSTMNT01:1890860","100"
"898945","ESPORTSTMNT02:2787200","200"
"985157","ESPORTSTMNT02:3152955","100"
"1086570","ESPORTSTMNT01:3404553","100"
"1597682","ESPORTSTMNT01:2800030","200"
"1007947","ESPORTSTMNT03:2793041","100"
"701589","ESPORTSTMNT02:3218484","100"
"779570","ESPORTSTMNT03:3096951","200"
"856830","ESPORTSTMNT04:1670372","100"
"635806","ESPORTSTMNT05:1440483","100"
"1024965","ESPORTSTMNT06:2510179","100"
"1107110","ESPORTSTMNT06:1840322","100"
"883495","ESPORTSTMNT03:1813278","100"
"971392","ESPORTSTMNT06:2210606","200"
"1161054","ESPORTSTMNT02:3216173","100"
"1476096","ESPORTSTMNT01:3341407","200"
"864027","ESPORTSTMNT01:2810162","100"
"734625","ESPORTSTMNT03:2783841","100"
"1102618","ESPORTSTMNT04:2691900","100"
"977405","ESPORTSTMNT05:1540458","200"
"954014","ESPORTSTMNT01:2903263","200"
"953609","ESPORTSTMNT02:2662722","100"
"999732","ESPORTSTMNT06:1570966","100"
"1003118","ESPORTSTMNT01:2697277","100"
"1056908","ESPORTSTMNT03:2568649","100"
"1152419","ESPORTSTMNT05:1430523","100"
"797848","ESPORTSTMNT06:1240450","200"
"1063119","ESPORTSTMNT04:2410305","100"
"1185639","LPL_B:329720","100"
"632697","ESPORTSTMNT01:2734335","200"
"1495736","ESPORTSTMNT02:2553603","100"
"901094","ESPORTSTMNT03:3115330","200"
"864470","ESPORTSTMNT04:2672640","200"
"796544","ESPORTSTMNT03:1814668","100"
"923630","ESPORTSTMNT01:2965481","200"
"1030717","ESPORTSTMNT02:3215276","100"
"951679","ESPORTSTMNT01:1304079","200"
"884489","ESPORTSTMNT04:2210138","200"
"924242","ESPORTSTMNT03:2071259","200"
"808767","ESPORTSTMNT02:3214865","200"
