"platformgameid","teamid","side","shutdown_collected","blue_max_shutdown","red_max_shutdown"
"ESPORTSTMNT01:3340050","101428372598668846","200","850","900.0","400.0"
"ESPORTSTMNT01:3340050","109668849651338559","100","350","900.0","400.0"
"ESPORTSTMNT06:1881247","102787200134790084","100",,"200.0","1150.0"
"ESPORTSTMNT06:1881247","105594135137147298","200",,"200.0","1150.0"
"ESPORTSTMNT02:2820587","107598780504331406","100","0","1500.0","0.0"
"ESPORTSTMNT02:2820587","104843437139220481","200","0","1500.0","0.0"
"ESPORTSTMNT06:1840435","105553606349477427","100",,"150.0","900.0"
"ESPORTSTMNT06:1840435","105553729458550723","200",,"150.0","900.0"
"ESPORTSTMNT02:2073757","105537444152141556","200",,"2500.0","0.0"
"ESPORTSTMNT02:2073757","103877625775457850","100",,"2500.0","0.0"
"ESPORTSTMNT06:2773938","107603596915629288","200","1050","300.0","0.0"
"ESPORTSTMNT06:2773938","107603600826620492","100","1400","300.0","0.0"
"ESPORTSTMNT02:1725487","102787200129022886","200",,"100.0","150.0"
"ESPORTSTMNT02:1725487","104710678170825211","100",,"100.0","150.0"
"ESPORTSTMNT06:1240414","104228817622043824","100",,"1250.0","0.0"
"ESPORTSTMNT06:1240414","104234144258996303","200",,"1250.0","0.0"
"ESPORTSTMNT02:3217378","99566408217955692","200","0","100.0","50.0"
"ESPORTSTMNT02:3217378","99566408222831088","100","0","100.0","50.0"
"ESPORTSTMNT01:3376241","103535282119620510","100","0","950.0","0.0"
"ESPORTSTMNT03:2075089","105536918475957734","100",,"1850.0","0.0"
"ESPORTSTMNT03:2075089","105537149834356301","200",,"1850.0","0.0"
"ESPORTSTMNT02:1381824","99566405127798575","100",,"1550.0","0.0"
"ESPORTSTMNT02:1381824","99566405126602853","200",,"1550.0","0.0"
"ESPORTSTMNT05:1540104","98767991926151025","100",,"1600.0","0.0"
"ESPORTSTMNT05:1540104","99322214695067838","200",,"1600.0","0.0"
"ESPORTSTMNT06:2260144","99566406066182955","200","300","200.0","1400.0"
"ESPORTSTMNT06:2260144","99566406069969565","100","150","200.0","1400.0"
"ESPORTSTMNT03:3195306","110534696811298545","200","350","300.0","350.0"
"ESPORTSTMNT03:3195306","109981647134921596","100","0","300.0","350.0"
"ESPORTSTMNT01:2731063","99566405129589291","100","0","1000.0","0.0"
"ESPORTSTMNT01:2731063","103461966981927044","200","1300","1000.0","0.0"
"ESPORTSTMNT03:3199206","105505619546859895","200","350","1400.0","500.0"
"ESPORTSTMNT03:3199206","102747101565183056","100","500","1400.0","500.0"
"ESPORTSTMNT03:2892896","105503848339138647","100","400","650.0","100.0"
"ESPORTSTMNT03:2892896","105503535895066182","200","1200","650.0","100.0"
"ESPORTSTMNT01:3081946","107581287168722290","100","0","1250.0","50.0"
"ESPORTSTMNT01:3081946","107581206998502078","200","150","1250.0","50.0"
"ESPORTSTMNT06:1880587","99566406065437842","100",,"1300.0","50.0"
"ESPORTSTMNT06:1880587","99566406069969565","200",,"1300.0","50.0"
"ESPORTSTMNT04:2240159","107423075317119707","100","0","1500.0","0.0"
"ESPORTSTMNT06:2774995","107603566520687175","200","50","1750.0","150.0"
"ESPORTSTMNT06:2774995","107603600826620492","100","350","1750.0","150.0"
"ESPORTSTMNT02:2073413","105550047979361273","100",,"550.0","1050.0"
"ESPORTSTMNT02:2073413","105550024238752685","200",,"550.0","1050.0"
"ESPORTSTMNT06:2540375","100205576309502431","200","150","150.0","750.0"
"ESPORTSTMNT06:2540375","99566408221961358","100","600","150.0","750.0"
"ESPORTSTMNT03:1672030","98767991877340524","200",,"1300.0","300.0"
"ESPORTSTMNT03:1672030","103461966951059521","100",,"1300.0","300.0"
"ESPORTSTMNT02:2660696","99566408358330419","200","550","400.0","700.0"
"ESPORTSTMNT02:2660696","104841890701948065","100","900","400.0","700.0"
"ESPORTSTMNT05:1520595","99566406070802758","200",,"950.0","0.0"
"ESPORTSTMNT05:1520595","101422616509070746","100",,"950.0","0.0"
"ESPORTSTMNT03:2071301","99566405128626825","200",,"750.0","50.0"
"ESPORTSTMNT03:2071301","103461966971048042","100",,"750.0","50.0"
"ESPORTSTMNT02:2971588","98926509884398584","200","400","2200.0","50.0"
"ESPORTSTMNT02:2971588","98767991877340524","100","50","2200.0","50.0"
"ESPORTSTMNT02:3169570","103877675241047720","200","950","1050.0","0.0"
"ESPORTSTMNT02:3169570","107450819235010833","100","0","1050.0","0.0"
"ESPORTSTMNT02:2776487","107582591908138922","200","0","50.0","700.0"
"ESPORTSTMNT02:2776487","107582598621022934","100","750","50.0","700.0"
"ESPORTSTMNT02:1687492","105520816474194464","200",,"900.0","1500.0"
"ESPORTSTMNT02:1687492","105520826536746180","100",,"900.0","1500.0"
"ESPORTSTMNT02:1688108","105532840001188717","200",,"1450.0","0.0"
"ESPORTSTMNT02:1688108","105537408539332006","100",,"1450.0","0.0"
"ESPORTSTMNT05:1510549","103535282151674574","100",,"400.0","1550.0"
"ESPORTSTMNT05:1510549","103535282138043022","200",,"400.0","1550.0"
"ESPORTSTMNT03:2054754","104367099322647716","200",,"550.0","150.0"
"ESPORTSTMNT03:2054754","101428372830010965","100",,"550.0","150.0"
"ESPORTSTMNT01:2904013","107598704067400262","200","750","1100.0","50.0"
"ESPORTSTMNT01:2904013","107598712583969458","100","100","1100.0","50.0"
"ESPORTSTMNT01:1721392","105537621677160078","100",,"500.0","50.0"
"ESPORTSTMNT01:1721392","105532791598779236","200",,"500.0","50.0"
"ESPORTSTMNT06:1861075","103935642731826448","200",,"400.0","850.0"
"ESPORTSTMNT06:1861075","106334794714373670","100",,"400.0","850.0"
"ESPORTSTMNT04:2670544","105549993449477104","200","450","350.0","1000.0"
"ESPORTSTMNT04:2670544","105549991104165282","100","150","350.0","1000.0"
"ESPORTSTMNT02:2672315","100205573495116443","100","150","1000.0","0.0"
"ESPORTSTMNT02:2672315","99566404579461230","200","1150","1000.0","0.0"
"ESPORTSTMNT05:3217251","108403526900459473","200","800","1400.0","0.0"
"ESPORTSTMNT05:3217251","109642680932009857","100","0","1400.0","0.0"
"ESPORTSTMNT05:1770231","103935446548920777","100",,"450.0","50.0"
"ESPORTSTMNT05:1770231","103877675241047720","200",,"450.0","50.0"
"ESPORTSTMNT01:1426113","99566404585387054","200",,"450.0","250.0"
"ESPORTSTMNT01:1426113","99566404581868574","100",,"450.0","250.0"
"ESPORTSTMNT05:2990083","105553606349477427","100","0","2400.0","50.0"
"ESPORTSTMNT05:2990083","105521419784127190","200","0","2400.0","50.0"
"ESPORTSTMNT06:1230025","103877675241047720","100",,"550.0","1050.0"
"ESPORTSTMNT06:1230025","103935530333072898","200",,"550.0","1050.0"
"ESPORTSTMNT01:2773482","98767991853197861","200","800","850.0","200.0"
"ESPORTSTMNT01:2773482","99566404581868574","100","850","850.0","200.0"
"ESPORTSTMNT01:1886144","105543843212923183","100",,"200.0","450.0"
"ESPORTSTMNT01:1886144","105548000936710641","200",,"200.0","450.0"
"ESPORTSTMNT03:1532233","104367068120825486","200",,"300.0","350.0"
"ESPORTSTMNT03:1532233","99566404852189289","100",,"300.0","350.0"
"ESPORTSTMNT05:2610098","103877675241047720","100","1900","900.0","1050.0"
"ESPORTSTMNT05:2610098","105514907449611976","200","750","900.0","1050.0"
"ESPORTSTMNT06:1880109","105514967858969605","100",,"300.0","1200.0"
"ESPORTSTMNT06:1880109","105515109012592449","200",,"300.0","1200.0"
"ESPORTSTMNT04:1600303","103935446548920777","200",,"400.0","750.0"
"ESPORTSTMNT04:1600303","105515266817621145","100",,"400.0","750.0"
"ESPORTSTMNT01:1682253","105550049871017396","100",,"1050.0","350.0"
"ESPORTSTMNT01:1682253","105550047979361273","200",,"1050.0","350.0"
"ESPORTSTMNT03:3095557","105521706535388095","100","0","1800.0","0.0"
"ESPORTSTMNT03:3095557","107067065368380132","200","900","1800.0","0.0"
"ESPORTSTMNT05:3219553","105559480124455983","100","0","1300.0","0.0"
"ESPORTSTMNT05:3219553","107456355516438414","200","1400","1300.0","0.0"
"ESPORTSTMNT04:2451346","103495716836203404","200","0","1750.0","50.0"
"ESPORTSTMNT04:2451346","99566406064558732","100","0","1750.0","50.0"
"ESPORTSTMNT01:3330740","108352305932141947","100","150","1450.0","250.0"
"ESPORTSTMNT01:3330740","105537149834356301","200","300","1450.0","250.0"
"ESPORTSTMNT06:1190697","103535282146169523","200",,"350.0","650.0"
"ESPORTSTMNT06:1190697","103535282140533402","100",,"350.0","650.0"
"ESPORTSTMNT04:1730230","105519746234964687","200",,"750.0","0.0"
"ESPORTSTMNT04:1730230","105520077508552574","100",,"750.0","0.0"
"ESPORTSTMNT02:1698016","101428372602011186","100",,"1350.0","0.0"
"ESPORTSTMNT02:1698016","103535282119620510","200",,"1350.0","0.0"
"ESPORTSTMNT05:3090448","105521706535388095","100","100","450.0","0.0"
"ESPORTSTMNT05:3090448","102787200132955066","200","1950","450.0","0.0"
"ESPORTSTMNT03:3115000","105913238372341488","100","0","1600.0","0.0"
"ESPORTSTMNT03:3115000","99566405124618295","200","250","1600.0","0.0"
"ESPORTSTMNT02:1696945","105550049871017396","100",,"900.0","250.0"
"ESPORTSTMNT02:1696945","105550033967461806","200",,"900.0","250.0"
"ESPORTSTMNT01:1321751","100205576307813373","200",,"900.0","0.0"
"ESPORTSTMNT01:1321751","101383793195758800","100",,"900.0","0.0"
"ESPORTSTMNT04:2670516","105504044166670507","100","0","1200.0","0.0"
"ESPORTSTMNT04:2670516","105559480124455983","200","1300","1200.0","0.0"
"ESPORTSTMNT04:2683277","107450819235010833","100","1150","950.0","350.0"
"ESPORTSTMNT04:2683277","105514907449611976","200","250","950.0","350.0"
"ESPORTSTMNT05:2760595","107416342401528388","200","400","1750.0","0.0"
"ESPORTSTMNT05:2760595","103935530333072898","100","0","1750.0","0.0"
"ESPORTSTMNT05:2980262","105521408363571548","200","1050","1000.0","400.0"
"ESPORTSTMNT05:2980262","105543843212923183","100","600","1000.0","400.0"
"LPL_B:327682","98767991882270868","100","150","850.0","0.0"
"LPL_B:327682","98767991887166787","200","850","850.0","0.0"
"ESPORTSTMNT02:2555403","99566408562477641","100",,"950.0","650.0"
"ESPORTSTMNT02:2555403","104841890701948065","200",,"950.0","650.0"
"ESPORTSTMNT06:1861032","104710678170825211","100",,"1150.0","600.0"
"ESPORTSTMNT06:1861032","102787200124959636","200",,"1150.0","600.0"
"ESPORTSTMNT03:3197253","107582157086477662","100","1750","400.0","450.0"
"ESPORTSTMNT03:3197253","107581296208168309","200","600","400.0","450.0"
"ESPORTSTMNT01:2743930","107581755241449104","100","150","2100.0","0.0"
"ESPORTSTMNT01:2743930","107581689894520368","200","700","2100.0","0.0"
"ESPORTSTMNT04:1570384","98767991926151025","100",,"1200.0","200.0"
"ESPORTSTMNT04:1570384","101383793574360315","200",,"1200.0","200.0"
"ESPORTSTMNT02:2786482","105519746234964687","200","350","450.0","550.0"
"ESPORTSTMNT02:2786482","107423109717243380","100","550","450.0","550.0"
"ESPORTSTMNT03:1440877","98926509892121852","100",,"750.0","650.0"
"ESPORTSTMNT03:1440877","103461966951059521","200",,"750.0","650.0"
"ESPORTSTMNT06:1160497","103535282158162659","200",,"300.0","50.0"
"ESPORTSTMNT06:1160497","103535282113853330","100",,"300.0","50.0"
"ESPORTSTMNT05:2952017","100725845018863243","200","150","100.0","850.0"
"ESPORTSTMNT05:2952017","99566404581868574","100","200","100.0","850.0"
"ESPORTSTMNT03:2885336","105521706535388095","100","900","1800.0","300.0"
"ESPORTSTMNT03:2885336","105521637552587612","200","150","1800.0","300.0"
"ESPORTSTMNT01:3395123","107580497041999074","100","650","1300.0","50.0"
"ESPORTSTMNT01:3395123","107580483738977500","200","900","1300.0","50.0"
"ESPORTSTMNT04:2688138","101383793567806688","200","50","800.0","700.0"
"ESPORTSTMNT04:2688138","98767991926151025","100","1850","800.0","700.0"
"ESPORTSTMNT01:2965326","107456994699991548","100","300","200.0","550.0"
"ESPORTSTMNT01:2965326","105537226118106446","200","150","200.0","550.0"
"ESPORTSTMNT02:2074762","105537149834356301","200",,"150.0","950.0"
"ESPORTSTMNT02:2074762","106295024192678387","100",,"150.0","950.0"
"ESPORTSTMNT04:1890483","102787200136756173","200",,"2050.0","350.0"
"ESPORTSTMNT04:1890483","105515219038427019","100",,"2050.0","350.0"
"ESPORTSTMNT05:2070581","101383792891050518","200",,"1900.0","0.0"
"ESPORTSTMNT05:2070581","103535282124208038","100",,"1900.0","0.0"
"ESPORTSTMNT03:1430732","99566406338282437","200",,"250.0","400.0"
"ESPORTSTMNT03:1430732","103535282124208038","100",,"250.0","400.0"
"ESPORTSTMNT05:2990388","99566404579461230","200","100","200.0","1000.0"
"ESPORTSTMNT05:2990388","100205573496804586","100","50","200.0","1000.0"
"ESPORTSTMNT03:2053965","104367099322647716","200",,"1550.0","0.0"
"ESPORTSTMNT03:2053965","99566406493155041","100",,"1550.0","0.0"
"ESPORTSTMNT03:1812734","99566405130451785","100",,"1000.0","600.0"
"ESPORTSTMNT03:1812734","105957603362200620","200",,"1000.0","600.0"
"ESPORTSTMNT01:2695078","102747101565183056","100",,"1700.0","150.0"
"ESPORTSTMNT01:2695078","99566404579461230","200",,"1700.0","150.0"
"ESPORTSTMNT01:3340668","107700199633958891","100","900","1000.0","650.0"
"ESPORTSTMNT01:3340668","104367068120825486","200","1100","1000.0","650.0"
"ESPORTSTMNT01:2770996","99566406490127625","200","600","300.0","1100.0"
"ESPORTSTMNT01:2770996","106269804045322803","100","1150","300.0","1100.0"
"ESPORTSTMNT06:1860848","103935446548920777","100",,"900.0","750.0"
"ESPORTSTMNT06:1860848","102787200151698443","200",,"900.0","750.0"
"ESPORTSTMNT01:2732884","105521293297166647","100","400","1700.0","200.0"
"ESPORTSTMNT01:2732884","105521504308341229","200","400","1700.0","200.0"
"ESPORTSTMNT02:3168127","99566405127798575","100","1000","800.0","350.0"
"ESPORTSTMNT02:3168127","99566405123587075","200","1050","800.0","350.0"
"ESPORTSTMNT01:2905969","107581212180071788","200","250","1500.0","50.0"
"ESPORTSTMNT01:2905969","107581206998502078","100","100","1500.0","50.0"
"LPL_A:334967","99566404853058754","100","850","1850.0","700.0"
"LPL_A:334967","99566404853854212","200","900","1850.0","700.0"
"ESPORTSTMNT01:1325012","99566404579461230","200",,"600.0","50.0"
"ESPORTSTMNT01:1325012","100725845018863243","100",,"600.0","50.0"
"ESPORTSTMNT04:2668048","105515345386578249","200","700","100.0","50.0"
"ESPORTSTMNT04:2668048","109523293035238887","100","600","100.0","50.0"
"ESPORTSTMNT02:2674302","105550049871017396","200","500","900.0","200.0"
"ESPORTSTMNT02:2674302","105550026570060790","100","100","900.0","200.0"
"ESPORTSTMNT03:3093889","105550042327365041","200","50","1400.0","250.0"
"ESPORTSTMNT03:3093889","105550024238752685","100","150","1400.0","250.0"
"ESPORTSTMNT01:3405252","110428362822825796","100","400","50.0","750.0"
"ESPORTSTMNT01:3405252","108361552741927561","200","550","50.0","750.0"
"ESPORTSTMNT02:2151481","106857761435870473","100",,"1150.0","300.0"
"ESPORTSTMNT02:2151481","106857734387052095","200",,"1150.0","300.0"
"ESPORTSTMNT01:2800079","103878020539746273","100","0","1550.0","0.0"
"ESPORTSTMNT01:2800079","105594135137147298","200","800","1550.0","0.0"
"ESPORTSTMNT03:2568044","107599144012469862","100","1050","1800.0","550.0"
"ESPORTSTMNT03:2568044","107599188771591359","200","1850","1800.0","550.0"
"ESPORTSTMNT06:2818276","99566406065437842","100","2350","250.0","500.0"
"ESPORTSTMNT06:2818276","110492173877838150","200","150","250.0","500.0"
"ESPORTSTMNT06:2190345","98767991866488695","100","150","1200.0","50.0"
"ESPORTSTMNT06:2190345","99322214695067838","200","1000","1200.0","50.0"
"ESPORTSTMNT06:2290306","103495716836203404","100","1450","750.0","100.0"
"ESPORTSTMNT06:2290306","99566406069969565","200","850","750.0","100.0"
"ESPORTSTMNT02:3217606","109675490370327425","100","450","100.0","0.0"
"ESPORTSTMNT02:3217606","99566406332987990","200","100","100.0","0.0"
"ESPORTSTMNT02:2830373","107581287168722290","100","0","1950.0","0.0"
"ESPORTSTMNT02:2830373","107581209070519555","200","550","1950.0","0.0"
"ESPORTSTMNT03:2006676","98767991916844003","200",,"900.0","700.0"
"ESPORTSTMNT03:2006676","99566408356697119","100",,"900.0","700.0"
"ESPORTSTMNT06:2210740","98767991940181526","100","350","1300.0","250.0"
"ESPORTSTMNT06:2210740","101383793572656373","200","850","1300.0","250.0"
"ESPORTSTMNT04:2450123","101383793569248484","200","650","1350.0","50.0"
"ESPORTSTMNT04:2450123","98767991940181526","100","100","1350.0","50.0"
"ESPORTSTMNT04:1480519","105515219038427019","100",,"900.0","600.0"
"ESPORTSTMNT04:1480519","105515345386578249","200",,"900.0","600.0"
"ESPORTSTMNT05:3219448","107416342401528388","200","600","1350.0","150.0"
"ESPORTSTMNT05:3219448","109539873500788632","100","1350","1350.0","150.0"
"ESPORTSTMNT06:2822424","105549995617170853","100","0","850.0","700.0"
"ESPORTSTMNT06:2822424","105549997263803379","200","1650","850.0","700.0"
"ESPORTSTMNT01:3086332","107700204561086446","100","0","1550.0","0.0"
"ESPORTSTMNT01:3086332","107760667929003738","200","600","1550.0","0.0"
"ESPORTSTMNT04:2240502","107416483509696259","200","700","1550.0","500.0"
"ESPORTSTMNT04:2240502","103935530333072898","100","650","1550.0","500.0"
"ESPORTSTMNT03:2007039","105709099258505657","100",,"200.0","50.0"
"ESPORTSTMNT03:2007039","101383792887446028","200",,"200.0","50.0"
"ESPORTSTMNT03:2789306","107582150625414483","200","1750","1100.0","850.0"
"ESPORTSTMNT03:2789306","107582178455767077","100","650","1100.0","850.0"
"ESPORTSTMNT02:3226973","105397404796640412","100","350","1800.0","850.0"
"ESPORTSTMNT02:3226973","99566408221961358","200","350","1800.0","850.0"
"ESPORTSTMNT05:2070182","106302119383559530","100",,"250.0","1000.0"
"ESPORTSTMNT05:2070182","105519977854458717","200",,"250.0","1000.0"
"ESPORTSTMNT06:2260509","105536918475957734","100","50","1600.0","0.0"
"ESPORTSTMNT06:2260509","107422385694193066","200","850","1600.0","0.0"
"ESPORTSTMNT02:3211863","99566406332987990","100","500","1250.0","50.0"
"ESPORTSTMNT02:3211863","103535282124208038","200","1150","1250.0","50.0"
"ESPORTSTMNT01:3330818","107582184905264520","100","100","2400.0","50.0"
"ESPORTSTMNT01:3330818","107582157086477662","200","400","2400.0","50.0"
"ESPORTSTMNT05:2942299","98767991926151025","100","600","50.0","1100.0"
"ESPORTSTMNT05:2942299","101383793567806688","200","100","50.0","1100.0"
"ESPORTSTMNT01:3311408","98926509885559666","200","100","100.0","750.0"
"ESPORTSTMNT01:3311408","98926509883054987","100","800","100.0","750.0"
"ESPORTSTMNT03:3197839","100205573496804586","200","450","600.0","400.0"
"ESPORTSTMNT03:3197839","102747101565183056","100","50","600.0","400.0"
"ESPORTSTMNT01:1890282","103461966951059521","100",,"1050.0","200.0"
"ESPORTSTMNT01:1890282","98926509892121852","200",,"1050.0","200.0"
"ESPORTSTMNT03:3098971","98767991853197861","200","1300","1050.0","300.0"
"ESPORTSTMNT03:3098971","102747101565183056","100","600","1050.0","300.0"
"ESPORTSTMNT02:3189540","107251374793416561","100","1850","1300.0","100.0"
"ESPORTSTMNT02:3189540","108573042084687884","200","1000","1300.0","100.0"
"ESPORTSTMNT03:1815395","105549988405523871","200",,"900.0","0.0"
"ESPORTSTMNT03:1815395","105550003470349739","100",,"900.0","0.0"
"ESPORTSTMNT05:2520747","105515345386578249","100",,"2000.0","350.0"
"ESPORTSTMNT05:2520747","103877675241047720","200",,"2000.0","350.0"
"ESPORTSTMNT05:1821519","98767991926151025","100",,"1800.0","0.0"
"ESPORTSTMNT05:1821519","99322214695067838","200",,"1800.0","0.0"
"LPL_A:331903","98767991887166787","100","2000","600.0","800.0"
"LPL_A:331903","99566404848691211","200","900","600.0","800.0"
"ESPORTSTMNT04:1890429","102787200136756173","100",,"600.0","50.0"
"ESPORTSTMNT04:1890429","106301891501674861","200",,"600.0","50.0"
"ESPORTSTMNT03:1342042","99566408222831088","200",,"1400.0","50.0"
"ESPORTSTMNT03:1342042","100205576309502431","100",,"1400.0","50.0"
"ESPORTSTMNT04:2690211","99566408562477641","200","850","1700.0","50.0"
"ESPORTSTMNT04:2690211","98767991935149427","100","50","1700.0","50.0"
"ESPORTSTMNT04:2688621","109637393694097670","100","700","200.0","100.0"
"ESPORTSTMNT04:2688621","98767991926151025","200","1100","200.0","100.0"
"ESPORTSTMNT02:2066542","105550051809743868","100",,"200.0","800.0"
"ESPORTSTMNT02:2066542","105550054006182911","200",,"200.0","800.0"
"LPL_B:327564","99566404856367466","200","1750","1350.0","100.0"
"LPL_B:327564","99566404847770461","100","450","1350.0","100.0"
"ESPORTSTMNT06:2767676","105514967858969605","100","0","1100.0","50.0"
"ESPORTSTMNT06:2767676","109523293035238887","200","550","1100.0","50.0"
"ESPORTSTMNT03:1324333","99566408222831088","200",,"1500.0","50.0"
"ESPORTSTMNT03:1324333","100205576309502431","100",,"1500.0","50.0"
"ESPORTSTMNT01:2691334","105503948999800557","200",,"1550.0","100.0"
"ESPORTSTMNT01:2691334","99322214689444546","100",,"1550.0","100.0"
"ESPORTSTMNT03:3090845","105550047979361273","100","1400","200.0","950.0"
"ESPORTSTMNT03:3090845","105550026570060790","200","500","200.0","950.0"
"ESPORTSTMNT01:1682619","105550054006182911","100",,"2200.0","0.0"
"ESPORTSTMNT01:1682619","105550033967461806","200",,"2200.0","0.0"
"LPL_A:335738","98767991892579754","200","100","50.0","50.0"
"LPL_A:335738","98767991882270868","100","500","50.0","50.0"
"ESPORTSTMNT03:2075287","101428372603715124","200",,"950.0","50.0"
"ESPORTSTMNT03:2075287","101428372607057464","100",,"950.0","50.0"
"ESPORTSTMNT02:3170692","98767991954244555","100","0","1600.0","0.0"
"ESPORTSTMNT02:3170692","107251374793416561","200","150","1600.0","0.0"
"ESPORTSTMNT04:2683276","110424394375218208","200","950","550.0","150.0"
"ESPORTSTMNT04:2683276","105520786527322647","100","850","550.0","150.0"
"ESPORTSTMNT06:2815833","105593951536470384","100","0","1050.0","0.0"
"ESPORTSTMNT06:2815833","105594135137147298","200","850","1050.0","0.0"
"ESPORTSTMNT01:3334456","99566405130451785","200","0","1400.0","350.0"
"ESPORTSTMNT01:3334456","103461966981927044","100","1000","1400.0","350.0"
"ESPORTSTMNT03:2890625","99566405126602853","100","450","100.0","1150.0"
"ESPORTSTMNT03:2890625","99566405124618295","200","0","100.0","1150.0"
"ESPORTSTMNT01:3331791","99566404579461230","100","1400","1250.0","600.0"
"ESPORTSTMNT01:3331791","98767991853197861","200","1200","1250.0","600.0"
"ESPORTSTMNT03:2789089","105520822049210915","100","300","1500.0","300.0"
"ESPORTSTMNT03:2789089","105520796734358045","200","650","1500.0","300.0"
"ESPORTSTMNT03:3188997","99566408221114231","200","1800","1050.0","0.0"
"ESPORTSTMNT03:3188997","99566408222831088","100","450","1050.0","0.0"
"ESPORTSTMNT03:2564418","105505619546859895","200","900","1200.0","50.0"
"ESPORTSTMNT03:2564418","100725845022060229","100","0","1200.0","50.0"
"ESPORTSTMNT02:3161869","105550059790656435","200","150","150.0","1550.0"
"ESPORTSTMNT02:3161869","105550024238752685","100","400","150.0","1550.0"
"ESPORTSTMNT03:2930916","105559480124455983","200","650","900.0","150.0"
"ESPORTSTMNT03:2930916","99322214689444546","100","100","900.0","150.0"
"ESPORTSTMNT02:2578469","105550047979361273","100",,"1500.0","50.0"
"ESPORTSTMNT02:2578469","105550033967461806","200",,"1500.0","50.0"
"ESPORTSTMNT03:2789000","101428372603715124","100","550","700.0","150.0"
"ESPORTSTMNT03:2789000","101428372602011186","200","1500","700.0","150.0"
"ESPORTSTMNT03:3178517","103461966951059521","200","1150","1500.0","0.0"
"ESPORTSTMNT03:3178517","106972778172351142","100","50","1500.0","0.0"
"ESPORTSTMNT04:2140093","99566406066182955","200",,"500.0","0.0"
"ESPORTSTMNT04:2140093","102235771678061291","100",,"500.0","0.0"
"ESPORTSTMNT03:2072638","98926509884398584","100",,"1900.0","50.0"
"ESPORTSTMNT03:2072638","98926509892121852","200",,"1900.0","50.0"
"ESPORTSTMNT01:3416503","106269804045322803","200","250","1100.0","100.0"
"ESPORTSTMNT01:3416503","104367068120825486","100","50","1100.0","100.0"
"ESPORTSTMNT01:3385384","107456994699991548","200","550","1150.0","650.0"
"ESPORTSTMNT01:3385384","107648168744912288","100","1200","1150.0","650.0"
"ESPORTSTMNT02:3161962","107700204561086446","100","0","1850.0","0.0"
"ESPORTSTMNT02:3161962","99566406490127625","200","300","1850.0","0.0"
"ESPORTSTMNT06:2470191","98767991949608898","200","1850","1100.0","600.0"
"ESPORTSTMNT06:2470191","99566406065437842","100","1550","1100.0","600.0"
"ESPORTSTMNT02:2151817","103461966975897718","100",,"1200.0","700.0"
"ESPORTSTMNT02:2151817","106857755268998406","200",,"1200.0","700.0"
"ESPORTSTMNT01:1893342","105593213115128994","100",,"1000.0","0.0"
"ESPORTSTMNT01:1893342","105593311172904657","200",,"1000.0","0.0"
"ESPORTSTMNT06:2532123","105515219038427019","100","250","1400.0","150.0"
"ESPORTSTMNT06:2532123","105514967858969605","200","850","1400.0","150.0"
"LPL_A:342601","99566404852189289","100","0","950.0","0.0"
"LPL_A:342601","99566404853854212","200","1200","950.0","0.0"
"ESPORTSTMNT01:3369362","108361552741927561","200","1100","1600.0","100.0"
"ESPORTSTMNT01:3369362","102141671183409133","100","250","1600.0","100.0"
"ESPORTSTMNT02:2911303","101383792887446028","100","1100","50.0","1150.0"
"ESPORTSTMNT02:2911303","107437032053655867","200","900","50.0","1150.0"
"ESPORTSTMNT02:2663850","107422385694193066","200","800","500.0","1100.0"
"ESPORTSTMNT02:2663850","107467834753797729","100","750","500.0","1100.0"
"ESPORTSTMNT06:2768430","101383793569248484","200","500","500.0","400.0"
"ESPORTSTMNT06:2768430","99322214695067838","100","700","500.0","400.0"
"ESPORTSTMNT02:3217899","105550026570060790","200","350","250.0","1150.0"
"ESPORTSTMNT02:3217899","105550051809743868","100","450","250.0","1150.0"
"ESPORTSTMNT03:2568631","107603600826620492","100","50","1100.0","0.0"
"ESPORTSTMNT03:2568631","107603548241713732","200","950","1100.0","0.0"
"ESPORTSTMNT05:3221123","109696126554266494","200","450","200.0","250.0"
"ESPORTSTMNT05:3221123","105593951536470384","100","800","200.0","250.0"
"ESPORTSTMNT01:3338636","103461966951059521","100","50","200.0","1100.0"
"ESPORTSTMNT01:3338636","99294153824386385","200","600","200.0","1100.0"
"ESPORTSTMNT05:2521090","107581178720470377","200",,"900.0","0.0"
"ESPORTSTMNT05:2521090","107581300297680248","100",,"900.0","0.0"
"ESPORTSTMNT02:2064858","103461966975897718","200",,"1300.0","0.0"
"ESPORTSTMNT02:2064858","99566405126602853","100",,"1300.0","0.0"
"ESPORTSTMNT02:1960496","99566404579461230","100",,"200.0","250.0"
"ESPORTSTMNT02:1960496","99566404581868574","200",,"200.0","250.0"
"ESPORTSTMNT02:3187849","107251245690956393","100","350","1350.0","200.0"
"ESPORTSTMNT02:3187849","109828279319224248","200","250","1350.0","200.0"
"ESPORTSTMNT03:3198611","110534696811298545","200","1250","1200.0","50.0"
"ESPORTSTMNT03:3198611","109981650516317055","100","50","1200.0","50.0"
"ESPORTSTMNT01:1891971","105520819263036609","200",,"1250.0","50.0"
"ESPORTSTMNT01:1891971","105520816474194464","100",,"1250.0","50.0"
"ESPORTSTMNT03:1817313","103461966971048042","100",,"850.0","350.0"
"ESPORTSTMNT03:1817313","99566405128626825","200",,"850.0","350.0"
"ESPORTSTMNT03:3087459","107581761958954646","200","600","1600.0","100.0"
"ESPORTSTMNT03:3087459","107581759470356115","100","50","1600.0","100.0"
