"platformgameid","teamid","side","shutdownbounty"
"ESPORTSTMNT03:2892741","99566406332987990","100","50"
"ESPORTSTMNT05:1440415","103461966965149786","200",
"ESPORTSTMNT03:1143751","99566408217116828","200",
"ESPORTSTMNT03:1124425","100725845018863243","100",
"ESPORTSTMNT03:1532280","100205573495116443","200",
"ESPORTSTMNT03:3118925","105549997263803379","200","1500"
"ESPORTSTMNT04:2694059","107450819235010833","100","150"
"ESPORTSTMNT06:1571143","105521706535388095","200",
"ESPORTSTMNT01:3338831","107700204561086446","200","200"
"ESPORTSTMNT01:1886144","105543843212923183","100",
"ESPORTSTMNT01:3379147","109981647134921596","100","1050"
"ESPORTSTMNT01:3388776","107693836459380354","200","400"
"ESPORTSTMNT02:2672727","99566404585387054","200","0"
"ESPORTSTMNT02:2810489","108361578564310810","200","150"
"ESPORTSTMNT01:2134177","99294153828264740","200",
"ESPORTSTMNT01:2902763","107599174108436104","100","100"
"ESPORTSTMNT01:3330804","109676337359108345","200","0"
"ESPORTSTMNT06:1070340","99322214691747156","200",
"ESPORTSTMNT03:2055337","98926509885559666","200",
"ESPORTSTMNT02:1382418","98926509892121852","100",
"ESPORTSTMNT01:2695708","100205576309502431","200",
"ESPORTSTMNT02:1937967","99566404585387054","200",
"ESPORTSTMNT03:1994573","99566405124618295","100",
"ESPORTSTMNT01:2694120","105520796734358045","100",
"ESPORTSTMNT04:2684415","109669678317817381","200","150"
"ESPORTSTMNT03:1531323","99566406334639907","200",
"ESPORTSTMNT01:3311199","109696126554266494","100","450"
"ESPORTSTMNT02:3226692","99566408219409348","100","1000"
"ESPORTSTMNT01:1151506","99871276356460471","200",
"ESPORTSTMNT02:3213717","105550049871017396","100","0"
"ESPORTSTMNT01:3324334","98767991853197861","200","150"
"ESPORTSTMNT03:1992016","101383792559569368","100",
"ESPORTSTMNT02:3162183","105550051809743868","100","350"
"ESPORTSTMNT02:2073728","105594101461473671","100",
"ESPORTSTMNT03:3190638","107581765633427097","200","1400"
"ESPORTSTMNT03:3156896","107467834753797729","200","100"
"ESPORTSTMNT01:1690585","100205573496804586","200",
"ESPORTSTMNT02:2553282","105594101461473671","100",
"ESPORTSTMNT04:1960553","105709099258505657","100",
"ESPORTSTMNT06:2815859","106371141659311452","100","750"
"ESPORTSTMNT01:2983277","104843437139220481","100","750"
"ESPORTSTMNT04:2692177","102235771678061291","200","1650"
"ESPORTSTMNT05:3223077","109669678317817381","100","400"
"ESPORTSTMNT02:2972294","99566405128626825","100","800"
"ESPORTSTMNT03:1392556","99566404855553726","200",
"ESPORTSTMNT04:1010360","102787200126663579","200",
"ESPORTSTMNT03:3130701","109783149221216052","100","100"
"ESPORTSTMNT06:2510105","105514907449611976","100","150"
"ESPORTSTMNT01:3379697","103461966971048042","200","600"
"ESPORTSTMNT01:2148437","103461966951059521","200",
"ESPORTSTMNT02:3215340","105550036134585264","200","350"
"ESPORTSTMNT02:1287256","99871276356460471","200",
"ESPORTSTMNT03:2651434","104202382255290736","200","150"
"ESPORTSTMNT01:2694155","105537149834356301","100",
"ESPORTSTMNT01:3342624","105397404796640412","100","50"
"ESPORTSTMNT01:2906080","102787200126663579","100","200"
"ESPORTSTMNT04:1600286","103935468920814040","100",
"ESPORTSTMNT05:1860324","101978171843206569","100",
"ESPORTSTMNT01:3304452","105550042327365041","100","50"
"ESPORTSTMNT02:1092552","99294153826603341","100",
"ESPORTSTMNT03:3165605","107467827374313054","100","550"
"ESPORTSTMNT01:3315785","102787200129022886","200","350"
"ESPORTSTMNT03:1952017","105521412995449549","100",
"ESPORTSTMNT02:3151998","107582609836036013","200","1050"
"ESPORTSTMNT03:3127987","109485335453835911","100","50"
"ESPORTSTMNT02:1086889","99294153824386385","200",
"ESPORTSTMNT01:2136679","99566405129589291","200",
"ESPORTSTMNT01:1303999","99566406338282437","200",
"ESPORTSTMNT01:2139179","98767991897792379","100",
"ESPORTSTMNT02:1115919","98767991860392497","100",
"ESPORTSTMNT01:1882213","105536738266035235","200",
"ESPORTSTMNT04:2668094","108404211655217274","200","0"
"ESPORTSTMNT04:2694266","108352305932141947","200","1900"
"ESPORTSTMNT03:1405661","102747101562758215","100",
"ESPORTSTMNT02:1684500","102787200120306562","100",
"ESPORTSTMNT06:1680693","101422616509070746","200",
"ESPORTSTMNT03:3183492","107067065368380132","200","850"
"ESPORTSTMNT06:2260138","102235771678061291","200","550"
"ESPORTSTMNT03:2637016","107700199633958891","200","550"
"ESPORTSTMNT04:2667240","103461966965149786","200","600"
"ESPORTSTMNT05:2980314","105550026570060790","100","1050"
"ESPORTSTMNT02:3169507","101428372598668846","200","600"
"ESPORTSTMNT03:2140509","103535282124208038","200",
"ESPORTSTMNT04:1670396","105536918475957734","200",
"ESPORTSTMNT02:2789837","105549988405523871","100","0"
"ESPORTSTMNT01:1435174","100725845022060229","200",
"ESPORTSTMNT02:2067526","106269818143576465","100",
"ESPORTSTMNT02:2071379","99566405128626825","100",
"ESPORTSTMNT04:1480459","105519746234964687","100",
"ESPORTSTMNT02:1294082","99566405123587075","200",
"ESPORTSTMNT03:2880636","99566405123587075","100","500"
"ESPORTSTMNT02:1322841","99566405127798575","200",
"ESPORTSTMNT03:2630695","105913238372341488","100","650"
"ESPORTSTMNT02:2810035","105550047979361273","100","850"
"ESPORTSTMNT03:2793014","107598982142057588","200","500"
"ESPORTSTMNT06:2190764","103461966965149786","200","400"
"ESPORTSTMNT04:2210318","107456284318482723","100","1450"
"ESPORTSTMNT01:2139416","99566406493155041","100",
"ESPORTSTMNT05:1981030","103535282138043022","200",
"ESPORTSTMNT02:1092491","99566408220213759","100",
"ESPORTSTMNT02:3148486","105550033967461806","200","1000"
"ESPORTSTMNT05:1860769","102235771678061291","100",
"ESPORTSTMNT01:2141887","103461966981927044","100",
"ESPORTSTMNT01:2905114","105521293297166647","200","550"
"ESPORTSTMNT01:1435307","100205576309502431","200",
"ESPORTSTMNT01:3381214","100725845018863243","200","150"
"ESPORTSTMNT05:1822041","105519977854458717","200",
"ESPORTSTMNT01:2145454","105543843212923183","200",
"ESPORTSTMNT03:2541951","104367068120825486","100","0"
"ESPORTSTMNT02:2973783","101428372605353526","200","750"
"LPL_B:329201","99566404845279652","100","850"
"ESPORTSTMNT03:1143404","99566404585387054","200",
"ESPORTSTMNT01:3407521","107258254469504696","200","150"
"ESPORTSTMNT02:2076376","104367099322647716","200",
"ESPORTSTMNT06:2818191","105553606349477427","100","0"
"ESPORTSTMNT05:3239514","101383793567806688","100","900"
"ESPORTSTMNT03:2000311","104710678170825211","100",
"ESPORTSTMNT01:3092691","98767991921462763","100","1400"
"ESPORTSTMNT01:3315636","105593951536470384","200","100"
"ESPORTSTMNT01:3092718","99566406332987990","200","850"
"ESPORTSTMNT03:2784258","105553606349477427","200","1000"
"ESPORTSTMNT03:3184143","105521706535388095","100","950"
"ESPORTSTMNT03:2564204","107599061926073885","200","200"
"ESPORTSTMNT04:2686333","109642680932009857","100","0"
"ESPORTSTMNT06:2816346","104710682193583854","200","2150"
"ESPORTSTMNT02:1687517","105503778424809514","200",
"ESPORTSTMNT06:1050853","99566406064558732","100",
"ESPORTSTMNT03:2104266","99566406338282437","100",
"ESPORTSTMNT03:1681511","99566404581868574","200",
"ESPORTSTMNT02:2075334","103877589042434434","100",
"ESPORTSTMNT04:1250467","103495716886587312","200",
"ESPORTSTMNT04:2110115","105521408363571548","100",
"ESPORTSTMNT06:1840426","105554088239949229","100",
"ESPORTSTMNT03:2634166","98926509892121852","200","1150"
"ESPORTSTMNT03:1112146","99566408356697119","200",
"ESPORTSTMNT01:2734554","107598785733448849","100","750"
"ESPORTSTMNT02:1693276","103935530333072898","200",
"ESPORTSTMNT02:2553153","102787200126663579","200",
"ESPORTSTMNT03:2636915","105549993449477104","100","1350"
"ESPORTSTMNT01:3331856","107251245690956393","100","150"
"ESPORTSTMNT06:2818770","105593951536470384","100","1000"
"ESPORTSTMNT01:3413649","105550054006182911","200","1250"
"ESPORTSTMNT01:2743665","105521637552587612","200","100"
"ESPORTSTMNT02:2551615","105505619546859895","100",
"ESPORTSTMNT06:2542404","102787200151698443","200","1700"
"ESPORTSTMNT06:2821256","105520796734358045","100","450"
"ESPORTSTMNT01:2745210","104710316579222193","200","1100"
"ESPORTSTMNT03:2782807","103935421249833954","200","50"
"ESPORTSTMNT02:1111637","99566405129589291","200",
"ESPORTSTMNT05:2790086","106371141659311452","100","450"
"ESPORTSTMNT01:3095172","106827839261303409","100","950"
"ESPORTSTMNT06:2541690","105520819263036609","200","850"
"ESPORTSTMNT03:1323955","99566405127798575","100",
"ESPORTSTMNT03:2920641","105504044166670507","100","50"
"ESPORTSTMNT02:1936726","99566405126602853","100",
"ESPORTSTMNT03:3166415","102787200129022886","200","350"
"ESPORTSTMNT06:2540943","105549991104165282","100","0"
"ESPORTSTMNT02:3186879","98767991954244555","200","450"
"ESPORTSTMNT01:3335524","105550026570060790","200","1450"
"ESPORTSTMNT06:1170586","99566406064558732","200",
"ESPORTSTMNT03:1532298","98767991860392497","200",
"ESPORTSTMNT01:3387011","105550033967461806","200","300"
"ESPORTSTMNT01:2731436","98767991930907107","200","400"
"ESPORTSTMNT06:2774493","107582618156093368","200","0"
"ESPORTSTMNT02:1687518","105520824521753126","200",
"ESPORTSTMNT03:2830070","107700211633200412","200","850"
"ESPORTSTMNT03:3094264","100725845022060229","200","0"
"ESPORTSTMNT01:3413118","106269804045322803","200","0"
"ESPORTSTMNT03:1826014","98767991926151025","200",
"ESPORTSTMNT03:1125339","98926509884398584","100",
"ESPORTSTMNT03:3176763","99294153824386385","100","100"
"ESPORTSTMNT01:1881095","104710678170825211","100",
"ESPORTSTMNT04:2665410","109539873500788632","100","50"
"ESPORTSTMNT01:2705951","99566404581868574","100",
"ESPORTSTMNT02:2779499","102141671183409133","100","1050"
"ESPORTSTMNT02:2881930","105537149834356301","100","650"
"ESPORTSTMNT02:2810101","103877589042434434","100","150"
"ESPORTSTMNT01:1293885","100205573496804586","100",
"ESPORTSTMNT01:2771426","106806779752531762","200","150"
"ESPORTSTMNT03:2795619","100205573496804586","100","0"
"ESPORTSTMNT01:3404742","105550049871017396","100","950"
"ESPORTSTMNT02:2662614","107582169874155554","100","350"
"ESPORTSTMNT04:2664764","99322214695067838","100","0"
"ESPORTSTMNT02:1332253","99566404579461230","100",
"ESPORTSTMNT02:2067194","99566404581868574","100",
"ESPORTSTMNT05:3223389","105559480124455983","100","1200"
"ESPORTSTMNT02:2573398","103535282124208038","100",
"ESPORTSTMNT04:1570199","103535282146169523","100",
"ESPORTSTMNT03:2546619","107598683861013570","200","950"
"ESPORTSTMNT03:2055129","105543843212923183","100",
"ESPORTSTMNT03:1404479","99566404581868574","100",
"ESPORTSTMNT03:3127393","109668849651338559","200","200"
"ESPORTSTMNT03:1124605","101383793195758800","200",
"ESPORTSTMNT01:3414251","101428372605353526","200","0"
"ESPORTSTMNT02:3219150","99566408562477641","200","1750"
"ESPORTSTMNT06:1880465","106371141659311452","200",
"ESPORTSTMNT02:3169465","107581300297680248","200","1050"
"ESPORTSTMNT03:2638442","107598699275015260","200","500"
"ESPORTSTMNT01:3310972","101428372607057464","200","500"
"ESPORTSTMNT02:2077519","99566404579461230","100",
"ESPORTSTMNT03:2091948","105505619546859895","200",
"ESPORTSTMNT03:1762001","105550026570060790","200",
"ESPORTSTMNT01:3326148","107422385694193066","100","0"
"ESPORTSTMNT04:1240457","101383793572656373","200",
"ESPORTSTMNT04:1570204","103535282148790975","200",
"ESPORTSTMNT02:1694863","102787200126663579","100",
"ESPORTSTMNT01:1404270","99294153824386385","200",
"ESPORTSTMNT01:2780991","101428372605353526","200","250"
"ESPORTSTMNT02:1696695","105537444152141556","200",
"ESPORTSTMNT03:3166123","107067065368380132","200","550"
"ESPORTSTMNT04:1140174","98767991949608898","100",
"ESPORTSTMNT02:3227717","107598878262940546","200","0"
"ESPORTSTMNT06:1690411","105521408363571548","100",
"ESPORTSTMNT06:2541461","99566406064558732","200","700"
"ESPORTSTMNT02:1383977","100725845018863243","200",
"ESPORTSTMNT02:2077555","100205573495116443","200",
"ESPORTSTMNT02:2674446","107467834753797729","200","1600"
"ESPORTSTMNT03:1320920","99566405129589291","200",
"ESPORTSTMNT03:3165840","107067065368380132","200","50"
"ESPORTSTMNT04:2692101","105515219038427019","100","600"
"ESPORTSTMNT01:2145206","101383792887446028","100",
"ESPORTSTMNT02:2660149","99566408221114231","200","1350"
"ESPORTSTMNT05:1180351","100205576949530558","100",
"LPL_A:343889","99566404850008779","200","400"
"ESPORTSTMNT01:1304282","100205576307813373","100",
"ESPORTSTMNT03:3197350","105550036134585264","100","2100"
"ESPORTSTMNT02:2661147","107581750701049485","100","600"
"ESPORTSTMNT05:2520113","103935530333072898","200",
"ESPORTSTMNT05:3090874","98767991949608898","100","100"
"ESPORTSTMNT04:2659063","109539776003058530","200","600"
"ESPORTSTMNT05:3239445","107565493716773932","100","400"
"ESPORTSTMNT01:2770671","100205576307813373","100","200"
"ESPORTSTMNT03:1143977","99566404578577099","200",
"ESPORTSTMNT03:3089112","109675490370327425","100","200"
"ESPORTSTMNT01:2966032","105504044166670507","100","150"
"ESPORTSTMNT02:1105190","98926509884398584","200",
"ESPORTSTMNT04:2690729","105553606349477427","200","900"
"ESPORTSTMNT03:1816963","99566405126602853","100",
"ESPORTSTMNT02:2577955","107598788926820994","100",
"ESPORTSTMNT06:2823272","110418022381234710","200","2650"
"ESPORTSTMNT06:2460385","105515345386578249","100","50"
"LPL_A:343897","99566404850008779","100","150"
"ESPORTSTMNT01:3411202","99566408221961358","200","0"
"ESPORTSTMNT05:2530847","99566406066182955","200",
"ESPORTSTMNT02:2786847","107599156601411192","100","0"
"ESPORTSTMNT03:3187394","99294153824386385","100","450"
"ESPORTSTMNT02:3165276","109631614501223948","100","50"
"LPL_A:334314","99566404850008779","100","450"
"ESPORTSTMNT05:1820504","105505619546859895","100",
"ESPORTSTMNT03:2633784","99566408562477641","200","700"
"ESPORTSTMNT04:1610276","105553729458550723","200",
"ESPORTSTMNT03:2548322","105521674055625312","200","650"
"ESPORTSTMNT04:2674432","98767991926151025","100","0"
"ESPORTSTMNT03:2893417","105537149834356301","200","1150"
"ESPORTSTMNT01:2706637","105519746234964687","100",
"ESPORTSTMNT01:3344351","105549993449477104","100","100"
"ESPORTSTMNT06:1580964","99322214684939974","100",
"ESPORTSTMNT01:3311780","109783124183318312","200","100"
"ESPORTSTMNT03:3119905","103461966975897718","200","1650"
"ESPORTSTMNT02:2914509","102787200120306562","100","2500"
"ESPORTSTMNT06:2260480","102787200151698443","100","200"
"ESPORTSTMNT01:3366569","101428372603715124","200","0"
"ESPORTSTMNT03:2561100","99566405128626825","200","750"
"ESPORTSTMNT03:1342212","99566404579461230","200",
"ESPORTSTMNT01:2144328","105593278887024877","100",
"ESPORTSTMNT05:3090408","105520819263036609","100","800"
"ESPORTSTMNT06:2775372","106371141659311452","100","0"
"ESPORTSTMNT04:980518","99566406069969565","100",
"ESPORTSTMNT06:2816897","107416483509696259","200","100"
"ESPORTSTMNT04:2170437","104710682193583854","100","600"
"ESPORTSTMNT01:2144995","105532791598779236","100",
"ESPORTSTMNT03:2703703","107598982142057588","200","500"
"ESPORTSTMNT04:1880437","105515219038427019","100",
"ESPORTSTMNT06:1300338","103495716886587312","200",
"ESPORTSTMNT01:2706102","105503948999800557","200",
"ESPORTSTMNT02:2556697","105550033967461806","200",
"ESPORTSTMNT01:2145437","105521412995449549","100",
"ESPORTSTMNT04:1220191","99566406065437842","100",
"ESPORTSTMNT04:1670386","105521408363571548","200",
"ESPORTSTMNT01:1883340","105503535895066182","100",
"ESPORTSTMNT01:3336956","100205576309502431","200","1700"
"ESPORTSTMNT06:1880357","103495716836203404","200",
"ESPORTSTMNT06:2816736","105521408363571548","100","0"
"ESPORTSTMNT03:3179547","98926509885559666","100","50"
"ESPORTSTMNT03:1755537","98767991930907107","100",
"ESPORTSTMNT04:1810845","104251016988118464","200",
"ESPORTSTMNT03:1750874","98767991930907107","100",
"ESPORTSTMNT01:3336975","108404211655217274","100","1050"
"ESPORTSTMNT06:1680348","105521674055625312","200",
"ESPORTSTMNT06:1880916","103535282135552642","100",
"ESPORTSTMNT06:2823099","107563714667537640","200","1000"
"ESPORTSTMNT06:1031204","99322214695067838","200",
"ESPORTSTMNT01:2695435","98767991930907107","100",
"ESPORTSTMNT03:1995005","105537226118106446","200",
"ESPORTSTMNT06:1180719","103535282140533402","100",
"ESPORTSTMNT02:2673849","107582181197106556","100","900"
"ESPORTSTMNT04:1890432","102787200136756173","100",
"ESPORTSTMNT03:1333724","99566406338282437","100",
"ESPORTSTMNT01:3388271","110534749775658790","200","150"
"ESPORTSTMNT01:1691118","98767991853197861","200",
"ESPORTSTMNT06:2540375","99566408221961358","100","600"
"ESPORTSTMNT03:3195524","105550049871017396","200","1150"
"ESPORTSTMNT01:1425154","98926509884398584","100",
"ESPORTSTMNT01:2771907","107598982142057588","200","0"
"ESPORTSTMNT02:2660214","104841890701948065","200","700"
"ESPORTSTMNT02:3161608","109696092218588987","200","1850"
"ESPORTSTMNT05:1210372","101383793567806688","200",
"ESPORTSTMNT03:2830545","99566406490127625","100","0"
"ESPORTSTMNT03:2881577","106806779752531762","100","700"
"ESPORTSTMNT03:2782330","98926509884398584","200","750"
"ESPORTSTMNT02:3220426","100205573495116443","200","0"
"LPL_B:327438","98767991882270868","100","0"
"ESPORTSTMNT06:2340475","108203164850614211","200","1050"
"ESPORTSTMNT06:2821266","109539873500788632","100","250"
"ESPORTSTMNT05:2941905","105553729458550723","200","2200"
"ESPORTSTMNT03:3124670","107700204561086446","100","50"
"ESPORTSTMNT04:1600295","105514967858969605","100",
"ESPORTSTMNT03:2712837","99566408221961358","200","0"
"ESPORTSTMNT03:2568480","107416483509696259","100","150"
"ESPORTSTMNT06:1180361","102787200129022886","200",
"ESPORTSTMNT02:2073105","102787200129022886","200",
"ESPORTSTMNT02:2661160","107581738783262346","200","100"
"ESPORTSTMNT01:2701966","102747101565183056","100",
"ESPORTSTMNT02:3190859","107251231972989211","200","300"
"ESPORTSTMNT01:2861096","103461966951059521","200","2200"
"ESPORTSTMNT02:3142450","102787200136756173","100","1250"
"ESPORTSTMNT02:2663999","107582609836036013","100","0"
"ESPORTSTMNT06:1061005","98767991866488695","100",
"ESPORTSTMNT02:3217080","107258254469504696","200","1250"
"ESPORTSTMNT06:2773190","109642690191894407","200","0"
"ESPORTSTMNT02:2776396","107598651997213225","200","0"
"ESPORTSTMNT03:3191961","99566408562477641","100","50"
"ESPORTSTMNT03:2544698","101428372600307248","100","150"
"ESPORTSTMNT04:2674967","100205573495116443","200","1400"
"ESPORTSTMNT02:3053254","98767991892579754","100","0"
"ESPORTSTMNT03:1996552","105397404796640412","100",
"ESPORTSTMNT02:1210796","103240746436737687","200",
"ESPORTSTMNT03:1442969","98926509892121852","100",
"ESPORTSTMNT01:2040468","105520824521753126","200",
"ESPORTSTMNT04:1000386","102787200145472495","200",
"ESPORTSTMNT03:1441904","99294153824386385","200",
"ESPORTSTMNT03:2580198","98767991853197861","200","450"
"ESPORTSTMNT04:1600125","98767991949608898","100",
"ESPORTSTMNT01:3301814","107580497041999074","200","0"
"ESPORTSTMNT01:3385667","105537149834356301","100","700"
"ESPORTSTMNT02:3210778","103461966971048042","200","1300"
"ESPORTSTMNT02:2661977","107598764318774383","100","2400"
"ESPORTSTMNT03:2784570","107582618156093368","100","700"
"ESPORTSTMNT06:1840622","99566406066182955","200",
"LPL_A:331789","101388912911039804","200","700"
"ESPORTSTMNT03:2101833","99566405130451785","100",
"ESPORTSTMNT01:3301956","105709099258505657","100","250"
"ESPORTSTMNT03:2566789","99566408221961358","200","0"
"ESPORTSTMNT03:1671992","98926509885559666","100",
"ESPORTSTMNT02:2914962","107760667929003738","100","0"
"ESPORTSTMNT01:3310874","99566405124618295","100","1650"
"ESPORTSTMNT05:1520504","103535282140533402","100",
"ESPORTSTMNT01:2702962","105520819263036609","100",
"ESPORTSTMNT06:2773154","107416342401528388","200","500"
"LPL_A:331757","99566404856367466","100","1250"
"ESPORTSTMNT02:3148631","99566404585387054","100","700"
"ESPORTSTMNT02:2065175","99566404581868574","200",
"ESPORTSTMNT01:2965804","107581284487120142","200","0"
"ESPORTSTMNT01:3335715","99566405124618295","100","0"
"ESPORTSTMNT03:1321600","102825747701670848","100",
"ESPORTSTMNT05:2560074","103535282146169523","100","100"
"ESPORTSTMNT01:1155737","99566406332987990","100",
"ESPORTSTMNT02:2554211","105594101461473671","200",
"ESPORTSTMNT05:3218547","105503948999800557","100","1650"
"ESPORTSTMNT03:2794408","107110686951738484","100","250"
"ESPORTSTMNT04:2665751","107597870621708485","200","0"
"ESPORTSTMNT02:1091292","99566404581868574","200",
"ESPORTSTMNT04:1960728","98767991882270868","100",
"ESPORTSTMNT01:2690390","105519746234964687","100",
"ESPORTSTMNT03:2002585","105532840001188717","100",
"ESPORTSTMNT04:2665583","104841890701948065","200","100"
"ESPORTSTMNT03:1441095","103461966951059521","100",
"ESPORTSTMNT03:2545397","105550047979361273","200","500"
"ESPORTSTMNT04:1210002","102235771678061291","200",
"ESPORTSTMNT02:3143090","99566405126602853","100","100"
"ESPORTSTMNT03:2893189","100285330168091787","100","0"
"ESPORTSTMNT03:2007561","99566404579461230","200",
"ESPORTSTMNT06:1860945","99566406065437842","100",
"ESPORTSTMNT01:3318088","109783149221216052","200","1850"
"ESPORTSTMNT03:3174670","105514907449611976","200","400"
"ESPORTSTMNT03:2796336","107581206998502078","100","50"
"ESPORTSTMNT05:3060656","98767991866488695","200","700"
"ESPORTSTMNT01:3321302","99566405129589291","100","700"
"ESPORTSTMNT03:3199525","107580483738977500","200","300"
"ESPORTSTMNT06:2820754","102787200132955066","200","50"
"ESPORTSTMNT05:3221278","101383793574360315","100","700"
"ESPORTSTMNT06:2775225","105521408363571548","200","300"
"ESPORTSTMNT02:1384796","99566406338282437","100",
"ESPORTSTMNT05:1831219","100205573496804586","200",
"ESPORTSTMNT01:2697480","105536738266035235","200",
"ESPORTSTMNT03:2790049","99566405130451785","100","100"
"ESPORTSTMNT03:3127092","107251245690956393","100","0"
"ESPORTSTMNT01:1144927","99294153824386385","100",
"ESPORTSTMNT03:2635716","107760667929003738","200","50"
"ESPORTSTMNT03:3195497","105550059790656435","200","150"
"ESPORTSTMNT06:2540910","104710682193583854","200","550"
"ESPORTSTMNT03:3191585","99566405124618295","100","200"
"ESPORTSTMNT01:3332640","107251231972989211","100","1400"
"ESPORTSTMNT03:3197161","99566408222831088","100","150"
"ESPORTSTMNT01:2134279","98926509883054987","100",
"ESPORTSTMNT05:3223278","102235771678061291","200","850"
"ESPORTSTMNT01:3415120","109696092218588987","100","150"
"ESPORTSTMNT02:1688147","105537149834356301","200",
"ESPORTSTMNT01:2201174","105550042327365041","100",
"ESPORTSTMNT03:3121376","101383792559569368","200","150"
"ESPORTSTMNT06:2768513","101383793567806688","200","350"
"ESPORTSTMNT01:1414064","100205576309502431","200",
"ESPORTSTMNT01:3091522","99566405123587075","200","150"
"ESPORTSTMNT02:3228356","105550005698683818","100","950"
"ESPORTSTMNT01:3399294","103461966971048042","200","1550"
"ESPORTSTMNT03:2788117","105549997263803379","200","1350"
"ESPORTSTMNT02:1413927","99566408221114231","100",
"ESPORTSTMNT03:2568011","102787200126663579","200","50"
"ESPORTSTMNT03:2634156","98926509885559666","100","700"
"ESPORTSTMNT03:1815400","105550003470349739","200",
"ESPORTSTMNT04:2431464","100285330168091787","200","50"
"ESPORTSTMNT02:1101246","99566404579461230","200",
"ESPORTSTMNT03:3083561","107467803833323099","100","150"
"ESPORTSTMNT03:1764123","99566404585387054","100",
"ESPORTSTMNT01:3327544","105550026570060790","100","0"
"ESPORTSTMNT02:2662858","107467794614674479","200","550"
"ESPORTSTMNT03:3128788","109676337359108345","200","50"
"ESPORTSTMNT04:1560332","104251016988118464","200",
"ESPORTSTMNT03:2053256","105520819263036609","100",
"ESPORTSTMNT06:2260473","105536918475957734","200","1000"
"ESPORTSTMNT02:2670747","105550049871017396","200","0"
"ESPORTSTMNT04:2470854","105550049871017396","200","350"
"ESPORTSTMNT04:2672221","103935468920814040","100","600"
"LPL_A:331257","99566404853854212","100","500"
"ESPORTSTMNT05:2942826","105505619546859895","100","0"
"ESPORTSTMNT06:2773264","106371141659311452","100","1300"
"ESPORTSTMNT06:2340439","108203166973601408","100","700"
"ESPORTSTMNT03:3192595","109749493607708438","200","1500"
"ESPORTSTMNT03:1350657","99566406338282437","100",
"ESPORTSTMNT03:3142786","108361563004344389","100","950"
"ESPORTSTMNT06:2820260","102787200136756173","200","550"
"ESPORTSTMNT04:1140106","102235771678061291","200",
"ESPORTSTMNT01:2773051","100205573496804586","200","1650"
"ESPORTSTMNT02:2551448","99566405128626825","200",
"ESPORTSTMNT04:2694131","105536643047197642","200","600"
"ESPORTSTMNT04:1810248","105553606349477427","200",
"ESPORTSTMNT02:1697422","105536952747658409","100",
"ESPORTSTMNT06:1062265","98767991926151025","100",
"ESPORTSTMNT03:3158079","107581212180071788","200","200"
"ESPORTSTMNT05:3222301","102235771678061291","200","150"
"ESPORTSTMNT01:3325480","98767991860392497","100","300"
"ESPORTSTMNT03:1531200","99322214684939974","100",
"ESPORTSTMNT04:1000385","102787200149928963","100",
"ESPORTSTMNT05:2750372","103535282140533402","200","600"
"ESPORTSTMNT03:1127968","99566405127798575","200",
"ESPORTSTMNT02:1732251","99566408222831088","200",
"ESPORTSTMNT03:1767506","101428372602011186","200",
"ESPORTSTMNT03:1754457","98767991866488695","200",
"ESPORTSTMNT03:3190687","98767991921462763","100","700"
"ESPORTSTMNT02:2776979","107598712583969458","100","1500"
"ESPORTSTMNT03:2788224","105550003470349739","100","850"
"ESPORTSTMNT03:1143741","100205576307813373","200",
"ESPORTSTMNT04:2410595","98767991949608898","200","0"
"ESPORTSTMNT02:3222337","105505619546859895","100","500"
"ESPORTSTMNT06:1571193","105548000936710641","100",
"ESPORTSTMNT03:3131433","101428372603715124","100","900"
"ESPORTSTMNT05:1870396","103461966965149786","100",
"ESPORTSTMNT03:2799457","103935530333072898","100","150"
"ESPORTSTMNT01:3337087","99566408562477641","200","550"
"ESPORTSTMNT01:2702317","100725845018863243","100",
"ESPORTSTMNT05:1980904","103935446548920777","100",
"ESPORTSTMNT03:2783824","107603596915629288","100","1650"
"ESPORTSTMNT06:2540411","104202382255290736","100","850"
"ESPORTSTMNT02:3144039","103461966971048042","100","100"
"ESPORTSTMNT01:2982863","107599061926073885","200","700"
"ESPORTSTMNT01:2773354","107598651997213225","200","600"
"ESPORTSTMNT02:3218325","106857761435870473","100","400"
"ESPORTSTMNT06:2775754","105536643047197642","200","450"
"ESPORTSTMNT06:2211050","105520796734358045","200","650"
"ESPORTSTMNT01:3393423","110534696811298545","100","650"
"ESPORTSTMNT06:1571167","105520713962793016","100",
"ESPORTSTMNT02:2972527","101428372603715124","100","0"
"ESPORTSTMNT06:1170791","99566405126602853","100",
"LPL_B:328711","99566404845279652","100","50"
"ESPORTSTMNT03:2883426","99566405124618295","100","50"
"ESPORTSTMNT01:3096452","99566408358330419","100","1700"
"ESPORTSTMNT01:2145493","104710682193583854","200",
"ESPORTSTMNT01:3331878","107251295460371069","100","0"
"ESPORTSTMNT06:1210092","103877589042434434","200",
"ESPORTSTMNT03:1827452","99566405130451785","200",
"ESPORTSTMNT01:2591840","107251374793416561","200",
"ESPORTSTMNT01:2692705","105550054006182911","100",
"ESPORTSTMNT01:3315982","109783149221216052","100","500"
"ESPORTSTMNT06:2470074","99566406069969565","100","0"
"ESPORTSTMNT02:2578286","105593182576105603","100",
"ESPORTSTMNT06:2460588","101383793572656373","100","150"
