"gametime","platformgameid","killerteamid"
"597610","ESPORTSTMNT05:3090588","200"
"35441","ESPORTSTMNT03:2103899","100"
"142059","ESPORTSTMNT06:1830548","100"
"401489","ESPORTSTMNT02:3171010","200"
"768868","ESPORTSTMNT03:3178770","200"
"470983","ESPORTSTMNT02:2150595","100"
"999137","ESPORTSTMNT03:2007068","100"
"260158","ESPORTSTMNT06:1560274","100"
"280259","ESPORTSTMNT02:2884787","100"
"1048311","ESPORTSTMNT04:1961133","100"
"249220","ESPORTSTMNT06:1190488","200"
"407532","ESPORTSTMNT03:3126234","200"
"598617","ESPORTSTMNT01:2698440","100"
"511623","ESPORTSTMNT01:3405873","100"
"414667","ESPORTSTMNT04:990652","100"
"186770","ESPORTSTMNT06:1881422","200"
"185572","ESPORTSTMNT02:1321674","200"
"187052","ESPORTSTMNT01:2773219","200"
"163319","ESPORTSTMNT06:1861096","200"
"141725","ESPORTSTMNT05:2942985","200"
"326713","ESPORTSTMNT02:2071843","100"
"1211591","ESPORTSTMNT01:3096881","100"
"60718","ESPORTSTMNT05:1520124","100"
"279261","ESPORTSTMNT02:2973249","100"
"373036","ESPORTSTMNT04:2664666","100"
"602979","ESPORTSTMNT01:2731052","200"
"336532","ESPORTSTMNT01:3416359","200"
"263187","ESPORTSTMNT03:1430652","100"
"174572","ESPORTSTMNT01:3403451","100"
"1235740","ESPORTSTMNT04:1250226","200"
"336152","ESPORTSTMNT02:1103688","200"
"946973","ESPORTSTMNT05:2980174","200"
"273125","ESPORTSTMNT06:1270655","200"
"828588","ESPORTSTMNT01:2690370","100"
"278507","ESPORTSTMNT01:3413799","100"
"531671","ESPORTSTMNT01:2697305","100"
"281677","ESPORTSTMNT01:3324574","200"
"396405","ESPORTSTMNT02:1384397","100"
"202243","ESPORTSTMNT06:2470778","200"
"275636","ESPORTSTMNT01:2732998","100"
"362153","ESPORTSTMNT01:1141907","200"
"402539","ESPORTSTMNT01:2742510","200"
"230947","ESPORTSTMNT06:2767801","100"
"402382","ESPORTSTMNT03:2930068","100"
"378576","ESPORTSTMNT01:1291812","200"
"274034","ESPORTSTMNT01:1121076","200"
"471689","ESPORTSTMNT06:2210651","100"
"212608","ESPORTSTMNT03:2568514","200"
"389516","ESPORTSTMNT03:3159919","100"
"410459","ESPORTSTMNT03:2637322","100"
"357576","ESPORTSTMNT03:1114365","100"
"423927","ESPORTSTMNT03:3090657","100"
"214606","ESPORTSTMNT02:2663614","100"
"42594","ESPORTSTMNT04:1480363","200"
"237074","ESPORTSTMNT02:2673555","100"
"126127","ESPORTSTMNT02:3161035","100"
"483427","ESPORTSTMNT02:2673560","200"
"666900","ESPORTSTMNT03:3086776","100"
"1460028","ESPORTSTMNT06:1680142","300"
"413991","ESPORTSTMNT03:3087499","200"
"315160","ESPORTSTMNT01:3316094","100"
"320143","ESPORTSTMNT02:2912483","200"
"425112","ESPORTSTMNT05:1820447","200"
"271774","ESPORTSTMNT06:1880484","100"
"716878","ESPORTSTMNT01:1296710","100"
"697907","ESPORTSTMNT04:1520177","200"
"585290","ESPORTSTMNT03:3099366","200"
"244260","ESPORTSTMNT06:2210681","100"
"400704","ESPORTSTMNT04:2430058","200"
"690790","ESPORTSTMNT02:2810836","100"
"648121","ESPORTSTMNT05:3223052","100"
"693868","ESPORTSTMNT01:2697682","100"
"277682","ESPORTSTMNT04:1670487","200"
"793891","ESPORTSTMNT02:3210560","200"
"261679","ESPORTSTMNT01:1885490","100"
"724039","ESPORTSTMNT03:2637558","200"
"259645","ESPORTSTMNT01:3387326","200"
"490533","ESPORTSTMNT03:3120564","200"
"215684","ESPORTSTMNT05:2520442","200"
"269178","ESPORTSTMNT06:2210572","100"
"244951","ESPORTSTMNT01:3085550","100"
"675588","ESPORTSTMNT03:3115161","200"
"287242","ESPORTSTMNT04:2686463","100"
"475866","ESPORTSTMNT03:2793221","200"
"381738","ESPORTSTMNT02:2556351","100"
"211660","ESPORTSTMNT02:1114782","200"
"259846","ESPORTSTMNT01:1896201","100"
"319457","ESPORTSTMNT03:2631796","100"
"168961","ESPORTSTMNT03:2072338","200"
"655850","ESPORTSTMNT02:3218703","200"
"468451","ESPORTSTMNT01:3313673","100"
"899256","ESPORTSTMNT02:1140596","200"
"603558","ESPORTSTMNT03:3086700","100"
"165030","ESPORTSTMNT01:1401451","100"
"316820","ESPORTSTMNT05:1831831","200"
"218831","ESPORTSTMNT06:1160095","100"
"222809","ESPORTSTMNT01:3328976","100"
"808231","ESPORTSTMNT02:2830769","200"
"228045","ESPORTSTMNT04:2673551","100"
"226559","ESPORTSTMNT04:1660368","100"
"734296","ESPORTSTMNT02:2070486","100"
"261561","ESPORTSTMNT03:1140633","200"
"912876","ESPORTSTMNT02:2661218","200"
"197695","ESPORTSTMNT03:2635776","200"
"632495","ESPORTSTMNT01:2142487","200"
"386228","LPL_A:342495","200"
"253918","ESPORTSTMNT04:1960703","200"
"522842","ESPORTSTMNT05:2941905","100"
"886838","ESPORTSTMNT06:2820223","100"
"529322","ESPORTSTMNT06:2530124","100"
"948354","ESPORTSTMNT03:3100434","100"
"300638","ESPORTSTMNT01:3338636","200"
"334174","ESPORTSTMNT03:1683961","200"
"217876","ESPORTSTMNT03:2101814","100"
"295591","ESPORTSTMNT06:1170105","100"
"698475","ESPORTSTMNT06:2570569","100"
"350611","ESPORTSTMNT04:2450633","100"
"159159","ESPORTSTMNT05:3223379","100"
"567344","ESPORTSTMNT03:2546235","200"
"884381","ESPORTSTMNT04:2210177","100"
"357345","ESPORTSTMNT02:2971612","100"
"183675","ESPORTSTMNT05:1871006","100"
"275498","ESPORTSTMNT06:2290512","200"
"208242","ESPORTSTMNT05:2990289","200"
"306555","ESPORTSTMNT02:2787299","200"
"410063","ESPORTSTMNT01:3386275","100"
"420670","ESPORTSTMNT05:2940701","100"
"614741","ESPORTSTMNT05:1430694","100"
"618848","ESPORTSTMNT02:2787112","100"
"745564","ESPORTSTMNT04:1220209","100"
"233171","ESPORTSTMNT04:1960857","100"
"236281","ESPORTSTMNT02:1210406","200"
"219310","ESPORTSTMNT03:3175664","100"
"446835","ESPORTSTMNT03:1756465","100"
"108644","ESPORTSTMNT06:1830647","100"
"299286","LPL_B:326776","200"
"206168","ESPORTSTMNT02:2830347","100"
"375954","ESPORTSTMNT03:2569382","200"
"369420","ESPORTSTMNT02:2673276","200"
"232209","ESPORTSTMNT04:1280221","200"
"382111","ESPORTSTMNT03:3084574","200"
"544505","ESPORTSTMNT06:2290162","200"
"389838","ESPORTSTMNT01:2872135","100"
"248447","ESPORTSTMNT01:3327477","200"
"427216","ESPORTSTMNT03:3102279","100"
"513581","ESPORTSTMNT02:2576641","100"
"191079","ESPORTSTMNT03:2104275","100"
"1511446","ESPORTSTMNT06:1061051","100"
"367600","ESPORTSTMNT06:2210495","200"
"359327","ESPORTSTMNT01:1424591","200"
"717197","LPL_A:329701","200"
"233002","ESPORTSTMNT05:1430772","100"
"654814","ESPORTSTMNT03:1127257","200"
"386612","ESPORTSTMNT06:1830518","100"
"345010","ESPORTSTMNT06:2816418","100"
"403288","ESPORTSTMNT02:1092517","200"
"205757","ESPORTSTMNT01:3316567","100"
"372629","ESPORTSTMNT03:1352835","100"
"209471","ESPORTSTMNT03:3100468","100"
"1041793","ESPORTSTMNT01:3091777","200"
"323701","ESPORTSTMNT03:3131334","200"
"141632","ESPORTSTMNT01:1682639","100"
"365535","LPL_B:328453","100"
"387452","ESPORTSTMNT01:3093490","100"
"279396","ESPORTSTMNT04:2665869","200"
"230738","ESPORTSTMNT04:1970530","100"
"355038","ESPORTSTMNT03:1100576","100"
"395633","ESPORTSTMNT03:3167347","200"
"721462","ESPORTSTMNT01:2139235","200"
"362937","ESPORTSTMNT02:2914489","100"
"669780","ESPORTSTMNT06:1270341","100"
"182988","ESPORTSTMNT01:1891352","200"
"837590","ESPORTSTMNT01:1435337","100"
"268578","ESPORTSTMNT02:1688168","100"
"237282","ESPORTSTMNT01:3312388","100"
"417185","ESPORTSTMNT01:3383438","200"
"856877","ESPORTSTMNT02:2810878","200"
"227636","ESPORTSTMNT02:3169427","100"
"195651","ESPORTSTMNT05:3240461","200"
"424961","ESPORTSTMNT01:1893214","100"
"324621","ESPORTSTMNT01:2733012","100"
"157889","ESPORTSTMNT05:1400210","200"
"498253","ESPORTSTMNT04:980518","200"
"395708","ESPORTSTMNT04:1961429","100"
"491706","ESPORTSTMNT05:1971229","200"
"274072","ESPORTSTMNT01:1883338","200"
"298138","ESPORTSTMNT05:2680310","200"
"281824","ESPORTSTMNT05:3241517","200"
"251366","ESPORTSTMNT01:1405601","200"
"521892","ESPORTSTMNT01:3094370","200"
"268926","ESPORTSTMNT06:1880418","200"
"233216","ESPORTSTMNT05:2760456","100"
"213125","ESPORTSTMNT03:2714825","200"
"822942","ESPORTSTMNT05:3090142","200"
"177878","ESPORTSTMNT06:1180365","200"
"231827","ESPORTSTMNT03:2094050","200"
"291941","ESPORTSTMNT03:3120993","100"
"267949","ESPORTSTMNT05:3219533","100"
"253120","ESPORTSTMNT03:2564162","200"
"746802","ESPORTSTMNT04:2666149","200"
"188593","LPL_B:329723","200"
"577218","ESPORTSTMNT01:2862478","200"
"548603","ESPORTSTMNT02:2210034","100"
"918933","ESPORTSTMNT03:2001895","100"
"1150065","ESPORTSTMNT03:2820457","100"
"470045","ESPORTSTMNT01:3411711","100"
"890578","ESPORTSTMNT04:1890296","200"
"240576","ESPORTSTMNT02:2673749","200"
"290837","ESPORTSTMNT01:3340043","100"
"535310","ESPORTSTMNT04:2430285","100"
"405585","ESPORTSTMNT03:3094141","100"
"203734","ESPORTSTMNT03:1123988","200"
"535136","ESPORTSTMNT04:1800719","200"
"358844","ESPORTSTMNT05:1870318","100"
"393588","ESPORTSTMNT01:2964973","200"
"889263","ESPORTSTMNT06:1061934","200"
"525132","ESPORTSTMNT03:2005328","100"
"574120","ESPORTSTMNT05:2760144","100"
"554635","ESPORTSTMNT04:2672408","100"
"547604","ESPORTSTMNT02:3153939","200"
"310562","ESPORTSTMNT06:2773753","100"
"560265","ESPORTSTMNT05:2940709","100"
"187171","ESPORTSTMNT02:1924925","100"
"179099","ESPORTSTMNT02:3213927","200"
"763178","ESPORTSTMNT03:3195074","100"
"223474","ESPORTSTMNT05:1540064","200"
"464842","ESPORTSTMNT03:2638016","200"
"103722","ESPORTSTMNT01:3330740","100"
"100251","ESPORTSTMNT02:2830605","200"
"1384669","ESPORTSTMNT03:3117053","100"
"1505372","ESPORTSTMNT04:2410530","200"
"205034","ESPORTSTMNT03:3129853","100"
"645265","ESPORTSTMNT04:1320036","200"
"302293","ESPORTSTMNT03:1551814","200"
"1284503","ESPORTSTMNT01:1403464","200"
"235800","ESPORTSTMNT02:3213452","200"
"182646","ESPORTSTMNT01:2783421","100"
"219719","ESPORTSTMNT01:3307381","200"
"236462","ESPORTSTMNT04:1660527","100"
"1375002","ESPORTSTMNT03:3090540","200"
"577079","ESPORTSTMNT01:2593102","200"
"1124135","ESPORTSTMNT03:3167508","100"
"509458","ESPORTSTMNT03:2635949","200"
"161345","ESPORTSTMNT02:3219470","200"
"143245","ESPORTSTMNT05:1510540","200"
"96104","ESPORTSTMNT02:2573576","100"
"364483","ESPORTSTMNT01:1155853","200"
"158428","ESPORTSTMNT01:2135687","100"
"402594","ESPORTSTMNT02:1112232","100"
"604552","ESPORTSTMNT02:1401592","100"
"384378","ESPORTSTMNT03:1404931","100"
"367457","ESPORTSTMNT03:2797609","200"
"1176038","ESPORTSTMNT02:1386331","200"
"201682","ESPORTSTMNT03:1441984","200"
"628558","ESPORTSTMNT01:2740661","200"
"462548","ESPORTSTMNT02:3148235","100"
"188461","ESPORTSTMNT02:2776519","100"
"483070","ESPORTSTMNT01:3375060","100"
"242596","ESPORTSTMNT01:2743603","200"
"707419","ESPORTSTMNT03:3174726","100"
"497352","ESPORTSTMNT02:1723052","200"
"196508","ESPORTSTMNT02:1732348","200"
"255417","ESPORTSTMNT04:2471308","100"
"369885","ESPORTSTMNT02:3217810","100"
"408665","ESPORTSTMNT03:3181509","100"
"950882","ESPORTSTMNT03:1092135","100"
"304392","ESPORTSTMNT04:2110622","100"
"951111","ESPORTSTMNT01:1885630","200"
"565310","ESPORTSTMNT03:2631590","100"
"415265","ESPORTSTMNT04:2665863","200"
"282215","ESPORTSTMNT03:1441031","100"
"356500","ESPORTSTMNT04:1220593","200"
"117107","ESPORTSTMNT02:2067504","100"
"460276","ESPORTSTMNT03:2793397","200"
"385777","LPL_B:330032","200"
"294351","ESPORTSTMNT05:1540436","200"
"316096","ESPORTSTMNT02:1696475","100"
"427182","ESPORTSTMNT02:1684456","200"
"996444","ESPORTSTMNT03:2564418","200"
"146265","ESPORTSTMNT02:3042003","100"
"152179","ESPORTSTMNT04:2470966","100"
"181953","ESPORTSTMNT02:3162518","200"
"198403","ESPORTSTMNT03:2092611","100"
"515107","ESPORTSTMNT06:2768966","200"
"483031","ESPORTSTMNT01:2800544","200"
"1397811","ESPORTSTMNT01:1304035","200"
"708074","ESPORTSTMNT05:1780277","200"
"422702","ESPORTSTMNT06:1881294","100"
"543029","ESPORTSTMNT02:3215112","100"
"394936","ESPORTSTMNT03:2549546","200"
"515580","ESPORTSTMNT03:2544403","200"
"525282","ESPORTSTMNT04:2240136","100"
"1068194","ESPORTSTMNT06:2290399","100"
"940394","ESPORTSTMNT03:2007586","200"
"103056","LPL_A:335744","200"
"577611","ESPORTSTMNT04:2410278","200"
"253345","ESPORTSTMNT06:1720480","200"
"1022345","ESPORTSTMNT03:1330987","100"
"239397","ESPORTSTMNT06:1880471","200"
"608068","ESPORTSTMNT05:3239471","100"
"265354","ESPORTSTMNT06:1680448","100"
"542164","ESPORTSTMNT02:3230187","200"
"375421","ESPORTSTMNT03:2893474","100"
"176860","ESPORTSTMNT01:3327159","200"
"741360","ESPORTSTMNT02:3140748","100"
"188540","ESPORTSTMNT03:1995101","100"
"232505","ESPORTSTMNT02:1411425","100"
"754797","ESPORTSTMNT01:1132049","100"
"159409","ESPORTSTMNT06:1880144","100"
"792074","ESPORTSTMNT05:2520507","200"
"218544","ESPORTSTMNT01:3409876","100"
"586757","ESPORTSTMNT03:3118598","100"
"151737","ESPORTSTMNT05:2070135","200"
"258382","ESPORTSTMNT04:2140195","100"
"134839","ESPORTSTMNT03:2893417","200"
"255967","LPL_A:335030","200"
"449145","ESPORTSTMNT02:2576568","100"
"914038","ESPORTSTMNT03:2961733","200"
"508821","ESPORTSTMNT05:3221122","200"
"240824","ESPORTSTMNT03:1552620","200"
"482474","ESPORTSTMNT02:2062092","100"
"344041","ESPORTSTMNT03:2094056","200"
"600376","ESPORTSTMNT02:2075233","200"
"55833","ESPORTSTMNT02:3219486","200"
"205896","ESPORTSTMNT06:1690313","100"
"729906","ESPORTSTMNT02:2784797","100"
"279187","ESPORTSTMNT03:2563081","200"
"583395","ESPORTSTMNT03:3115232","100"
"631680","ESPORTSTMNT06:2541854","200"
"178617","ESPORTSTMNT03:2633755","100"
"506740","ESPORTSTMNT01:3398677","200"
"318940","ESPORTSTMNT05:3090770","200"
"596348","ESPORTSTMNT03:3191284","200"
"470583","ESPORTSTMNT02:2883247","100"
"342140","ESPORTSTMNT06:2816545","100"
"283193","ESPORTSTMNT01:3393858","100"
"246236","ESPORTSTMNT03:1753050","200"
"939457","ESPORTSTMNT05:3090405","200"
"186424","ESPORTSTMNT05:2531049","100"
"308552","ESPORTSTMNT02:1101565","200"
"525525","ESPORTSTMNT01:3322864","100"
"482055","ESPORTSTMNT01:2984976","200"
"337776","ESPORTSTMNT04:2669241","100"
"188263","ESPORTSTMNT03:2566789","100"
"57072","ESPORTSTMNT02:1960007","200"
"611639","ESPORTSTMNT01:1895857","100"
"443338","ESPORTSTMNT01:3325749","100"
"269869","ESPORTSTMNT02:2075219","200"
"792060","ESPORTSTMNT01:3305355","100"
"213970","ESPORTSTMNT03:2052057","100"
"259058","ESPORTSTMNT05:1430696","200"
"837504","ESPORTSTMNT02:2881926","200"
"209051","ESPORTSTMNT03:1991949","100"
"212728","ESPORTSTMNT01:2906314","200"
"408115","ESPORTSTMNT05:2952730","100"
"616851","ESPORTSTMNT03:3120997","200"
"146601","ESPORTSTMNT02:2070536","100"
"235004","ESPORTSTMNT03:3187278","100"
"260724","ESPORTSTMNT03:3192826","200"
"397563","ESPORTSTMNT01:3094578","100"
"417394","ESPORTSTMNT01:2135241","100"
"392661","ESPORTSTMNT01:3081855","200"
"389129","ESPORTSTMNT05:1831362","100"
"481633","ESPORTSTMNT03:1121320","200"
"291808","ESPORTSTMNT01:1325596","100"
"241455","ESPORTSTMNT02:1385351","100"
"126306","ESPORTSTMNT06:2775487","100"
"466252","ESPORTSTMNT06:2500103","200"
"872064","ESPORTSTMNT01:2915196","200"
"418293","ESPORTSTMNT02:2671483","200"
"460106","ESPORTSTMNT03:2713476","200"
"311666","ESPORTSTMNT03:3100324","200"
"385253","ESPORTSTMNT02:3189757","200"
"146854","ESPORTSTMNT06:1180325","200"
"173303","ESPORTSTMNT03:2093936","100"
"1690489","ESPORTSTMNT01:1891749","100"
"249034","ESPORTSTMNT04:2668048","200"
"205221","ESPORTSTMNT03:2564365","100"
"395721","ESPORTSTMNT05:3241498","200"
"291524","ESPORTSTMNT03:1116764","100"
"303478","LPL_B:328329","200"
"190477","ESPORTSTMNT06:1881199","100"
"784977","ESPORTSTMNT04:2683130","100"
"731999","ESPORTSTMNT04:1810588","100"
"280058","ESPORTSTMNT03:1996422","200"
"198783","ESPORTSTMNT05:2760550","100"
"276331","ESPORTSTMNT03:3091504","100"
"332440","ESPORTSTMNT04:2685917","200"
"489414","ESPORTSTMNT06:2542219","200"
"520918","ESPORTSTMNT02:1081481","100"
"190449","ESPORTSTMNT01:1432496","100"
"562486","ESPORTSTMNT01:3313274","100"
"472180","ESPORTSTMNT03:1551915","100"
"585696","ESPORTSTMNT04:1490882","100"
"218539","ESPORTSTMNT05:1210376","100"
"531914","ESPORTSTMNT06:1860822","200"
"342885","ESPORTSTMNT03:2568906","200"
"463915","ESPORTSTMNT03:2544441","200"
"228235","ESPORTSTMNT05:1440595","200"
"436764","ESPORTSTMNT03:2713474","100"
"191138","ESPORTSTMNT02:1736216","200"
"389611","ESPORTSTMNT03:1990261","200"
"208761","ESPORTSTMNT02:1294655","200"
"377152","ESPORTSTMNT01:1131416","200"
"397139","ESPORTSTMNT02:2788841","200"
"173437","ESPORTSTMNT01:2146057","200"
"540760","ESPORTSTMNT01:3302882","100"
"420061","ESPORTSTMNT03:3100400","200"
"378390","ESPORTSTMNT02:1640904","200"
"335165","ESPORTSTMNT05:2990301","200"
"267994","ESPORTSTMNT02:3216786","100"
"298837","ESPORTSTMNT06:2290562","100"
"231909","ESPORTSTMNT05:3222338","200"
"272360","ESPORTSTMNT01:3384163","100"
"488598","ESPORTSTMNT01:3391381","100"
"239881","ESPORTSTMNT04:1970668","100"
"449313","ESPORTSTMNT01:2030256","100"
"611024","ESPORTSTMNT01:2148792","100"
"274981","ESPORTSTMNT02:3158520","200"
"921040","ESPORTSTMNT06:2774402","100"
"1497522","ESPORTSTMNT01:3383089","100"
"161466","LPL_A:343586","100"
"929444","ESPORTSTMNT06:2500263","200"
"349203","ESPORTSTMNT03:2055285","200"
"439652","ESPORTSTMNT03:1552301","200"
"640198","ESPORTSTMNT06:2211046","100"
"600741","ESPORTSTMNT03:3131795","200"
"337163","ESPORTSTMNT02:1733048","200"
"506259","ESPORTSTMNT06:2470618","100"
"739310","ESPORTSTMNT03:3087845","200"
"989014","ESPORTSTMNT04:2690094","100"
"190756","ESPORTSTMNT03:3191547","200"
"508891","ESPORTSTMNT02:3230531","200"
"525955","ESPORTSTMNT01:1304768","100"
"1048059","ESPORTSTMNT04:1960793","100"
"217926","ESPORTSTMNT01:3325832","100"
"561906","ESPORTSTMNT02:1650105","100"
"240923","ESPORTSTMNT03:2657886","200"
"156598","ESPORTSTMNT03:2894973","200"
"245576","ESPORTSTMNT05:1430458","100"
"236990","ESPORTSTMNT01:1691436","200"
"326249","ESPORTSTMNT03:1115246","100"
"207179","ESPORTSTMNT06:1062051","200"
"508226","ESPORTSTMNT01:3091141","200"
"369578","ESPORTSTMNT05:1440463","100"
"333599","ESPORTSTMNT03:2568472","200"
"240777","ESPORTSTMNT01:2146850","100"
"48730","ESPORTSTMNT02:2065377","200"
"526562","ESPORTSTMNT03:3134246","200"
"589555","ESPORTSTMNT06:1830936","100"
"1328470","ESPORTSTMNT06:1320660","100"
"207840","LPL_A:332042","200"
"378130","ESPORTSTMNT01:2905983","100"
"515447","ESPORTSTMNT02:1686783","200"
"227890","ESPORTSTMNT04:1970517","100"
"290101","ESPORTSTMNT03:2569614","100"
"569269","ESPORTSTMNT01:2240594","200"
"244978","ESPORTSTMNT01:3413644","100"
"236044","ESPORTSTMNT04:2688344","100"
"167992","ESPORTSTMNT01:3307398","100"
"262595","ESPORTSTMNT04:2431101","200"
"162786","ESPORTSTMNT02:2662032","100"
"518137","ESPORTSTMNT02:1086922","200"
"595564","ESPORTSTMNT01:2966051","100"
"514927","ESPORTSTMNT06:2775290","100"
"782873","ESPORTSTMNT03:2783554","200"
"178393","ESPORTSTMNT05:3222690","100"
"551875","ESPORTSTMNT01:2707441","100"
"638225","ESPORTSTMNT03:2567542","200"
"633809","ESPORTSTMNT03:1413711","200"
"241289","ESPORTSTMNT06:2510038","100"
"330811","ESPORTSTMNT03:3175314","200"
"95439","ESPORTSTMNT01:1886548","100"
"281125","ESPORTSTMNT06:2822326","100"
"167843","ESPORTSTMNT06:1881349","100"
"174583","ESPORTSTMNT03:2636016","100"
"424822","ESPORTSTMNT01:3085559","200"
"493614","ESPORTSTMNT03:2798889","100"
"1076356","ESPORTSTMNT02:1091018","200"
"688654","ESPORTSTMNT02:1685939","200"
"827280","ESPORTSTMNT03:1533024","100"
"391792","ESPORTSTMNT03:2075089","100"
"571761","ESPORTSTMNT01:1414788","100"
"787292","ESPORTSTMNT06:2775305","200"
"121950","ESPORTSTMNT03:1401415","100"
"699740","ESPORTSTMNT04:1800718","100"
"209475","ESPORTSTMNT01:3327897","100"
"244103","ESPORTSTMNT03:2548463","200"
"506654","ESPORTSTMNT04:2210129","100"
"195074","ESPORTSTMNT02:2067194","100"
"455749","ESPORTSTMNT05:2990149","200"
"214950","ESPORTSTMNT05:1820140","100"
"600639","ESPORTSTMNT03:2637829","200"
"254678","ESPORTSTMNT01:3314306","200"
"494281","ESPORTSTMNT01:1883878","100"
"410956","ESPORTSTMNT03:2714426","200"
"240681","ESPORTSTMNT03:3190996","100"
"512725","ESPORTSTMNT03:3179249","200"
"687095","ESPORTSTMNT06:2775792","100"
"513165","ESPORTSTMNT06:2776017","200"
"393989","ESPORTSTMNT03:1442070","200"
"260853","ESPORTSTMNT06:2817942","200"
"534419","ESPORTSTMNT02:3171931","100"
"514538","ESPORTSTMNT03:3089153","100"
"439186","ESPORTSTMNT01:2690370","200"
"205112","ESPORTSTMNT01:2906080","100"
"489943","ESPORTSTMNT02:3232282","200"
"465635","ESPORTSTMNT06:1570285","200"
"214231","ESPORTSTMNT02:2774820","100"
"476701","ESPORTSTMNT06:1200043","100"
"214024","ESPORTSTMNT01:1690549","200"
"749335","ESPORTSTMNT04:2210296","200"
"194641","ESPORTSTMNT05:1860740","200"
"254541","ESPORTSTMNT03:2566467","200"
"278561","ESPORTSTMNT01:3378654","200"
"247278","ESPORTSTMNT05:3239462","100"
"271329","ESPORTSTMNT01:1425144","100"
"248325","ESPORTSTMNT02:2573879","100"
"699637","ESPORTSTMNT02:2672744","100"
"131463","ESPORTSTMNT02:2575959","200"
"189928","ESPORTSTMNT03:3089609","200"
"721235","ESPORTSTMNT03:1532272","200"
"208210","ESPORTSTMNT03:3193617","100"
"392174","ESPORTSTMNT01:2134685","200"
"525221","ESPORTSTMNT01:3329463","100"
"879093","ESPORTSTMNT01:1721420","100"
"200291","ESPORTSTMNT01:2783353","100"
"166650","ESPORTSTMNT02:3161630","100"
"238310","ESPORTSTMNT04:2210228","100"
"457897","ESPORTSTMNT02:3142422","200"
"313807","ESPORTSTMNT01:3294331","100"
"777931","ESPORTSTMNT02:2574934","100"
"860299","ESPORTSTMNT03:2882328","200"
"371344","ESPORTSTMNT06:2540244","100"
"41017","ESPORTSTMNT06:2822395","100"
"562890","ESPORTSTMNT03:3165467","200"
"400143","ESPORTSTMNT02:1094410","200"
"741766","ESPORTSTMNT06:2823476","200"
"332896","ESPORTSTMNT03:1443471","200"
"264330","ESPORTSTMNT01:2780956","100"
"236243","ESPORTSTMNT04:2451334","100"
"82131","ESPORTSTMNT03:2636949","100"
"236152","ESPORTSTMNT05:3239482","200"
"177830","ESPORTSTMNT03:3117421","200"
"433136","ESPORTSTMNT02:3158194","100"
"132323","ESPORTSTMNT01:2914376","200"
"368615","ESPORTSTMNT02:2077730","200"
"185149","ESPORTSTMNT01:3301438","200"
"508718","ESPORTSTMNT01:3387022","200"
"279359","ESPORTSTMNT04:990638","100"
"479559","ESPORTSTMNT06:1880750","100"
"523722","ESPORTSTMNT02:2672727","100"
"1260344","ESPORTSTMNT02:1682530","200"
"464284","ESPORTSTMNT01:3325730","200"
"340898","ESPORTSTMNT01:3369408","200"
"206968","ESPORTSTMNT03:2103933","100"
"446682","ESPORTSTMNT01:2810133","200"
"756629","ESPORTSTMNT06:2819359","100"
"214824","ESPORTSTMNT05:2520442","100"
"220675","ESPORTSTMNT03:3178172","100"
"209730","ESPORTSTMNT03:2634514","100"
"580975","ESPORTSTMNT01:2200212","200"
"385212","ESPORTSTMNT01:2694428","100"
"151477","ESPORTSTMNT02:1684500","100"
"624195","ESPORTSTMNT03:2920552","100"
"194320","ESPORTSTMNT02:2972535","200"
"580355","ESPORTSTMNT03:3176526","200"
"177680","ESPORTSTMNT05:2941963","100"
"233718","ESPORTSTMNT01:2735305","200"
"1047910","ESPORTSTMNT01:3405817","200"
"924955","ESPORTSTMNT02:2663610","100"
"836701","ESPORTSTMNT01:3321663","100"
"711063","ESPORTSTMNT02:1386339","100"
"231403","ESPORTSTMNT01:1155844","200"
"766320","ESPORTSTMNT06:1880288","200"
"931223","ESPORTSTMNT01:1325157","200"
"446768","ESPORTSTMNT02:3210497","100"
"197901","ESPORTSTMNT05:2980404","200"
"187257","ESPORTSTMNT05:3090870","200"
"294114","ESPORTSTMNT04:2694139","200"
"378927","ESPORTSTMNT03:2004823","100"
"195012","ESPORTSTMNT05:2070695","100"
"752177","ESPORTSTMNT05:2560125","200"
"533578","ESPORTSTMNT03:2890552","100"
"245974","ESPORTSTMNT03:3196938","100"
"113679","ESPORTSTMNT01:2810436","300"
"256238","ESPORTSTMNT01:3412577","100"
"305235","ESPORTSTMNT02:1081829","200"
"304997","ESPORTSTMNT01:2137473","200"
"156724","ESPORTSTMNT01:2592513","100"
"521808","ESPORTSTMNT02:2830653","200"
"179166","ESPORTSTMNT01:1882249","100"
"350778","ESPORTSTMNT01:2732743","200"
"228356","ESPORTSTMNT03:1682269","100"
"192645","ESPORTSTMNT01:2744612","200"
"221855","ESPORTSTMNT01:1682837","100"
"370410","ESPORTSTMNT02:3053204","200"
"332292","ESPORTSTMNT03:1127471","100"
"665997","ESPORTSTMNT03:1131611","200"
"630199","ESPORTSTMNT05:2760389","100"
"267262","ESPORTSTMNT02:2960868","200"
"659754","ESPORTSTMNT03:3090807","200"
"169250","ESPORTSTMNT05:2531026","200"
"251312","ESPORTSTMNT03:3123536","100"
"211430","ESPORTSTMNT04:2430316","200"
"569315","ESPORTSTMNT01:1893482","100"
"556665","ESPORTSTMNT02:2789864","200"
"367068","ESPORTSTMNT04:2431316","100"
"690892","ESPORTSTMNT02:3219125","200"
"785789","ESPORTSTMNT03:3089128","100"
