"eventtime","platformgameid"
"2022-02-17T05:05:42.348Z","ESPORTSTMNT03:2545393"
"2021-02-07T00:19:09.632Z","ESPORTSTMNT02:1686370"
"2022-07-08T13:19:53.498Z","ESPORTSTMNT04:2411388"
"2021-09-03T19:44:44.924Z","ESPORTSTMNT01:2250474"
"2022-06-26T14:49:44.818Z","ESPORTSTMNT06:2460682"
"2021-03-30T20:05:48.195Z","ESPORTSTMNT06:1680372"
"2022-02-19T15:59:08.095Z","ESPORTSTMNT03:2546990"
"2023-03-12T00:50:21.729Z","ESPORTSTMNT06:2773488"
"2021-02-05T11:36:16.384Z","ESPORTSTMNT05:1831456"
"2019-07-13T06:15:13.468Z","ESPORTSTMNT03:1114417"
"2023-01-26T08:06:31.882Z","ESPORTSTMNT03:3089607"
"2023-06-17T21:11:45.451Z","ESPORTSTMNT01:3380108"
"2021-07-04T11:59:32.090Z","ESPORTSTMNT04:1800416"
"2023-07-31T23:46:51.577Z","ESPORTSTMNT01:3406515"
"2021-06-13T16:12:52.002Z","ESPORTSTMNT02:1938031"
"2022-06-04T03:34:08.026Z","ESPORTSTMNT01:2916297"
"2021-07-16T13:16:10.070Z","ESPORTSTMNT01:2139240"
"2020-08-23T14:55:48.795Z","ESPORTSTMNT06:1320512"
"2023-01-26T16:01:36.139Z","ESPORTSTMNT03:3090607"
"2021-03-09T12:40:53.610Z","ESPORTSTMNT01:1895749"
"2021-07-30T12:23:40.252Z","ESPORTSTMNT02:2067417"
"2022-03-21T10:56:19.013Z","ESPORTSTMNT02:2673017"
"2022-05-20T13:19:12.205Z","ESPORTSTMNT03:2714207"
"2023-02-26T19:39:42.400Z","ESPORTSTMNT02:3168031"
"2023-03-21T19:51:01.035Z","ESPORTSTMNT03:3130946"
"2023-03-19T19:11:07.641Z","ESPORTSTMNT06:2774934"
"2022-02-02T16:56:26.487Z","ESPORTSTMNT05:2520587"
"2021-10-12T15:44:13.849Z","ESPORTSTMNT04:1960844"
"2022-07-13T20:38:28.877Z","ESPORTSTMNT02:2882306"
"2023-06-13T16:07:54.621Z","ESPORTSTMNT04:2684109"
"2023-06-07T17:06:04.588Z","ESPORTSTMNT03:3166758"
"2023-02-22T20:59:20.570Z","ESPORTSTMNT05:3218336"
"2022-01-27T17:06:25.874Z","ESPORTSTMNT05:2520211"
"2021-09-06T18:41:30.225Z","ESPORTSTMNT04:1880314"
"2021-03-09T22:38:35.769Z","ESPORTSTMNT01:1895995"
"2021-04-16T15:27:19.657Z","ESPORTSTMNT04:1660254"
"2023-06-18T23:02:35.200Z","ESPORTSTMNT01:3381584"
"2020-02-14T07:34:18.195Z","ESPORTSTMNT02:1280891"
"2023-02-12T22:03:34.299Z","ESPORTSTMNT01:3312378"
"2022-08-06T14:57:10.301Z","ESPORTSTMNT04:2450215"
"2022-03-12T08:08:39.748Z","ESPORTSTMNT04:2210408"
"2023-03-25T16:28:03.819Z","ESPORTSTMNT01:3330970"
"2023-06-06T16:01:00.218Z","ESPORTSTMNT06:2817751"
"2022-08-06T18:15:08.523Z","ESPORTSTMNT04:2450295"
"2021-07-05T19:22:39.674Z","ESPORTSTMNT01:2144982"
"2022-02-18T23:56:55.497Z","ESPORTSTMNT03:2566390"
"2023-03-02T18:16:15.365Z","ESPORTSTMNT02:3170359"
"2022-07-04T20:02:15.952Z","ESPORTSTMNT01:2964973"
"2021-10-22T14:12:28.061Z","ESPORTSTMNT04:1971236"
"2023-08-04T17:05:25.204Z","ESPORTSTMNT04:2689784"
"2023-03-18T21:59:08.687Z","ESPORTSTMNT01:3327159"
"2021-02-19T09:05:51.869Z","ESPORTSTMNT03:1764121"
"2019-07-11T08:56:18.714Z","ESPORTSTMNT03:1123484"
"2023-06-30T18:50:10.707Z","ESPORTSTMNT01:3394190"
"2022-03-10T19:10:01.562Z","ESPORTSTMNT01:2773240"
"2020-06-26T18:03:27.656Z","ESPORTSTMNT05:1510551"
"2022-07-05T22:15:42.789Z","ESPORTSTMNT01:2982848"
"2023-07-14T19:14:33.649Z","ESPORTSTMNT06:2820886"
"2020-10-17T12:10:45.366Z","ESPORTSTMNT03:1552434"
"2019-06-29T23:08:41.743Z","ESPORTSTMNT02:1095109"
"2023-06-24T22:57:16.699Z","ESPORTSTMNT02:3210339"
"2022-08-05T17:00:48.104Z","ESPORTSTMNT04:2450129"
"2023-01-21T19:56:14.287Z","ESPORTSTMNT03:3087549"
"2023-07-01T12:14:58.921Z","ESPORTSTMNT02:3218051"
"2023-06-01T23:38:16.523Z","ESPORTSTMNT03:3160836"
"2021-07-08T17:50:14.638Z","ESPORTSTMNT04:1810756"
"2021-07-04T11:55:21.156Z","ESPORTSTMNT03:1997578"
"2020-03-29T00:16:53.823Z","ESPORTSTMNT02:1331470"
"2023-04-23T11:12:02.274Z","ESPORTSTMNT02:3191919"
"2020-08-21T21:08:54.753Z","ESPORTSTMNT03:1441902"
"2023-02-14T01:05:06.239Z","ESPORTSTMNT01:3314645"
"2022-01-21T02:02:09.536Z","ESPORTSTMNT01:2694921"
"2023-02-12T22:54:51.283Z","ESPORTSTMNT01:3314314"
"2022-06-17T06:10:56.161Z","ESPORTSTMNT02:2830458"
"2022-06-20T19:19:50.355Z","ESPORTSTMNT03:2782866"
"2023-02-23T19:03:38.524Z","ESPORTSTMNT02:3162514"
"2023-07-08T09:11:17.040Z","ESPORTSTMNT02:3218931"
"2022-02-14T20:53:26.339Z","ESPORTSTMNT03:2563556"
"2020-07-11T01:40:52.466Z","ESPORTSTMNT03:1404322"
"2022-07-03T18:16:58.234Z","ESPORTSTMNT04:2430692"
"2023-07-09T12:21:49.407Z","ESPORTSTMNT03:3182129"
"2023-05-31T17:01:34.001Z","ESPORTSTMNT06:2817475"
"2023-02-02T18:11:48.471Z","ESPORTSTMNT02:3144385"
"2023-02-06T22:52:41.872Z","ESPORTSTMNT01:3303362"
"2022-02-10T18:03:36.269Z","ESPORTSTMNT05:2521023"
"2023-06-14T16:10:00.394Z","ESPORTSTMNT04:2684187"
"2023-07-01T07:52:23.047Z","ESPORTSTMNT02:3216537"
"2022-02-03T01:32:00.675Z","ESPORTSTMNT02:2574521"
"2021-08-08T08:56:56.022Z","ESPORTSTMNT03:2055125"
"2021-08-12T23:10:09.671Z","ESPORTSTMNT03:2101834"
"2021-02-28T14:22:24.330Z","ESPORTSTMNT01:1880949"
"2021-06-06T17:58:19.597Z","ESPORTSTMNT02:1924080"
"2021-03-24T17:23:54.354Z","ESPORTSTMNT02:1736089"
"2022-06-20T18:57:55.579Z","ESPORTSTMNT06:2470323"
"2023-03-25T17:15:59.410Z","ESPORTSTMNT06:2777049"
"2021-08-07T19:14:35.930Z","ESPORTSTMNT03:2075100"
"2020-07-15T12:09:07.015Z","ESPORTSTMNT03:1405504"
"2022-07-16T11:08:53.928Z","ESPORTSTMNT05:2942496"
"2023-07-04T13:19:33.809Z","LPL_B:327956"
"2020-12-18T07:50:23.280Z","ESPORTSTMNT03:1641027"
"2022-07-05T10:08:16.831Z","ESPORTSTMNT04:2410920"
"2022-07-10T09:09:17.199Z","ESPORTSTMNT04:2411521"
"2022-09-01T11:05:44.357Z","ESPORTSTMNT01:3096746"
"2022-05-01T06:41:36.411Z","ESPORTSTMNT05:2670326"
"2023-07-30T19:09:07.878Z","ESPORTSTMNT03:3198298"
"2021-06-15T18:57:08.174Z","ESPORTSTMNT03:1961570"
"2022-05-28T07:06:40.899Z","ESPORTSTMNT04:2300252"
"2022-08-09T10:34:57.081Z","ESPORTSTMNT04:2450607"
"2022-06-02T16:03:31.504Z","ESPORTSTMNT01:2906040"
"2021-08-28T15:12:57.148Z","ESPORTSTMNT06:1881407"
"2021-07-08T11:47:32.634Z","ESPORTSTMNT01:2136300"
"2023-02-07T00:49:22.554Z","ESPORTSTMNT01:3303404"
"2019-06-21T17:14:38.337Z","ESPORTSTMNT05:1180275"
"2021-07-22T21:01:59.894Z","ESPORTSTMNT02:2075411"
"2023-03-12T20:56:31.999Z","ESPORTSTMNT01:3323419"
"2020-07-30T22:15:53.122Z","ESPORTSTMNT02:1401270"
"2023-07-05T16:08:52.845Z","ESPORTSTMNT03:3174593"
"2023-02-07T18:05:17.428Z","ESPORTSTMNT01:3303646"
"2022-02-06T18:04:16.732Z","ESPORTSTMNT02:2556308"
"2021-06-22T08:03:32.887Z","ESPORTSTMNT03:2002899"
"2023-08-05T22:08:36.060Z","ESPORTSTMNT01:3409908"
"2021-03-14T08:19:29.778Z","ESPORTSTMNT02:1722015"
"2023-01-20T21:05:04.704Z","ESPORTSTMNT03:3088407"
"2023-02-22T21:46:01.325Z","ESPORTSTMNT02:3162005"
"2021-08-22T15:12:37.492Z","ESPORTSTMNT03:2094001"
"2019-07-10T09:58:10.184Z","ESPORTSTMNT03:1113188"
"2022-06-29T19:03:07.184Z","ESPORTSTMNT06:2510048"
"2023-02-01T22:14:28.423Z","ESPORTSTMNT03:3098090"
"2021-08-05T09:03:40.364Z","ESPORTSTMNT03:2073826"
"2022-02-19T02:05:22.369Z","ESPORTSTMNT03:2566452"
"2022-06-14T08:01:59.591Z","ESPORTSTMNT02:2789933"
"2022-04-10T11:16:29.917Z","ESPORTSTMNT03:2657181"
"2021-02-22T02:01:17.904Z","ESPORTSTMNT03:1755573"
"2023-06-10T08:06:41.963Z","LPL_A:331894"
"2020-09-06T00:03:32.451Z","ESPORTSTMNT03:1433700"
"2023-07-24T13:47:03.524Z","ESPORTSTMNT03:3197350"
"2022-03-06T01:29:22.407Z","ESPORTSTMNT01:2780840"
"2022-01-17T11:17:55.109Z","ESPORTSTMNT01:2692722"
"2023-07-14T18:47:07.059Z","ESPORTSTMNT06:2818879"
"2022-09-03T10:18:51.009Z","ESPORTSTMNT01:3096881"
"2022-02-23T01:59:28.979Z","ESPORTSTMNT03:2568657"
"2023-08-01T18:26:20.577Z","ESPORTSTMNT01:3405817"
"2021-01-16T11:45:19.310Z","ESPORTSTMNT01:1691433"
"2022-06-23T03:09:25.114Z","ESPORTSTMNT03:2794610"
"2022-05-25T00:06:05.076Z","ESPORTSTMNT01:2903264"
"2022-07-31T23:30:53.319Z","ESPORTSTMNT03:2885434"
"2021-06-15T09:25:09.909Z","ESPORTSTMNT02:1938621"
"2022-06-21T02:09:04.152Z","ESPORTSTMNT03:2793041"
"2022-02-11T22:15:57.971Z","ESPORTSTMNT02:2558570"
"2022-07-31T12:57:40.980Z","ESPORTSTMNT06:2541643"
"2023-06-29T09:23:45.038Z","LPL_B:326429"
"2022-01-26T19:01:52.619Z","ESPORTSTMNT01:2697480"
"2023-02-03T17:58:00.834Z","ESPORTSTMNT02:3143477"
"2021-03-21T20:26:44.742Z","ESPORTSTMNT02:1725495"
"2022-07-27T15:56:43.407Z","ESPORTSTMNT03:2893341"
"2021-06-07T17:12:01.976Z","ESPORTSTMNT02:1934634"
"2023-06-30T11:38:28.919Z","ESPORTSTMNT02:3213817"
"2022-03-22T00:45:29.471Z","ESPORTSTMNT02:2673191"
"2021-01-31T09:09:39.490Z","ESPORTSTMNT05:1830686"
"2022-06-16T02:17:57.504Z","ESPORTSTMNT02:2820650"
"2023-06-29T16:03:43.143Z","ESPORTSTMNT04:2686368"
"2023-02-24T22:07:25.877Z","ESPORTSTMNT02:3164252"
"2021-05-14T17:52:09.213Z","ESPORTSTMNT06:1720699"
"2020-07-25T18:23:57.797Z","ESPORTSTMNT01:1434977"
"2023-02-10T19:58:53.673Z","ESPORTSTMNT04:2664750"
"2022-07-23T19:18:08.024Z","ESPORTSTMNT06:2530452"
"2022-04-01T10:58:14.111Z","ESPORTSTMNT03:2635454"
"2023-03-03T23:58:17.675Z","ESPORTSTMNT02:3169648"
"2019-06-29T09:19:22.705Z","ESPORTSTMNT05:1200114"
"2023-05-21T11:15:47.864Z","ESPORTSTMNT04:2677225"
"2022-06-25T19:58:13.720Z","ESPORTSTMNT06:2460638"
"2021-07-12T18:08:42.569Z","ESPORTSTMNT02:2070522"
"2023-08-06T18:56:49.236Z","ESPORTSTMNT04:2691905"
"2021-03-25T19:39:25.363Z","ESPORTSTMNT02:1736315"
"2022-08-25T17:54:05.767Z","ESPORTSTMNT05:3090397"
"2022-06-01T03:29:20.824Z","ESPORTSTMNT01:2905644"
"2022-02-05T19:55:11.989Z","ESPORTSTMNT02:2575943"
"2022-01-21T17:52:51.429Z","ESPORTSTMNT01:2705072"
"2022-06-23T15:03:48.334Z","ESPORTSTMNT06:2460417"
"2022-03-02T03:05:30.257Z","ESPORTSTMNT01:2744040"
"2022-05-21T08:03:53.324Z","ESPORTSTMNT06:2340627"
"2022-02-03T14:08:10.980Z","ESPORTSTMNT05:2530669"
"2022-06-07T20:11:21.666Z","ESPORTSTMNT02:2775711"
"2023-06-23T05:07:28.203Z","ESPORTSTMNT01:3387318"
"2023-06-26T23:05:16.322Z","ESPORTSTMNT02:3211720"
"2020-06-20T01:58:41.237Z","ESPORTSTMNT02:1391729"
"2021-02-20T19:02:46.644Z","ESPORTSTMNT03:1754970"
"2023-03-31T12:27:58.379Z","ESPORTSTMNT01:3338507"
"2023-04-12T18:39:16.606Z","ESPORTSTMNT05:3223030"
"2021-01-24T18:57:49.508Z","ESPORTSTMNT03:1683969"
"2022-07-24T11:07:22.596Z","ESPORTSTMNT06:2530550"
"2023-02-03T18:04:38.064Z","ESPORTSTMNT03:3099692"
"2021-07-13T10:25:00.424Z","ESPORTSTMNT01:2148829"
"2021-03-28T16:15:00.008Z","ESPORTSTMNT03:1811890"
"2021-07-31T07:49:34.166Z","ESPORTSTMNT02:2067504"
"2023-07-30T10:06:11.180Z","ESPORTSTMNT03:3199250"
"2020-04-05T15:56:08.580Z","ESPORTSTMNT05:1440480"
"2022-09-08T16:43:24.245Z","ESPORTSTMNT05:3060709"
"2023-01-27T22:10:08.123Z","ESPORTSTMNT02:3139906"
"2022-02-12T14:18:56.374Z","ESPORTSTMNT03:2562127"
"2022-09-06T20:05:16.700Z","ESPORTSTMNT05:3090766"
"2023-02-14T20:23:48.979Z","ESPORTSTMNT01:3314849"
"2022-06-30T22:59:13.638Z","ESPORTSTMNT03:2799907"
"2019-05-01T12:09:47.993Z","ESPORTSTMNT01:1110187"
"2020-03-13T08:29:27.072Z","ESPORTSTMNT01:1310892"
"2021-02-09T18:01:22.862Z","ESPORTSTMNT05:1822014"
"2023-02-22T18:03:44.360Z","ESPORTSTMNT02:3158954"
"2021-08-29T21:06:23.626Z","ESPORTSTMNT03:2130462"
"2023-07-28T13:31:46.714Z","ESPORTSTMNT03:3197994"
"2021-06-15T08:05:14.486Z","ESPORTSTMNT02:1929125"
"2020-02-23T21:09:45.247Z","ESPORTSTMNT02:1284923"
"2022-02-10T18:32:43.347Z","ESPORTSTMNT02:2578308"
"2023-02-09T06:02:30.290Z","ESPORTSTMNT01:3307381"
"2022-08-08T09:04:40.065Z","ESPORTSTMNT04:2450483"
"2023-01-31T03:00:20.942Z","ESPORTSTMNT03:3096235"
"2021-12-09T13:37:38.230Z","ESPORTSTMNT01:2592499"
"2022-06-23T18:18:09.559Z","ESPORTSTMNT06:2470466"
"2023-08-16T20:14:57.391Z","ESPORTSTMNT02:3228341"
"2023-03-31T03:12:59.209Z","ESPORTSTMNT01:3337374"
"2023-06-09T05:07:05.084Z","ESPORTSTMNT03:3167990"
"2020-03-05T17:36:38.931Z","ESPORTSTMNT06:1160522"
"2022-06-16T20:56:49.036Z","ESPORTSTMNT03:2790434"
"2023-08-23T14:55Z","ESPORTSTMNT05:3239469"
"2022-02-17T16:59:14.976Z","ESPORTSTMNT03:2565333"
"2021-01-21T17:08:12.560Z","ESPORTSTMNT01:1693683"
"2022-02-02T02:05:09.854Z","ESPORTSTMNT02:2553970"
"2023-07-25T18:43:55.384Z","ESPORTSTMNT04:2689186"
"2021-08-12T18:18:41.252Z","ESPORTSTMNT06:1860884"
"2021-03-28T15:14:37.137Z","ESPORTSTMNT06:1680202"
"2019-07-20T14:30:24.438Z","ESPORTSTMNT06:1031302"
"2022-03-14T12:23:05.473Z","ESPORTSTMNT01:2810248"
"2023-06-20T17:09:30.832Z","ESPORTSTMNT01:3384405"
"2020-09-19T17:09:06.956Z","ESPORTSTMNT04:1320064"
"2023-04-22T16:26:13.556Z","ESPORTSTMNT04:2672638"
"2022-05-20T11:21:21.986Z","ESPORTSTMNT03:2714197"
"2023-02-02T21:38:03.909Z","ESPORTSTMNT02:3143464"
"2022-08-19T22:01:16.350Z","ESPORTSTMNT02:2971196"
"2022-10-23T21:12:30.021Z","ESPORTSTMNT02:3048763"
"2023-01-28T08:32:43.370Z","ESPORTSTMNT03:3093289"
"2023-07-07T16:05:49.262Z","ESPORTSTMNT03:3178383"
"2021-08-16T16:38:52.639Z","ESPORTSTMNT06:1881127"
"2022-02-17T21:16:20.863Z","ESPORTSTMNT06:2210706"
"2021-05-10T15:11:45.728Z","ESPORTSTMNT06:1720536"
"2023-07-31T22:54:28.490Z","ESPORTSTMNT01:3405562"
"2023-08-06T12:59:47.544Z","ESPORTSTMNT01:3410165"
"2023-03-21T17:10:24.393Z","ESPORTSTMNT03:3129957"
"2021-10-31T14:06:47.144Z","ESPORTSTMNT04:1961390"
"2023-02-03T17:07:36.514Z","ESPORTSTMNT06:2768790"
"2023-08-01T11:19:22.335Z","ESPORTSTMNT01:3406605"
"2021-01-24T10:05:40.585Z","ESPORTSTMNT01:1720707"
"2022-06-09T17:19:05.785Z","ESPORTSTMNT02:2787132"
"2022-07-02T13:03:01.208Z","ESPORTSTMNT04:2410370"
"2023-06-10T10:19:03.519Z","ESPORTSTMNT01:3367228"
"2023-07-06T18:06:22.966Z","ESPORTSTMNT06:2820279"
"2022-08-13T12:13:46.415Z","ESPORTSTMNT04:2451162"
"2021-07-22T16:20:53.420Z","ESPORTSTMNT02:2075210"
"2023-08-28T22:06Z","ESPORTSTMNT02:3232320"
"2022-01-17T22:55:21.851Z","ESPORTSTMNT01:2693060"
"2023-04-21T20:30:57.038Z","ESPORTSTMNT05:3222622"
"2021-06-14T16:06:02.515Z","ESPORTSTMNT03:1951008"
"2019-10-20T13:09:34.436Z","ESPORTSTMNT06:1071705"
"2022-07-01T06:08:18.006Z","ESPORTSTMNT06:2510179"
"2021-04-17T02:36:20.427Z","ESPORTSTMNT03:1816971"
"2022-02-12T11:59:48.735Z","ESPORTSTMNT03:2541958"
"2021-03-21T11:45:13.794Z","ESPORTSTMNT02:1735242"
"2022-04-17T00:15:22.338Z","ESPORTSTMNT01:2872146"
"2020-08-02T11:55:33.613Z","ESPORTSTMNT05:1540150"
"2022-03-28T23:01:27.050Z","ESPORTSTMNT03:2654227"
"2019-06-09T20:06:58.829Z","ESPORTSTMNT01:1132049"
"2023-06-24T13:19:49.812Z","LPL_A:334984"
"2022-05-30T16:10:59.211Z","ESPORTSTMNT01:2905087"
"2022-09-05T17:05:33.841Z","ESPORTSTMNT05:3090746"
"2023-07-11T18:02:03.686Z","ESPORTSTMNT03:3185130"
"2022-01-19T19:53:37.641Z","ESPORTSTMNT01:2694124"
"2023-06-08T12:57:40.512Z","ESPORTSTMNT03:3166925"
"2022-02-19T23:37:24.509Z","ESPORTSTMNT03:2547251"
"2021-09-04T10:22:08.369Z","ESPORTSTMNT01:2250494"
"2022-01-17T17:57:17.736Z","ESPORTSTMNT01:2692951"
"2021-01-30T18:00:18.217Z","ESPORTSTMNT02:1682025"
"2022-06-23T18:07:34.679Z","ESPORTSTMNT03:2795141"
"2022-04-21T18:29:15.530Z","ESPORTSTMNT04:2230244"
"2021-08-01T10:21:30.445Z","ESPORTSTMNT03:2072338"
"2021-04-23T00:56:23.819Z","ESPORTSTMNT03:1827453"
"2023-03-16T17:05:32.395Z","ESPORTSTMNT01:3324401"
"2021-04-22T14:32:40.450Z","ESPORTSTMNT04:1670379"
"2021-07-25T17:52:30.667Z","ESPORTSTMNT02:2076465"
"2023-07-20T12:08:31.883Z","ESPORTSTMNT03:3192492"
"2023-04-13T19:55:51.600Z","ESPORTSTMNT05:3220355"
"2019-09-16T06:44:12.590Z","ESPORTSTMNT03:1134395"
"2020-06-26T16:05:39.902Z","ESPORTSTMNT05:1510546"
"2022-07-30T00:42:03.671Z","ESPORTSTMNT03:2884539"
"2023-02-26T10:12:50.719Z","ESPORTSTMNT02:3163891"
"2022-03-10T20:05:01.834Z","ESPORTSTMNT04:2210330"
"2023-07-22T18:10:44.569Z","ESPORTSTMNT03:3196049"
"2021-08-01T11:42:57.313Z","ESPORTSTMNT02:2067624"
"2022-01-19T21:09:36.110Z","ESPORTSTMNT01:2694175"
"2021-07-29T19:20:32.257Z","ESPORTSTMNT06:1880148"
"2020-06-19T17:52:00.957Z","ESPORTSTMNT05:1510117"
"2020-07-25T18:50:10.251Z","ESPORTSTMNT04:1250460"
"2022-09-04T07:49:03.987Z","ESPORTSTMNT02:2974314"
"2022-04-21T19:23:39.661Z","ESPORTSTMNT04:2230245"
"2021-09-04T09:15:47.704Z","ESPORTSTMNT01:2250493"
"2023-02-23T00:47:47.640Z","ESPORTSTMNT02:3160190"
"2022-08-28T19:15:57.603Z","ESPORTSTMNT05:3060449"
"2021-04-17T19:09:17.006Z","ESPORTSTMNT04:1670294"
"2023-06-13T18:07:56.327Z","ESPORTSTMNT04:2683130"
"2019-09-15T16:02:22.505Z","ESPORTSTMNT06:1041162"
"2020-01-27T00:23:16.235Z","ESPORTSTMNT02:1270886"
"2022-03-29T01:17:06.460Z","ESPORTSTMNT03:2654267"
"2021-05-09T17:37:07.595Z","ESPORTSTMNT06:1720497"
"2022-02-12T10:09:31.297Z","ESPORTSTMNT03:2541943"
"2021-07-02T17:09:22.128Z","ESPORTSTMNT04:1800331"
"2022-07-06T20:13:09.525Z","ESPORTSTMNT04:2411147"
"2021-07-04T00:22:59.300Z","ESPORTSTMNT01:2133754"
"2023-06-29T20:19:09.778Z","ESPORTSTMNT04:2686428"
"2023-02-09T19:55:55.941Z","ESPORTSTMNT01:3307677"
"2019-07-12T20:00:34.263Z","ESPORTSTMNT06:1020659"
"2023-03-17T06:10:11.444Z","ESPORTSTMNT01:3325573"
"2020-07-08T10:11:37.428Z","ESPORTSTMNT03:1413000"
"2023-03-16T19:13:53.298Z","ESPORTSTMNT03:3130374"
"2022-06-08T01:48:00.352Z","ESPORTSTMNT02:2775890"
"2021-02-02T19:57:59.772Z","ESPORTSTMNT05:1821041"
"2021-08-05T17:42:48.020Z","ESPORTSTMNT06:1860500"
"2023-02-28T23:33:25.365Z","ESPORTSTMNT02:3168830"
"2023-06-10T20:56:37.570Z","ESPORTSTMNT01:3368425"
"2023-06-21T00:17:50.090Z","ESPORTSTMNT01:3383590"
"2022-07-11T18:04:52.182Z","ESPORTSTMNT05:2940847"
"2023-01-28T11:34:12.907Z","ESPORTSTMNT03:3093310"
"2021-09-15T15:58:54.282Z","ESPORTSTMNT04:1880447"
"2022-02-23T23:53:58.353Z","ESPORTSTMNT03:2549546"
"2022-07-13T19:58:44.154Z","ESPORTSTMNT02:2882299"
"2023-02-09T21:12:49.681Z","ESPORTSTMNT01:3306772"
"2023-08-05T15:58:45.351Z","ESPORTSTMNT01:3408818"
"2022-08-20T13:34:48.237Z","ESPORTSTMNT05:3090069"
"2021-06-22T17:09:38.788Z","ESPORTSTMNT03:2003271"
"2021-02-26T16:51:52.597Z","ESPORTSTMNT04:1520386"
"2020-12-20T17:28:18.809Z","ESPORTSTMNT03:1631486"
"2022-08-25T01:50:18.125Z","ESPORTSTMNT02:2972294"
"2023-03-19T20:06:07.331Z","ESPORTSTMNT01:3327436"
"2020-06-06T16:04:47.716Z","ESPORTSTMNT04:1220214"
"2019-06-08T09:08:03.610Z","ESPORTSTMNT01:1131604"
"2022-07-23T02:21:14.016Z","ESPORTSTMNT02:2884737"
"2023-03-11T19:23:28.330Z","ESPORTSTMNT03:3126281"
"2021-02-24T19:39:03.425Z","ESPORTSTMNT03:1766503"
"2022-08-11T00:38:24.769Z","ESPORTSTMNT01:3083229"
"2019-06-16T12:23:53.663Z","ESPORTSTMNT01:1144770"
"2019-07-13T22:48:21.007Z","ESPORTSTMNT03:1114848"
"2023-08-09T18:44:13.135Z","ESPORTSTMNT01:3412754"
"2021-07-03T16:22:59.979Z","ESPORTSTMNT01:2133546"
"2019-08-04T00:06:50.224Z","ESPORTSTMNT01:1165836"
"2021-01-21T10:01:13.932Z","ESPORTSTMNT01:1693576"
"2022-08-24T16:00:33.138Z","ESPORTSTMNT05:3090325"
"2023-04-01T01:23:52.611Z","ESPORTSTMNT04:2672468"
"2022-03-27T18:21:33.344Z","ESPORTSTMNT03:2653794"
"2022-02-08T22:07:24.596Z","ESPORTSTMNT02:2577533"
"2020-02-21T15:06:19.966Z","ESPORTSTMNT05:1410711"
"2023-01-21T00:55:11.385Z","ESPORTSTMNT03:3088456"
"2023-03-05T17:56:09.085Z","ESPORTSTMNT05:3217554"
"2022-02-01T18:13:28.759Z","ESPORTSTMNT02:2573576"
"2021-07-14T16:11:00.620Z","ESPORTSTMNT05:2070115"
"2023-04-05T17:36:46.756Z","ESPORTSTMNT05:3221122"
"2023-06-05T10:15:25.921Z","LPL_A:331354"
"2022-02-25T12:14:22.704Z","ESPORTSTMNT03:2580010"
"2019-07-26T23:43:48.215Z","ESPORTSTMNT01:1162249"
"2023-06-22T18:03:45.925Z","ESPORTSTMNT04:2683936"
"2020-08-22T12:13:27.722Z","ESPORTSTMNT06:1310393"
"2023-04-04T20:03:36.357Z","ESPORTSTMNT05:3221097"
"2021-02-11T19:15:32.334Z","ESPORTSTMNT05:1832061"
"2022-08-27T17:53:12.203Z","ESPORTSTMNT05:3060412"
"2021-07-12T16:53:26.425Z","ESPORTSTMNT01:2138334"
"2019-05-18T09:36:25.971Z","ESPORTSTMNT01:1121638"
"2023-08-03T23:42:36.727Z","ESPORTSTMNT01:3408367"
"2019-06-14T23:02:11.018Z","ESPORTSTMNT01:1144130"
"2021-03-09T17:09:10.624Z","ESPORTSTMNT01:1895789"
"2019-10-17T18:36:29.928Z","ESPORTSTMNT06:1071514"
"2023-03-23T15:53:26.390Z","ESPORTSTMNT06:2777011"
"2022-02-06T16:20:47.174Z","ESPORTSTMNT02:2556220"
"2020-08-29T21:58:09.461Z","ESPORTSTMNT03:1433008"
"2023-08-20T06:25:38.160Z","ESPORTSTMNT01:3418098"
"2021-04-14T23:03:44.216Z","ESPORTSTMNT03:1816755"
"2022-10-13T22:54:06.815Z","ESPORTSTMNT02:3057505"
"2022-03-26T08:09:17.780Z","ESPORTSTMNT02:2673855"
"2022-02-15T20:56:41.612Z","ESPORTSTMNT03:2564162"
"2023-08-17T15:48:45.505Z","ESPORTSTMNT04:2693278"
"2021-04-16T14:33:22.232Z","ESPORTSTMNT04:1660234"
"2021-06-12T11:23:01.068Z","ESPORTSTMNT02:1937455"
"2023-05-04T12:59:40.819Z","ESPORTSTMNT04:2674557"
"2023-02-22T17:23:20.514Z","ESPORTSTMNT02:3159815"
"2021-04-04T17:10:40.159Z","ESPORTSTMNT03:1824359"
"2021-03-11T21:18:14.757Z","ESPORTSTMNT01:1896608"
"2023-08-12T15:28:09.332Z","ESPORTSTMNT04:2692177"
"2023-06-29T06:03:38.067Z","ESPORTSTMNT02:3215356"
"2022-03-24T11:14:14.177Z","ESPORTSTMNT02:2673599"
"2022-02-17T18:02:48.101Z","ESPORTSTMNT03:2565402"
"2022-02-24T19:08:32.347Z","ESPORTSTMNT06:2191082"
"2019-06-02T19:04:10.303Z","ESPORTSTMNT03:1092517"
"2021-06-24T16:16:45.152Z","ESPORTSTMNT03:2004823"
"2021-09-26T00:01:31.798Z","ESPORTSTMNT02:2210079"
"2022-07-06T23:06:17.954Z","ESPORTSTMNT01:2965804"
"2023-04-12T00:17:22.280Z","ESPORTSTMNT01:3344376"
