"gametime","platformgameid","teamid","buildingtype"
"1894476","ESPORTSTMNT04:2431036","100","inhibitor"
"814542","ESPORTSTMNT01:1144905","200","turret"
"1087830","ESPORTSTMNT01:2862480","200","turret"
"717366","ESPORTSTMNT01:2983287","100","turret"
"1100736","ESPORTSTMNT01:3368099","100","turret"
"925061","ESPORTSTMNT05:2670464","100","turret"
"1144933","ESPORTSTMNT03:2072581","100","turret"
"2320894","ESPORTSTMNT04:1130196","100","inhibitor"
"1228435","ESPORTSTMNT04:2451472","200","turret"
"1994795","ESPORTSTMNT05:1520057","200","inhibitor"
"921973","ESPORTSTMNT02:3166800","200","turret"
"859639","ESPORTSTMNT03:2657718","100","turret"
"951403","ESPORTSTMNT01:3326398","200","turret"
"1575468","ESPORTSTMNT03:2569639","200","inhibitor"
"1089034","ESPORTSTMNT02:2840222","200","turret"
"1079204","ESPORTSTMNT01:3387354","100","turret"
"1213205","ESPORTSTMNT01:2135279","200","inhibitor"
"1704933","ESPORTSTMNT05:2942917","200","turret"
"837833","ESPORTSTMNT01:2701456","200","turret"
"917545","ESPORTSTMNT03:2050485","100","turret"
"1767417","ESPORTSTMNT03:1990351","200","inhibitor"
"1774135","ESPORTSTMNT01:3312009","100","inhibitor"
"997779","ESPORTSTMNT02:1394860","100","turret"
"1653149","ESPORTSTMNT04:1880351","200","inhibitor"
"898939","ESPORTSTMNT04:2683757","100","turret"
"2091879","ESPORTSTMNT02:3231156","100","inhibitor"
"909926","ESPORTSTMNT02:3220393","100","turret"
"1620452","ESPORTSTMNT01:2740642","200","turret"
"1559552","ESPORTSTMNT03:2055325","200","inhibitor"
"1500682","ESPORTSTMNT04:2674421","200","inhibitor"
"1281112","ESPORTSTMNT03:3129590","200","turret"
"1868910","ESPORTSTMNT05:3222316","200","inhibitor"
"1338040","ESPORTSTMNT02:3222449","200","inhibitor"
"870642","LPL_B:326608","200","turret"
"2326347","ESPORTSTMNT03:3191746","200","inhibitor"
"873051","ESPORTSTMNT03:2793167","200","turret"
"889482","ESPORTSTMNT06:1570908","200","turret"
"2145140","ESPORTSTMNT02:2065327","200","inhibitor"
"1855265","ESPORTSTMNT01:2694120","100","inhibitor"
"740389","ESPORTSTMNT06:2774311","200","turret"
"773793","ESPORTSTMNT01:1314115","200","turret"
"1741015","ESPORTSTMNT03:1813520","200","inhibitor"
"841378","ESPORTSTMNT01:2964822","100","turret"
"946885","ESPORTSTMNT03:3125506","200","turret"
"905234","ESPORTSTMNT02:2971778","100","turret"
"839254","ESPORTSTMNT02:3156134","100","turret"
"801370","ESPORTSTMNT06:2820214","100","turret"
"967293","ESPORTSTMNT06:2819770","200","turret"
"840797","ESPORTSTMNT01:3411107","100","turret"
"1768041","ESPORTSTMNT03:3084574","100","inhibitor"
"1271315","ESPORTSTMNT03:1763858","100","turret"
"1074055","ESPORTSTMNT04:2431635","200","turret"
"864010","ESPORTSTMNT04:1480524","200","turret"
"707545","ESPORTSTMNT01:1896198","200","turret"
"1168066","ESPORTSTMNT01:1294174","100","turret"
"921236","ESPORTSTMNT03:2796198","200","turret"
"1144342","ESPORTSTMNT03:3094552","200","turret"
"981003","ESPORTSTMNT06:2817900","100","turret"
"550322","ESPORTSTMNT01:2772058","200","turret"
"1522779","ESPORTSTMNT01:3408177","100","inhibitor"
"814029","ESPORTSTMNT06:2769369","100","turret"
"860446","ESPORTSTMNT01:2706102","200","turret"
"1277365","ESPORTSTMNT05:2760540","100","turret"
"1669866","ESPORTSTMNT05:3221095","100","inhibitor"
"1775929","ESPORTSTMNT06:1880104","200","inhibitor"
"1347423","ESPORTSTMNT06:2822451","200","inhibitor"
"2010346","ESPORTSTMNT03:2055173","200","inhibitor"
"981468","ESPORTSTMNT02:2557179","200","turret"
"1904127","ESPORTSTMNT03:3100632","100","inhibitor"
"2269712","ESPORTSTMNT04:2687160","100","inhibitor"
"948400","ESPORTSTMNT01:3302900","100","turret"
"840986","ESPORTSTMNT02:2789788","200","turret"
"684369","ESPORTSTMNT03:2568582","200","turret"
"1005252","ESPORTSTMNT06:2816545","200","turret"
"2018268","ESPORTSTMNT03:2565611","100","inhibitor"
"1096188","ESPORTSTMNT01:3404668","200","turret"
"694126","ESPORTSTMNT04:1320068","200","turret"
"906529","ESPORTSTMNT01:3379386","200","turret"
"1596567","ESPORTSTMNT01:3404678","200","inhibitor"
"1195426","ESPORTSTMNT04:2694269","200","turret"
"1888033","ESPORTSTMNT03:2886203","100","inhibitor"
"873144","ESPORTSTMNT01:2697508","100","turret"
"926402","ESPORTSTMNT02:1721696","200","turret"
"952884","ESPORTSTMNT04:2686473","200","turret"
"1157608","ESPORTSTMNT02:2810379","200","turret"
"1888459","ESPORTSTMNT06:2818767","100","inhibitor"
"2682256","ESPORTSTMNT03:1443550","200","inhibitor"
"1599136","ESPORTSTMNT03:3095231","100","inhibitor"
"727104","ESPORTSTMNT04:1190143","200","turret"
"747321","ESPORTSTMNT02:3221167","100","turret"
"1501609","ESPORTSTMNT06:2340477","100","inhibitor"
"905728","ESPORTSTMNT03:2784583","200","turret"
"1601179","ESPORTSTMNT01:3402856","200","inhibitor"
"1006859","ESPORTSTMNT06:1300810","100","turret"
"1239507","ESPORTSTMNT02:1685190","200","turret"
"596416","ESPORTSTMNT02:2913682","100","turret"
"677185","ESPORTSTMNT03:1824054","100","turret"
"2028304","ESPORTSTMNT03:3103197","100","inhibitor"
"1074745","ESPORTSTMNT02:3164938","100","turret"
"1828355","ESPORTSTMNT03:1441961","100","inhibitor"
"1647005","ESPORTSTMNT01:3381222","200","inhibitor"
"1666340","ESPORTSTMNT02:2840568","200","inhibitor"
"1086879","ESPORTSTMNT06:2774795","100","turret"
"1561662","ESPORTSTMNT05:2600088","100","inhibitor"
"1612139","ESPORTSTMNT02:1925987","200","inhibitor"
"1614147","ESPORTSTMNT02:2555559","100","turret"
"1235920","ESPORTSTMNT02:3155509","200","turret"
"911931","ESPORTSTMNT03:1763568","200","turret"
"894422","ESPORTSTMNT03:3198183","200","turret"
"1007309","ESPORTSTMNT04:2451346","200","turret"
"1451111","ESPORTSTMNT06:2823258","200","inhibitor"
"1016614","ESPORTSTMNT02:1385056","200","turret"
"2352103","ESPORTSTMNT06:2531165","200","inhibitor"
"803725","ESPORTSTMNT06:2769341","100","turret"
"2024815","ESPORTSTMNT01:3313790","100","inhibitor"
"821236","ESPORTSTMNT02:3213817","100","turret"
"1106270","ESPORTSTMNT05:3241568","200","turret"
"556293","ESPORTSTMNT05:1870358","100","turret"
"1781330","ESPORTSTMNT03:3197259","200","inhibitor"
"717535","ESPORTSTMNT06:2570569","200","turret"
"2081704","ESPORTSTMNT01:3337587","100","inhibitor"
"1039373","ESPORTSTMNT01:2693619","200","turret"
"1012205","ESPORTSTMNT03:3190687","200","turret"
"894805","ESPORTSTMNT03:1755340","100","turret"
"1735862","ESPORTSTMNT02:1687440","100","inhibitor"
"1055966","ESPORTSTMNT02:2882260","100","turret"
"1263330","ESPORTSTMNT05:1180673","200","turret"
"841494","ESPORTSTMNT01:3317857","100","turret"
"1208641","ESPORTSTMNT03:2073212","100","turret"
"1409988","ESPORTSTMNT06:1570653","100","inhibitor"
"949561","ESPORTSTMNT05:2060123","100","turret"
"627800","ESPORTSTMNT03:2092686","200","turret"
"1073421","ESPORTSTMNT02:3217185","100","turret"
"925639","ESPORTSTMNT04:2685390","100","turret"
"973409","ESPORTSTMNT03:3199427","100","turret"
"1388592","ESPORTSTMNT01:1692604","200","inhibitor"
"1134454","ESPORTSTMNT05:2600092","100","turret"
"1793712","ESPORTSTMNT03:3090828","100","inhibitor"
"1043539","ESPORTSTMNT06:2775756","100","turret"
"996561","ESPORTSTMNT01:1886063","200","turret"
"1618367","ESPORTSTMNT03:2632660","100","inhibitor"
"619915","ESPORTSTMNT06:1180414","200","turret"
"1272183","ESPORTSTMNT02:1324783","200","turret"
"677166","ESPORTSTMNT02:1682497","200","turret"
"1358231","ESPORTSTMNT02:2963775","200","inhibitor"
"724718","ESPORTSTMNT02:3165422","200","turret"
"956365","ESPORTSTMNT04:1150486","200","turret"
"942848","ESPORTSTMNT02:3221090","100","turret"
"1396820","ESPORTSTMNT02:3171697","200","inhibitor"
"898280","ESPORTSTMNT05:1860750","100","turret"
"786255","ESPORTSTMNT01:1434842","200","turret"
"1576387","ESPORTSTMNT02:3160725","100","turret"
"2172129","ESPORTSTMNT06:1510267","100","inhibitor"
"1126115","ESPORTSTMNT03:1757588","200","turret"
"1503515","ESPORTSTMNT01:1131144","200","inhibitor"
"1014832","ESPORTSTMNT02:1931445","200","turret"
"1977922","ESPORTSTMNT04:2669244","100","inhibitor"
"1094638","ESPORTSTMNT04:1480456","200","turret"
"1207409","ESPORTSTMNT01:3306793","200","turret"
"956056","ESPORTSTMNT02:1395870","200","turret"
"951154","ESPORTSTMNT03:1443702","100","turret"
"1036201","ESPORTSTMNT01:3367798","100","turret"
"1158286","ESPORTSTMNT02:3231318","100","turret"
"2291440","ESPORTSTMNT02:3154050","100","inhibitor"
"1521886","ESPORTSTMNT06:2530452","100","turret"
"1104476","ESPORTSTMNT02:3162295","100","turret"
"1706901","ESPORTSTMNT04:2686490","200","inhibitor"
"1029408","ESPORTSTMNT06:2820680","100","turret"
"633508","ESPORTSTMNT01:3339186","200","turret"
"1993218","ESPORTSTMNT03:2007244","200","inhibitor"
"1393018","ESPORTSTMNT06:1580803","200","inhibitor"
"924762","ESPORTSTMNT01:2697476","100","turret"
"948733","ESPORTSTMNT02:3188893","100","turret"
"877877","ESPORTSTMNT03:2655448","100","turret"
"768014","ESPORTSTMNT06:1840953","200","turret"
"1711025","ESPORTSTMNT01:2142404","200","inhibitor"
"1276847","ESPORTSTMNT02:2662245","200","inhibitor"
"895379","ESPORTSTMNT03:1432486","200","turret"
"2091908","ESPORTSTMNT03:2793888","100","inhibitor"
"2486749","LPL_A:331789","100","inhibitor"
"1976920","ESPORTSTMNT02:2574917","100","inhibitor"
"1771721","ESPORTSTMNT04:2451522","100","inhibitor"
"2082912","ESPORTSTMNT06:1061209","200","inhibitor"
"1860080","LPL_A:329701","100","inhibitor"
"1009203","ESPORTSTMNT01:1144875","200","turret"
"2438908","ESPORTSTMNT01:1291426","200","inhibitor"
"817829","ESPORTSTMNT06:1680142","100","turret"
"2296806","ESPORTSTMNT02:1113974","100","inhibitor"
"819833","ESPORTSTMNT03:1134392","100","turret"
"1162004","ESPORTSTMNT03:1825805","200","turret"
"1877282","ESPORTSTMNT06:2768385","200","inhibitor"
"1480196","ESPORTSTMNT04:2687321","200","inhibitor"
"941205","ESPORTSTMNT01:3309691","100","turret"
"1240349","ESPORTSTMNT02:2554493","100","turret"
"2168015","ESPORTSTMNT01:1424413","200","inhibitor"
"1519432","ESPORTSTMNT02:1086912","200","inhibitor"
"814235","ESPORTSTMNT02:3161535","200","turret"
"1806037","ESPORTSTMNT02:3232313","100","inhibitor"
"971429","ESPORTSTMNT01:3399518","200","turret"
"1532878","LPL_A:331903","100","inhibitor"
"778355","ESPORTSTMNT06:1071696","100","turret"
"2741323","ESPORTSTMNT02:2670222","100","inhibitor"
"718857","ESPORTSTMNT03:2569677","100","turret"
"1700974","ESPORTSTMNT01:3408778","200","inhibitor"
"893063","ESPORTSTMNT03:1440860","100","turret"
"1127831","ESPORTSTMNT03:1404460","200","turret"
"1818665","ESPORTSTMNT03:1404460","200","inhibitor"
"1902641","ESPORTSTMNT05:2521065","100","inhibitor"
"599517","ESPORTSTMNT06:1160499","200","turret"
"864577","ESPORTSTMNT06:2290278","100","turret"
"928415","ESPORTSTMNT01:3336261","200","turret"
"1134485","ESPORTSTMNT05:3060686","100","inhibitor"
"900685","ESPORTSTMNT06:1840629","100","turret"
"841412","ESPORTSTMNT01:1370748","100","turret"
"808791","ESPORTSTMNT03:1757911","100","turret"
"1356102","ESPORTSTMNT03:1827545","100","inhibitor"
"960832","ESPORTSTMNT01:3414727","200","turret"
"1486145","ESPORTSTMNT03:1815364","200","inhibitor"
"1038319","ESPORTSTMNT01:3314824","100","turret"
"666129","ESPORTSTMNT02:1093983","100","turret"
"713015","ESPORTSTMNT02:2553077","100","turret"
"950807","ESPORTSTMNT05:2951124","100","turret"
"1103794","ESPORTSTMNT03:2893441","200","turret"
"1904981","ESPORTSTMNT05:3241417","100","inhibitor"
"1360197","ESPORTSTMNT03:2070881","100","inhibitor"
"1045836","ESPORTSTMNT05:1430620","200","turret"
"1686660","ESPORTSTMNT01:2902790","200","inhibitor"
"1021286","ESPORTSTMNT05:1981085","200","turret"
"1591375","ESPORTSTMNT01:3341010","100","inhibitor"
"1219416","ESPORTSTMNT02:3152209","200","turret"
"1602629","ESPORTSTMNT03:3200575","200","inhibitor"
"1123769","ESPORTSTMNT01:3325554","100","turret"
"986288","ESPORTSTMNT02:2840137","200","turret"
"1681677","ESPORTSTMNT03:1341618","100","turret"
"1127024","ESPORTSTMNT01:3324649","100","turret"
"713959","ESPORTSTMNT02:3169387","200","turret"
"1090718","ESPORTSTMNT04:2090780","200","turret"
"1907276","ESPORTSTMNT02:1385882","100","turret"
"2298507","ESPORTSTMNT01:1896574","200","inhibitor"
"1047300","ESPORTSTMNT02:3221982","200","turret"
"629122","ESPORTSTMNT04:1890235","100","turret"
"1764157","ESPORTSTMNT02:3167525","200","inhibitor"
"901665","ESPORTSTMNT02:3043363","100","turret"
"815455","ESPORTSTMNT03:1751571","200","turret"
"962060","ESPORTSTMNT01:1892684","100","turret"
"676204","ESPORTSTMNT04:2450083","200","turret"
"870152","ESPORTSTMNT06:2532128","100","turret"
"1279559","ESPORTSTMNT03:1125339","100","turret"
"1430209","ESPORTSTMNT01:3309987","100","inhibitor"
"890169","ESPORTSTMNT02:2065371","100","turret"
"1855766","ESPORTSTMNT05:3090770","100","inhibitor"
"654602","ESPORTSTMNT03:1994985","200","turret"
"902647","ESPORTSTMNT06:1861232","100","turret"
"1666816","ESPORTSTMNT01:1880812","100","inhibitor"
"953862","ESPORTSTMNT03:2102412","100","turret"
"818446","ESPORTSTMNT04:2690847","200","turret"
"714598","ESPORTSTMNT04:1230420","100","turret"
"1834922","ESPORTSTMNT05:1540177","100","inhibitor"
"805831","ESPORTSTMNT03:2569652","100","turret"
"1907093","ESPORTSTMNT03:2569652","200","inhibitor"
"1328517","ESPORTSTMNT02:2973424","200","turret"
"2291077","ESPORTSTMNT03:1114404","200","inhibitor"
"818912","ESPORTSTMNT01:3094990","200","turret"
"997861","ESPORTSTMNT05:3090875","100","turret"
"909107","ESPORTSTMNT06:1880505","100","turret"
"2934557","ESPORTSTMNT04:1810265","200","inhibitor"
"820741","ESPORTSTMNT06:1200076","200","turret"
"2019785","ESPORTSTMNT03:2054515","100","inhibitor"
"1379421","ESPORTSTMNT02:3056721","100","inhibitor"
"971122","ESPORTSTMNT03:3194836","100","turret"
"912224","ESPORTSTMNT03:1753694","100","turret"
"919549","ESPORTSTMNT01:1131058","200","turret"
"1170921","ESPORTSTMNT03:1996356","200","turret"
"1447258","ESPORTSTMNT02:2661059","100","inhibitor"
"889081","ESPORTSTMNT05:1820251","100","turret"
"1372567","ESPORTSTMNT05:3239420","200","inhibitor"
"2068608","LPL_B:328724","200","inhibitor"
"1046942","ESPORTSTMNT06:1300409","200","turret"
"1697678","ESPORTSTMNT04:1660583","100","inhibitor"
"851386","ESPORTSTMNT02:2576943","200","turret"
"1483533","ESPORTSTMNT01:2983134","100","turret"
"1116796","ESPORTSTMNT01:2134712","100","turret"
"1808878","ESPORTSTMNT03:3198553","200","inhibitor"
"1431418","ESPORTSTMNT03:2921425","200","turret"
"1013123","ESPORTSTMNT01:2914427","100","turret"
"948104","LPL_B:326667","100","turret"
"712816","ESPORTSTMNT04:2210320","200","turret"
"2236176","ESPORTSTMNT03:1824900","100","inhibitor"
"2323007","ESPORTSTMNT05:2610019","100","inhibitor"
"1266692","ESPORTSTMNT01:3387074","100","inhibitor"
"2062366","ESPORTSTMNT02:3142276","100","inhibitor"
"1893872","ESPORTSTMNT02:3170359","200","inhibitor"
"924706","ESPORTSTMNT01:1154679","200","turret"
"1802468","ESPORTSTMNT01:3406823","100","inhibitor"
"1600330","ESPORTSTMNT03:2546021","200","inhibitor"
"1027114","ESPORTSTMNT04:2688417","100","turret"
"1448009","ESPORTSTMNT01:2731831","100","turret"
"2038008","ESPORTSTMNT06:1881073","100","inhibitor"
"925139","ESPORTSTMNT01:3403830","100","turret"
"1654324","ESPORTSTMNT03:3197763","200","inhibitor"
"1085668","ESPORTSTMNT01:2691557","200","turret"
"1765497","ESPORTSTMNT04:2472226","100","inhibitor"
"858603","ESPORTSTMNT02:3233124","100","turret"
"1738247","ESPORTSTMNT03:3199525","100","inhibitor"
"1040426","ESPORTSTMNT01:2734329","100","turret"
"633562","ESPORTSTMNT02:2076044","100","turret"
"1452368","ESPORTSTMNT03:3194274","200","inhibitor"
"1396630","ESPORTSTMNT01:3409853","100","inhibitor"
"2014973","ESPORTSTMNT04:2670550","200","inhibitor"
"777575","ESPORTSTMNT03:1433741","100","turret"
"1726979","ESPORTSTMNT01:3403203","200","inhibitor"
"1943797","ESPORTSTMNT02:1391984","100","inhibitor"
"1482424","ESPORTSTMNT04:1970915","200","inhibitor"
"1773479","ESPORTSTMNT04:2472256","100","inhibitor"
"1485598","ESPORTSTMNT06:2190776","100","inhibitor"
"914215","ESPORTSTMNT06:2774830","100","turret"
"906439","ESPORTSTMNT03:3191746","100","turret"
"630818","ESPORTSTMNT01:2744219","200","turret"
"1702524","ESPORTSTMNT01:2240335","100","inhibitor"
"1214222","ESPORTSTMNT02:2785160","200","turret"
"988781","ESPORTSTMNT03:3103134","200","turret"
"802802","ESPORTSTMNT01:3010068","200","turret"
"1026757","ESPORTSTMNT01:2703805","100","turret"
"2070594","LPL_B:327953","200","inhibitor"
"802078","ESPORTSTMNT02:2775891","100","turret"
"1834666","ESPORTSTMNT01:3327156","100","inhibitor"
"891543","ESPORTSTMNT03:3087632","200","turret"
"1062011","ESPORTSTMNT06:2819281","100","turret"
"950523","ESPORTSTMNT01:2139123","100","turret"
"1065736","ESPORTSTMNT04:2656211","100","inhibitor"
"1494640","ESPORTSTMNT01:2745598","100","turret"
"1923932","ESPORTSTMNT03:3114599","100","inhibitor"
"1068977","ESPORTSTMNT01:1886629","200","turret"
"799109","ESPORTSTMNT03:1962319","200","turret"
"1756328","ESPORTSTMNT02:3218244","100","inhibitor"
"808828","ESPORTSTMNT03:2541812","200","turret"
"2062519","ESPORTSTMNT01:2693557","200","inhibitor"
"858965","ESPORTSTMNT03:3178975","200","turret"
"1022252","ESPORTSTMNT03:2563670","100","turret"
"960373","ESPORTSTMNT06:2817657","100","turret"
"931524","ESPORTSTMNT03:1353414","200","turret"
"715209","ESPORTSTMNT03:2561491","200","turret"
"723304","ESPORTSTMNT05:3220198","200","turret"
"791943","ESPORTSTMNT01:3384977","200","turret"
"1141410","ESPORTSTMNT01:1424622","100","turret"
"980394","ESPORTSTMNT01:3332618","200","inhibitor"
"894944","ESPORTSTMNT06:2541224","100","turret"
"721528","ESPORTSTMNT01:2240126","200","turret"
"718514","ESPORTSTMNT05:1860782","200","turret"
"765331","ESPORTSTMNT06:1571188","200","turret"
"1867082","ESPORTSTMNT01:2593097","200","inhibitor"
"1355124","ESPORTSTMNT03:1823129","100","inhibitor"
"725610","ESPORTSTMNT03:1331501","200","turret"
"921349","ESPORTSTMNT03:3128234","100","turret"
"1543491","ESPORTSTMNT01:2250694","100","inhibitor"
"777952","ESPORTSTMNT03:1352835","200","turret"
"2150922","ESPORTSTMNT03:2052476","100","inhibitor"
"2461179","ESPORTSTMNT02:1384809","100","inhibitor"
"538545","ESPORTSTMNT01:1885505","100","turret"
"2072823","ESPORTSTMNT02:2840052","100","inhibitor"
"1706623","ESPORTSTMNT01:2772317","100","inhibitor"
"795337","ESPORTSTMNT01:3324325","200","turret"
"1071882","ESPORTSTMNT01:2145259","100","turret"
"814748","ESPORTSTMNT01:2731398","200","turret"
"1721157","ESPORTSTMNT02:2964360","100","inhibitor"
"1515472","ESPORTSTMNT05:1860815","200","turret"
"952220","ESPORTSTMNT03:2713259","200","turret"
"1770349","ESPORTSTMNT05:2750225","200","inhibitor"
"990475","ESPORTSTMNT06:1861048","100","turret"
"958314","ESPORTSTMNT04:1880277","200","turret"
"818292","ESPORTSTMNT01:1163227","200","turret"
"2221500","LPL_B:326635","100","inhibitor"
"1081299","ESPORTSTMNT03:3166491","100","turret"
"1397070","ESPORTSTMNT06:1830826","100","inhibitor"
"1951506","ESPORTSTMNT01:2701248","200","inhibitor"
"673492","ESPORTSTMNT02:2673553","200","turret"
"667607","ESPORTSTMNT01:1370327","200","turret"
"665123","ESPORTSTMNT01:2697336","200","turret"
"921352","ESPORTSTMNT01:3318058","200","turret"
"1186385","ESPORTSTMNT03:3090721","100","turret"
"895326","LPL_B:328988","100","turret"
"1069437","ESPORTSTMNT03:3185639","200","turret"
"1069227","ESPORTSTMNT03:1440871","100","turret"
"970573","ESPORTSTMNT02:2671172","100","turret"
"931793","ESPORTSTMNT02:1694276","100","turret"
"1252702","ESPORTSTMNT02:1686830","100","turret"
"1590334","ESPORTSTMNT03:2920986","200","inhibitor"
"2199227","ESPORTSTMNT04:1800725","200","inhibitor"
"1752302","ESPORTSTMNT06:1840945","200","inhibitor"
"1045422","ESPORTSTMNT02:1936302","100","turret"
"923812","ESPORTSTMNT02:3222448","100","turret"
"1018163","ESPORTSTMNT05:1981395","100","turret"
"1605096","ESPORTSTMNT02:1114466","200","inhibitor"
"2002180","ESPORTSTMNT05:3220101","200","inhibitor"
"861543","ESPORTSTMNT03:1757332","100","turret"
"1132425","ESPORTSTMNT02:3219043","100","turret"
"1039743","ESPORTSTMNT03:1127198","200","turret"
"980608","ESPORTSTMNT02:2964157","200","turret"
"2308971","ESPORTSTMNT02:1111642","200","inhibitor"
"1651687","ESPORTSTMNT06:2470101","100","inhibitor"
"2004967","ESPORTSTMNT03:2656813","100","inhibitor"
"1891475","ESPORTSTMNT03:2564616","200","inhibitor"
"1949481","ESPORTSTMNT01:3366501","200","inhibitor"
"1207907","ESPORTSTMNT02:2660621","200","turret"
"1636373","ESPORTSTMNT03:2544170","200","inhibitor"
"1174162","ESPORTSTMNT05:2990303","200","turret"
"1033871","ESPORTSTMNT01:2965122","100","turret"
"793421","ESPORTSTMNT04:2665423","200","turret"
"935674","ESPORTSTMNT05:1971201","100","turret"
"977277","ESPORTSTMNT02:2972899","100","turret"
"917920","ESPORTSTMNT03:2654056","200","turret"
"1607303","ESPORTSTMNT02:1334673","200","inhibitor"
"855858","ESPORTSTMNT01:3311155","200","turret"
"920828","ESPORTSTMNT01:3370547","100","turret"
"857213","ESPORTSTMNT04:1880450","100","turret"
"924301","ESPORTSTMNT06:2776011","200","turret"
"2041112","ESPORTSTMNT01:1891359","100","inhibitor"
"1039865","ESPORTSTMNT03:3122345","100","turret"
"2059518","ESPORTSTMNT04:2689603","200","inhibitor"
"2060434","ESPORTSTMNT03:1826284","100","inhibitor"
"1586778","ESPORTSTMNT06:1320672","200","inhibitor"
"1941545","ESPORTSTMNT01:3406264","100","inhibitor"
"1069354","ESPORTSTMNT01:3313344","200","turret"
"1455737","ESPORTSTMNT01:1120735","200","inhibitor"
"1009183","ESPORTSTMNT03:1350903","200","turret"
"1452226","ESPORTSTMNT06:1300687","100","inhibitor"
"1696521","ESPORTSTMNT02:1381589","200","inhibitor"
"1817079","ESPORTSTMNT04:1800787","200","inhibitor"
"1384357","ESPORTSTMNT01:1721862","100","turret"
"1463380","ESPORTSTMNT01:3402369","100","inhibitor"
"1394707","ESPORTSTMNT02:2071349","100","turret"
"982199","ESPORTSTMNT01:2147990","100","turret"
"2321445","ESPORTSTMNT03:3120054","200","inhibitor"
"2420496","ESPORTSTMNT01:1295402","100","inhibitor"
"1112392","ESPORTSTMNT02:1929039","200","turret"
"1181071","ESPORTSTMNT03:2793588","200","turret"
"1380551","ESPORTSTMNT05:3090342","200","turret"
"854408","ESPORTSTMNT02:3143294","200","turret"
"963815","ESPORTSTMNT02:1091814","100","turret"
"1893324","ESPORTSTMNT01:3311848","200","inhibitor"
"1736454","ESPORTSTMNT01:3386321","200","inhibitor"
"928041","ESPORTSTMNT03:3120261","200","turret"
"1757998","ESPORTSTMNT03:2006939","100","inhibitor"
"901530","ESPORTSTMNT05:3219527","100","turret"
"834560","ESPORTSTMNT03:2545897","100","turret"
"897605","ESPORTSTMNT03:3141994","200","turret"
"915849","ESPORTSTMNT03:1682456","200","turret"
"1106259","ESPORTSTMNT02:2073720","200","turret"
"737013","ESPORTSTMNT02:3191553","200","turret"
"2117640","ESPORTSTMNT02:2789975","100","inhibitor"
"1171273","ESPORTSTMNT01:3386189","100","turret"
"817958","ESPORTSTMNT01:1110323","100","turret"
"1064287","ESPORTSTMNT04:2686368","200","turret"
"2343364","LPL_A:328720","100","inhibitor"
"2768216","ESPORTSTMNT06:2818770","100","inhibitor"
"1802710","ESPORTSTMNT01:1886743","200","inhibitor"
"1478608","LPL_A:334071","100","inhibitor"
"1470869","ESPORTSTMNT06:2532050","200","turret"
"900592","ESPORTSTMNT01:1891749","200","turret"
"1932375","ESPORTSTMNT01:2146813","100","inhibitor"
"869521","ESPORTSTMNT06:1861075","100","turret"
"1652476","ESPORTSTMNT03:1827044","200","inhibitor"
"962478","ESPORTSTMNT02:2964848","200","turret"
"659212","ESPORTSTMNT05:1831344","200","turret"
"586220","ESPORTSTMNT02:1730981","100","turret"
"1046115","ESPORTSTMNT04:2240128","100","turret"
"712937","ESPORTSTMNT02:2077555","200","turret"
"1226086","ESPORTSTMNT03:1996352","100","turret"
"959229","ESPORTSTMNT06:2823469","200","turret"
"1242764","ESPORTSTMNT01:1291789","100","turret"
"895707","ESPORTSTMNT02:2789887","100","turret"
"1076176","ESPORTSTMNT03:3126478","200","turret"
"595317","ESPORTSTMNT05:2951310","200","turret"
"1703759","ESPORTSTMNT06:1170767","200","inhibitor"
"1698347","ESPORTSTMNT03:2894220","100","inhibitor"
"918066","ESPORTSTMNT02:3210497","200","turret"
"993730","ESPORTSTMNT02:2787900","200","turret"
"2481843","LPL_A:334967","200","inhibitor"
"1953257","ESPORTSTMNT01:1156097","200","inhibitor"
"651211","ESPORTSTMNT01:3376495","100","turret"
"769110","ESPORTSTMNT06:1320472","100","turret"
"1218316","ESPORTSTMNT01:3391825","200","turret"
"1171608","ESPORTSTMNT04:2676104","100","turret"
"852578","ESPORTSTMNT02:3211790","100","turret"
"865224","ESPORTSTMNT04:2110115","200","turret"
"1433812","ESPORTSTMNT06:2542315","200","inhibitor"
"752729","ESPORTSTMNT03:2630703","100","turret"
"897873","ESPORTSTMNT01:2200224","200","turret"
"1713797","ESPORTSTMNT01:1436488","200","inhibitor"
"2191091","ESPORTSTMNT04:2451137","200","inhibitor"
"726521","ESPORTSTMNT06:2541824","100","turret"
"1952326","ESPORTSTMNT02:1687169","100","inhibitor"
"676131","ESPORTSTMNT03:2563735","100","turret"
"1937534","ESPORTSTMNT02:1692004","200","inhibitor"
"897457","ESPORTSTMNT03:1822636","100","turret"
"1482593","ESPORTSTMNT05:1831833","100","inhibitor"
"747101","ESPORTSTMNT05:3090395","200","turret"
"1428086","LPL_A:329585","200","inhibitor"
"1373946","ESPORTSTMNT02:1695610","100","turret"
"1867910","ESPORTSTMNT02:1102431","200","inhibitor"
"1776417","ESPORTSTMNT04:2685970","100","inhibitor"
"777006","ESPORTSTMNT02:1695688","200","turret"
"1354565","ESPORTSTMNT02:3159311","100","turret"
"869154","ESPORTSTMNT06:2532122","200","turret"
"1655594","ESPORTSTMNT03:3120402","100","inhibitor"
"1101065","ESPORTSTMNT02:1721696","100","turret"
"710927","ESPORTSTMNT05:1200154","200","turret"
