"platformgameid","blue_kills","red_kills"
"ESPORTSTMNT01:2146819","12","18"
"ESPORTSTMNT04:2451868","1","10"
"ESPORTSTMNT03:3200613","12","30"
"ESPORTSTMNT01:2965819","23","7"
"ESPORTSTMNT02:3210544","25","25"
"ESPORTSTMNT03:2886417","12","17"
"ESPORTSTMNT06:2819130","16","2"
"ESPORTSTMNT01:3313670","17","4"
"ESPORTSTMNT03:3195593","15","29"
"ESPORTSTMNT01:3417445","11","4"
"ESPORTSTMNT01:1121475","18","10"
"ESPORTSTMNT04:2470939","6","18"
"ESPORTSTMNT03:3191547","18","6"
"ESPORTSTMNT03:2561067","7","18"
"ESPORTSTMNT03:1762181","4","18"
"ESPORTSTMNT01:2697976","22","21"
"ESPORTSTMNT06:2190291","17","17"
"ESPORTSTMNT01:3415035","13","4"
"ESPORTSTMNT05:1831485","16","3"
"ESPORTSTMNT01:1721721","7","24"
"ESPORTSTMNT04:1140095","8","20"
"ESPORTSTMNT03:2094056","5","21"
"ESPORTSTMNT03:2638018","8","20"
"ESPORTSTMNT02:2820461","14","25"
"ESPORTSTMNT03:2052784","3","17"
"ESPORTSTMNT03:3191585","18","8"
"ESPORTSTMNT01:3316205","12","26"
"ESPORTSTMNT01:3408464","17","12"
"ESPORTSTMNT04:2666078","11","5"
"ESPORTSTMNT02:3210486","32","25"
"ESPORTSTMNT02:2577874","12","5"
"ESPORTSTMNT02:1281117","10","17"
"ESPORTSTMNT01:1895935","3","21"
"ESPORTSTMNT04:1220970","12","3"
"ESPORTSTMNT06:2540411","10","17"
"ESPORTSTMNT06:1072517","10","8"
"ESPORTSTMNT03:3154856","11","16"
"ESPORTSTMNT06:2470456","24","22"
"ESPORTSTMNT01:3394829","10","20"
"ESPORTSTMNT02:2672174","12","27"
"ESPORTSTMNT04:2685266","17","15"
"ESPORTSTMNT02:1640143","19","8"
"ESPORTSTMNT01:3382498","10","22"
"ESPORTSTMNT01:2781212","22","14"
"ESPORTSTMNT06:2460358","26","15"
"ESPORTSTMNT04:2130020","10","8"
"ESPORTSTMNT02:2911501","3","15"
"ESPORTSTMNT01:3305355","11","5"
"ESPORTSTMNT03:3186977","15","6"
"ESPORTSTMNT02:3217854","6","23"
"ESPORTSTMNT02:1394402","11","2"
"ESPORTSTMNT05:1860669","8","26"
"ESPORTSTMNT02:1394837","17","4"
"ESPORTSTMNT02:3148241","13","5"
"ESPORTSTMNT03:3169305","17","8"
"ESPORTSTMNT01:2690835","19","9"
"ESPORTSTMNT06:1840149","15","1"
"ESPORTSTMNT02:2260146","7","20"
"ESPORTSTMNT01:2771362","11","19"
"ESPORTSTMNT05:3223181","11","29"
"ESPORTSTMNT04:2450203","17","7"
"ESPORTSTMNT02:1725136","6","17"
"ESPORTSTMNT05:2070442","10","21"
"ESPORTSTMNT02:3160700","10","26"
"ESPORTSTMNT03:1531493","18","17"
"ESPORTSTMNT02:1210794","0","1"
"ESPORTSTMNT06:2774953","14","4"
"ESPORTSTMNT05:3218341","15","10"
"ESPORTSTMNT02:1725404","11","27"
"ESPORTSTMNT01:3331580","5","25"
"ESPORTSTMNT05:1981107","4","13"
"ESPORTSTMNT04:2694131","26","5"
"ESPORTSTMNT02:1383977","13","3"
"ESPORTSTMNT06:1690250","15","5"
"ESPORTSTMNT02:3151543","16","26"
"ESPORTSTMNT02:2673250","7","19"
"ESPORTSTMNT02:2930083","5","20"
"ESPORTSTMNT06:2460464","8","12"
"ESPORTSTMNT01:2734273","16","22"
"ESPORTSTMNT02:3213767","4","17"
"ESPORTSTMNT03:1430736","19","14"
"ESPORTSTMNT01:2138111","12","6"
"ESPORTSTMNT02:1101589","7","13"
"ESPORTSTMNT05:1830391","8","14"
"ESPORTSTMNT02:3169507","10","18"
"ESPORTSTMNT02:2620817","12","16"
"ESPORTSTMNT05:1510106","3","19"
"ESPORTSTMNT03:2568235","5","20"
"ESPORTSTMNT02:1324783","9","5"
"ESPORTSTMNT01:3379715","21","12"
"ESPORTSTMNT05:1180578","11","16"
"ESPORTSTMNT06:2530590","3","17"
"ESPORTSTMNT03:1353560","21","4"
"ESPORTSTMNT02:3169417","12","4"
"ESPORTSTMNT05:2980896","8","24"
"ESPORTSTMNT01:3383913","6","23"
"ESPORTSTMNT01:1682972","17","11"
"ESPORTSTMNT01:2984717","17","6"
"ESPORTSTMNT04:2200403","9","20"
"ESPORTSTMNT02:2075435","8","24"
"ESPORTSTMNT02:1683144","4","15"
"ESPORTSTMNT05:2530843","6","16"
"ESPORTSTMNT03:1442181","26","14"
"ESPORTSTMNT03:3098196","4","10"
"ESPORTSTMNT02:2151748","20","8"
"ESPORTSTMNT03:3143946","19","18"
"ESPORTSTMNT02:3217327","9","21"
"ESPORTSTMNT06:1062051","8","14"
"ESPORTSTMNT04:2470430","20","3"
"ESPORTSTMNT02:2661670","14","10"
"ESPORTSTMNT05:1981037","16","17"
"ESPORTSTMNT02:2660501","12","14"
"ESPORTSTMNT03:2638150","6","15"
"ESPORTSTMNT03:2793528","7","27"
"ESPORTSTMNT06:2773753","16","5"
"ESPORTSTMNT05:3217327","3","20"
"ESPORTSTMNT03:2000392","20","4"
"ESPORTSTMNT06:2815467","0","16"
"ESPORTSTMNT06:2260423","5","24"
"ESPORTSTMNT02:1683693","6","21"
"ESPORTSTMNT02:2672265","6","18"
"ESPORTSTMNT01:1401566","21","15"
"ESPORTSTMNT01:2691081","5","20"
"ESPORTSTMNT01:2133715","18","8"
"ESPORTSTMNT02:3214449","20","21"
"ESPORTSTMNT06:1062060","18","7"
"ESPORTSTMNT03:1334301","9","15"
"ESPORTSTMNT02:2881545","25","11"
"ESPORTSTMNT03:2885425","7","6"
"ESPORTSTMNT03:1765541","22","8"
"ESPORTSTMNT03:3094238","8","14"
"ESPORTSTMNT02:2830354","23","25"
"ESPORTSTMNT02:1113579","4","11"
"ESPORTSTMNT05:2530245","8","16"
"ESPORTSTMNT01:2692054","4","11"
"ESPORTSTMNT02:3154086","4","10"
"ESPORTSTMNT05:1860348","31","14"
"ESPORTSTMNT01:3326924","17","18"
"ESPORTSTMNT02:3168446","25","18"
"ESPORTSTMNT03:3119387","6","25"
"ESPORTSTMNT01:3384719","13","3"
"ESPORTSTMNT03:2101606","6","18"
"ESPORTSTMNT03:1100980","12","15"
"ESPORTSTMNT02:2072926","5","8"
"ESPORTSTMNT03:3191192","15","26"
"ESPORTSTMNT03:2562433","17","11"
"ESPORTSTMNT06:1690246","12","14"
"ESPORTSTMNT03:1750317","18","5"
"ESPORTSTMNT03:2073893","8","14"
"ESPORTSTMNT06:1570908","0","10"
"ESPORTSTMNT02:2673021","9","4"
"ESPORTSTMNT06:1860487","8","23"
"ESPORTSTMNT03:1121998","7","14"
"ESPORTSTMNT01:3318108","6","18"
"ESPORTSTMNT03:1684192","16","24"
"ESPORTSTMNT02:1405437","37","12"
"ESPORTSTMNT03:2885695","18","10"
"ESPORTSTMNT02:1934842","22","9"
"ESPORTSTMNT02:1732273","5","26"
"ESPORTSTMNT01:3095727","7","22"
"ESPORTSTMNT03:1767419","18","5"
"ESPORTSTMNT05:2520104","26","18"
"ESPORTSTMNT04:2210138","12","9"
"ESPORTSTMNT02:2577450","20","20"
"ESPORTSTMNT03:2637013","6","18"
"ESPORTSTMNT01:2142487","0","8"
"ESPORTSTMNT01:3400717","6","16"
"ESPORTSTMNT01:1895812","8","14"
"ESPORTSTMNT04:2694227","23","9"
"ESPORTSTMNT04:1140340","4","13"
"ESPORTSTMNT02:3169401","10","29"
"ESPORTSTMNT03:3178669","9","22"
"ESPORTSTMNT04:2090389","9","13"
"ESPORTSTMNT05:3241555","11","11"
"ESPORTSTMNT02:2786478","21","14"
"ESPORTSTMNT04:2430823","20","12"
"ESPORTSTMNT06:1560227","20","11"
"ESPORTSTMNT01:3367222","23","28"
"ESPORTSTMNT01:1896235","2","17"
"ESPORTSTMNT02:1103818","9","18"
"ESPORTSTMNT03:1116740","14","19"
"ESPORTSTMNT02:2830808","11","7"
"ESPORTSTMNT03:2101764","16","5"
"ESPORTSTMNT02:2786876","6","22"
"ESPORTSTMNT02:2884042","18","7"
"ESPORTSTMNT03:2652286","24","13"
"ESPORTSTMNT01:3303636","8","15"
"ESPORTSTMNT01:1304785","6","16"
"ESPORTSTMNT04:2690524","1","17"
"ESPORTSTMNT04:2672246","20","9"
"ESPORTSTMNT03:1114385","9","7"
"ESPORTSTMNT02:2558411","15","28"
"ESPORTSTMNT03:1757799","14","15"
"ESPORTSTMNT01:3337791","21","5"
"ESPORTSTMNT02:2075969","20","8"
"ESPORTSTMNT03:1128530","4","14"
"ESPORTSTMNT06:2819647","12","26"
"ESPORTSTMNT03:3180622","17","1"
"ESPORTSTMNT05:2530542","4","21"
"ESPORTSTMNT06:2773156","8","6"
"ESPORTSTMNT03:1757973","10","6"
"LPL_A:343447","17","11"
"ESPORTSTMNT02:2810478","21","7"
"ESPORTSTMNT06:1881068","22","12"
"ESPORTSTMNT02:3163849","15","23"
"LPL_A:335446","11","3"
"ESPORTSTMNT02:2775636","20","8"
"ESPORTSTMNT01:2240345","11","18"
"ESPORTSTMNT04:1130709","25","9"
"ESPORTSTMNT02:2915150","11","34"
"ESPORTSTMNT04:2220058","15","23"
"ESPORTSTMNT02:1681785","5","14"
"ESPORTSTMNT01:1896753","13","2"
"ESPORTSTMNT01:1325789","6","22"
"ESPORTSTMNT02:2066398","29","21"
"ESPORTSTMNT03:2130308","21","7"
"ESPORTSTMNT06:2470375","18","10"
"ESPORTSTMNT01:3328968","3","12"
"ESPORTSTMNT04:980518","20","20"
"ESPORTSTMNT03:2884238","4","20"
"ESPORTSTMNT04:2090214","13","10"
"ESPORTSTMNT01:3323651","15","12"
"ESPORTSTMNT04:1670393","20","9"
"ESPORTSTMNT04:1660527","20","5"
"ESPORTSTMNT02:1211102","2","0"
"ESPORTSTMNT02:1281613","16","19"
"ESPORTSTMNT01:2810157","26","14"
"LPL_A:331673","22","13"
"ESPORTSTMNT02:1413453","24","19"
"ESPORTSTMNT06:2190861","9","7"
"ESPORTSTMNT04:2687112","13","8"
"ESPORTSTMNT05:2952965","21","2"
"ESPORTSTMNT03:1551661","19","21"
"ESPORTSTMNT06:2260547","5","19"
"ESPORTSTMNT02:2556267","4","11"
"ESPORTSTMNT02:1210368","2","0"
"ESPORTSTMNT03:2563999","18","5"
"ESPORTSTMNT01:3339121","7","19"
"ESPORTSTMNT01:1304635","12","8"
"ESPORTSTMNT02:1937482","13","25"
"ESPORTSTMNT06:2541175","14","6"
"ESPORTSTMNT02:1333411","5","22"
"ESPORTSTMNT03:3119485","17","21"
"ESPORTSTMNT03:1331083","25","13"
"ESPORTSTMNT02:3219444","20","1"
"ESPORTSTMNT01:2134712","9","22"
"ESPORTSTMNT03:3198737","17","10"
"ESPORTSTMNT03:2547540","20","5"
"ESPORTSTMNT06:2820647","7","31"
"ESPORTSTMNT06:1320635","18","4"
"ESPORTSTMNT02:2911268","2","24"
"ESPORTSTMNT03:3192182","14","6"
"ESPORTSTMNT02:1697121","11","21"
"ESPORTSTMNT01:3338486","9","11"
"ESPORTSTMNT02:2063907","15","34"
"ESPORTSTMNT05:2560489","21","15"
"ESPORTSTMNT03:1433070","4","25"
"ESPORTSTMNT04:2472071","19","5"
"ESPORTSTMNT03:2961716","6","15"
"ESPORTSTMNT05:1410279","8","18"
"ESPORTSTMNT01:1722547","25","17"
"ESPORTSTMNT01:2134685","14","4"
"ESPORTSTMNT03:1430668","11","10"
"ESPORTSTMNT01:2773202","24","21"
"ESPORTSTMNT01:3306873","18","1"
"ESPORTSTMNT02:1384433","3","11"
"ESPORTSTMNT04:2684124","18","8"
"ESPORTSTMNT01:3301809","6","13"
"ESPORTSTMNT01:3380741","2","14"
"ESPORTSTMNT01:2147217","12","1"
"ESPORTSTMNT03:1996567","26","6"
"ESPORTSTMNT04:2411283","12","21"
"ESPORTSTMNT02:2820359","16","17"
"ESPORTSTMNT03:1123791","14","7"
"ESPORTSTMNT03:2544411","26","3"
"ESPORTSTMNT06:2530316","4","26"
"ESPORTSTMNT04:2220201","5","16"
"ESPORTSTMNT02:3166890","17","9"
"ESPORTSTMNT03:1350628","27","7"
"ESPORTSTMNT03:2790077","8","19"
"ESPORTSTMNT03:2653763","18","8"
"ESPORTSTMNT03:2820523","17","4"
"ESPORTSTMNT04:2110478","19","9"
"ESPORTSTMNT01:2772484","15","31"
"ESPORTSTMNT04:1530561","25","15"
"ESPORTSTMNT01:3010073","27","24"
"ESPORTSTMNT06:1880104","20","7"
"ESPORTSTMNT02:3219312","5","15"
"ESPORTSTMNT03:2789374","16","7"
"ESPORTSTMNT02:3169654","19","4"
"ESPORTSTMNT01:1162038","22","4"
"ESPORTSTMNT01:3305848","8","5"
"ESPORTSTMNT05:2952973","10","3"
"ESPORTSTMNT04:2170322","21","8"
"ESPORTSTMNT04:2685970","11","17"
"ESPORTSTMNT03:1100756","7","19"
"ESPORTSTMNT01:1682882","7","15"
"ESPORTSTMNT01:1732131","16","5"
"ESPORTSTMNT01:3327433","15","3"
"ESPORTSTMNT03:2130409","7","19"
"ESPORTSTMNT01:3383481","8","20"
"ESPORTSTMNT05:2990662","7","17"
"ESPORTSTMNT01:2703056","7","22"
"ESPORTSTMNT02:2576552","17","11"
"ESPORTSTMNT03:2713807","22","5"
"ESPORTSTMNT06:1730970","20","7"
"ESPORTSTMNT06:1721084","19","8"
"ESPORTSTMNT02:2671490","23","11"
"ESPORTSTMNT05:2941493","17","6"
"ESPORTSTMNT03:2005589","19","10"
"ESPORTSTMNT04:1490690","17","4"
"ESPORTSTMNT05:3220251","9","24"
"ESPORTSTMNT02:2075663","6","11"
"ESPORTSTMNT02:2810004","10","25"
"ESPORTSTMNT02:1114519","7","12"
"ESPORTSTMNT03:3141925","12","20"
"ESPORTSTMNT03:2102253","13","1"
"ESPORTSTMNT02:2553984","17","13"
"ESPORTSTMNT01:3371651","18","10"
"ESPORTSTMNT01:2916788","14","19"
"ESPORTSTMNT01:2704690","19","7"
"ESPORTSTMNT03:1341572","4","17"
"ESPORTSTMNT01:3308835","19","7"
"ESPORTSTMNT06:2210446","10","23"
"ESPORTSTMNT01:3317684","4","15"
"ESPORTSTMNT01:2132968","11","2"
"ESPORTSTMNT01:2983230","5","18"
"ESPORTSTMNT06:2775777","18","11"
"ESPORTSTMNT03:3121209","13","20"
"ESPORTSTMNT06:2767145","22","12"
"ESPORTSTMNT03:3089128","15","9"
"ESPORTSTMNT06:2768703","11","6"
"ESPORTSTMNT03:2789788","22","7"
"ESPORTSTMNT02:3142373","1","14"
"ESPORTSTMNT05:3090543","23","9"
"ESPORTSTMNT06:2290530","7","24"
"ESPORTSTMNT02:1723092","7","21"
"ESPORTSTMNT01:2780208","10","27"
"ESPORTSTMNT03:2631528","8","16"
"ESPORTSTMNT02:1688134","4","20"
"ESPORTSTMNT03:2567089","15","12"
"ESPORTSTMNT02:3144428","9","13"
"ESPORTSTMNT06:1071479","5","13"
"ESPORTSTMNT01:1891933","29","24"
"ESPORTSTMNT05:3220122","25","6"
"ESPORTSTMNT03:1330730","6","12"
"ESPORTSTMNT03:2092344","18","8"
"ESPORTSTMNT03:2634121","12","19"
"ESPORTSTMNT05:3222317","18","18"
"ESPORTSTMNT02:1694934","25","16"
"ESPORTSTMNT03:2790466","22","9"
"ESPORTSTMNT05:1820477","9","13"
"ESPORTSTMNT03:1825130","18","9"
"ESPORTSTMNT04:1961288","16","3"
"ESPORTSTMNT01:2906252","14","8"
"ESPORTSTMNT04:990452","24","6"
"ESPORTSTMNT06:2818728","12","4"
"ESPORTSTMNT03:3179999","14","8"
"ESPORTSTMNT03:3185097","26","21"
"ESPORTSTMNT01:2144420","8","16"
"ESPORTSTMNT03:2565561","22","25"
"ESPORTSTMNT01:3296074","21","5"
"ESPORTSTMNT01:2697430","5","20"
"ESPORTSTMNT02:2673557","2","26"
"ESPORTSTMNT01:2734502","20","9"
"ESPORTSTMNT03:1750782","20","6"
"ESPORTSTMNT03:2653100","20","13"
"ESPORTSTMNT04:2410995","14","11"
"ESPORTSTMNT01:2694656","26","13"
"ESPORTSTMNT01:2147737","20","13"
"ESPORTSTMNT03:3187150","15","12"
"ESPORTSTMNT01:1295834","16","21"
"ESPORTSTMNT04:2220236","23","7"
"ESPORTSTMNT01:2030256","5","17"
"ESPORTSTMNT03:3115587","19","6"
"ESPORTSTMNT02:3045416","20","10"
"ESPORTSTMNT02:3170853","14","25"
"ESPORTSTMNT01:2770779","17","19"
"ESPORTSTMNT01:1295369","17","10"
"ESPORTSTMNT01:3083887","9","2"
"ESPORTSTMNT03:2884448","19","6"
"ESPORTSTMNT05:3219245","18","8"
"ESPORTSTMNT02:2662334","15","4"
"ESPORTSTMNT02:3171007","15","4"
"ESPORTSTMNT03:2074070","9","3"
"ESPORTSTMNT05:2980831","15","21"
"ESPORTSTMNT04:2685823","16","4"
"ESPORTSTMNT01:1884802","9","16"
"ESPORTSTMNT06:2775296","13","4"
"ESPORTSTMNT01:1306395","19","5"
"ESPORTSTMNT06:2777002","7","26"
"ESPORTSTMNT01:1891950","28","12"
"ESPORTSTMNT04:1560165","9","26"
"ESPORTSTMNT04:1971165","16","9"
"ESPORTSTMNT02:1092569","14","25"
"ESPORTSTMNT01:1306271","20","20"
"ESPORTSTMNT04:980831","1","21"
"ESPORTSTMNT01:1162272","28","14"
"ESPORTSTMNT01:2781109","5","18"
"LPL_A:334322","4","16"
"ESPORTSTMNT06:2570562","18","5"
"ESPORTSTMNT01:1892753","2","18"
"ESPORTSTMNT03:2002898","11","21"
"ESPORTSTMNT04:1240224","9","10"
"ESPORTSTMNT03:2921426","6","20"
"ESPORTSTMNT06:1170225","19","10"
"ESPORTSTMNT03:2003767","1","15"
"ESPORTSTMNT03:1995368","17","6"
"ESPORTSTMNT05:3220228","7","21"
"ESPORTSTMNT03:2092700","18","5"
"ESPORTSTMNT04:2210296","14","3"
"ESPORTSTMNT03:3120628","13","5"
"ESPORTSTMNT02:1697177","8","29"
"ESPORTSTMNT02:2062739","2","27"
"ESPORTSTMNT03:1827596","9","17"
"ESPORTSTMNT04:2690615","8","20"
"ESPORTSTMNT06:1830750","18","21"
"ESPORTSTMNT03:3197771","18","15"
"ESPORTSTMNT02:2674567","15","13"
"ESPORTSTMNT06:1840214","4","13"
"ESPORTSTMNT05:1430798","21","13"
"ESPORTSTMNT03:2055173","21","13"
"ESPORTSTMNT02:3142448","9","20"
"ESPORTSTMNT04:2430789","13","4"
"ESPORTSTMNT03:2930668","3","17"
"ESPORTSTMNT05:1860176","17","9"
"ESPORTSTMNT06:2819748","25","8"
"ESPORTSTMNT04:2470680","14","5"
"ESPORTSTMNT02:2575868","25","16"
"ESPORTSTMNT03:1762990","17","2"
"ESPORTSTMNT03:1430705","17","7"
"ESPORTSTMNT05:2531049","9","22"
"ESPORTSTMNT02:2789322","26","19"
"ESPORTSTMNT01:3335749","15","9"
"ESPORTSTMNT04:2690847","25","9"
"ESPORTSTMNT02:2778108","18","6"
"ESPORTSTMNT05:1821203","13","19"
"ESPORTSTMNT04:2688501","20","10"
"ESPORTSTMNT02:2558351","6","22"
"ESPORTSTMNT02:2820217","25","7"
"ESPORTSTMNT04:1890296","18","11"
"ESPORTSTMNT05:2060203","1","12"
"ESPORTSTMNT02:2913999","21","4"
"ESPORTSTMNT03:1531511","21","12"
"ESPORTSTMNT01:3324578","10","25"
"ESPORTSTMNT03:2930920","8","24"
"ESPORTSTMNT03:3128795","25","8"
"ESPORTSTMNT03:3103008","4","12"
"ESPORTSTMNT04:2210500","16","11"
"ESPORTSTMNT04:2686474","6","12"
"ESPORTSTMNT03:1092143","6","12"
"ESPORTSTMNT02:1281646","8","4"
"ESPORTSTMNT01:1885505","23","11"
"ESPORTSTMNT01:1156641","10","5"
"ESPORTSTMNT06:2290280","21","20"
"ESPORTSTMNT03:1995050","22","16"
"ESPORTSTMNT06:2769231","8","21"
"ESPORTSTMNT02:3217831","25","12"
"ESPORTSTMNT03:2788667","11","23"
"ESPORTSTMNT06:1300426","11","25"
"ESPORTSTMNT01:2145482","28","21"
"ESPORTSTMNT02:1211110","1","1"
"ESPORTSTMNT03:2547358","2","8"
"ESPORTSTMNT03:2894077","15","21"
"ESPORTSTMNT01:3315802","4","15"
"ESPORTSTMNT03:1334223","13","9"
"ESPORTSTMNT02:1925518","14","16"
"ESPORTSTMNT02:2075256","7","16"
"ESPORTSTMNT03:3187432","10","27"
"ESPORTSTMNT06:2530825","10","6"
"ESPORTSTMNT02:2912506","6","15"
"ESPORTSTMNT04:1520210","19","8"
"ESPORTSTMNT06:2767368","14","4"
"LPL_B:322183","6","11"
"ESPORTSTMNT01:3408177","6","13"
"ESPORTSTMNT05:3217318","32","15"
"ESPORTSTMNT02:2552740","18","9"
"ESPORTSTMNT06:2817486","4","19"
"ESPORTSTMNT01:1435199","12","4"
"ESPORTSTMNT03:3197195","20","8"
"ESPORTSTMNT06:1071415","10","14"
"LPL_A:332026","8","18"
"ESPORTSTMNT03:1755882","15","9"
"ESPORTSTMNT06:1170092","29","14"
"ESPORTSTMNT06:1200089","13","14"
"ESPORTSTMNT01:2136711","20","17"
"ESPORTSTMNT03:3195176","12","2"
"ESPORTSTMNT03:3128797","9","23"
"ESPORTSTMNT02:3219125","18","27"
"ESPORTSTMNT01:2145493","18","7"
"ESPORTSTMNT06:1060790","19","7"
"ESPORTSTMNT04:2090301","8","16"
"ESPORTSTMNT02:3166803","11","30"
"ESPORTSTMNT04:1010582","16","8"
"ESPORTSTMNT03:3182152","12","22"
"LPL_B:329227","21","15"
"ESPORTSTMNT05:3240473","19","6"
"ESPORTSTMNT01:3295098","14","6"
"ESPORTSTMNT04:1970931","15","8"
"ESPORTSTMNT02:3045459","2","19"
"ESPORTSTMNT06:1570554","9","10"
"ESPORTSTMNT04:2210230","25","16"
"ESPORTSTMNT02:1685388","14","5"
"ESPORTSTMNT03:3087799","19","9"
"ESPORTSTMNT04:2665561","11","13"
"ESPORTSTMNT02:1692808","28","13"
"ESPORTSTMNT03:2569826","15","3"
"ESPORTSTMNT04:1290181","4","20"
"ESPORTSTMNT03:1116755","25","20"
"ESPORTSTMNT01:1144659","6","13"
"ESPORTSTMNT02:2574701","19","7"
"ESPORTSTMNT02:1938075","24","14"
"ESPORTSTMNT01:2701429","24","25"
"ESPORTSTMNT04:2290314","8","24"
"ESPORTSTMNT04:1320034","18","11"
"ESPORTSTMNT01:2810438","24","36"
"ESPORTSTMNT03:2103937","7","18"
"ESPORTSTMNT03:1990266","8","6"
"ESPORTSTMNT01:2210754","27","24"
"ESPORTSTMNT02:2062777","10","20"
"ESPORTSTMNT02:2971814","11","18"
"ESPORTSTMNT03:2091944","18","5"
"ESPORTSTMNT03:1443737","13","9"
"ESPORTSTMNT02:2973397","5","18"
"ESPORTSTMNT03:2590249","17","10"
"ESPORTSTMNT03:3129096","3","16"
"ESPORTSTMNT02:1696830","14","19"
"ESPORTSTMNT02:2973559","5","17"
"ESPORTSTMNT01:3331856","19","5"
"ESPORTSTMNT02:2785982","16","23"
"ESPORTSTMNT05:3090455","20","6"
"ESPORTSTMNT05:2951513","20","10"
"ESPORTSTMNT01:3333167","19","17"
"ESPORTSTMNT01:3411415","10","17"
"ESPORTSTMNT06:2290278","20","22"
"ESPORTSTMNT04:1520258","11","12"
"ESPORTSTMNT02:2664226","8","19"
"ESPORTSTMNT03:2654837","15","5"
"ESPORTSTMNT06:2773248","26","6"
"ESPORTSTMNT01:3301817","23","12"
"ESPORTSTMNT05:2670466","20","23"
"ESPORTSTMNT03:3158583","16","6"
"ESPORTSTMNT03:2567745","22","7"
"ESPORTSTMNT06:2818544","4","13"
"ESPORTSTMNT01:2136552","8","21"
"ESPORTSTMNT03:3131628","8","23"
"ESPORTSTMNT02:2070490","27","10"
"ESPORTSTMNT02:2788976","16","5"
"ESPORTSTMNT03:3095390","17","5"
"ESPORTSTMNT03:1530987","22","10"
"ESPORTSTMNT03:1531500","4","14"
"ESPORTSTMNT04:1890485","15","6"
"ESPORTSTMNT05:2760118","12","2"
"ESPORTSTMNT05:2952770","8","12"
"ESPORTSTMNT03:3118502","17","10"
"ESPORTSTMNT06:1881128","30","9"
"ESPORTSTMNT02:3144159","18","8"
"ESPORTSTMNT05:3217455","34","20"
"ESPORTSTMNT03:1114365","10","3"
"ESPORTSTMNT06:2774386","16","9"
"ESPORTSTMNT02:2830459","16","9"
"ESPORTSTMNT01:2903263","16","5"
"ESPORTSTMNT01:3372029","17","1"
"ESPORTSTMNT01:2697167","23","14"
"ESPORTSTMNT05:1822022","23","13"
"ESPORTSTMNT03:1100549","19","27"
"ESPORTSTMNT01:2210711","16","6"
"ESPORTSTMNT02:2557229","16","6"
"ESPORTSTMNT02:2065406","11","18"
"ESPORTSTMNT03:3195856","8","17"
"ESPORTSTMNT01:3309872","16","18"
"ESPORTSTMNT03:3092934","20","16"
"ESPORTSTMNT02:1925529","17","7"
"ESPORTSTMNT01:1313713","9","10"
"ESPORTSTMNT06:2821457","21","5"
"ESPORTSTMNT01:3367984","24","11"
"ESPORTSTMNT01:1421812","17","8"
"ESPORTSTMNT01:3324760","17","4"
"ESPORTSTMNT02:3149952","5","9"
"ESPORTSTMNT02:1220346","0","1"
"ESPORTSTMNT01:2132432","15","4"
"ESPORTSTMNT06:2542050","12","20"
"ESPORTSTMNT05:2940959","13","30"
"ESPORTSTMNT02:1698014","18","9"
"ESPORTSTMNT01:2149137","39","23"
"ESPORTSTMNT05:2940663","14","19"
"ESPORTSTMNT02:2671865","3","18"
"ESPORTSTMNT01:2800562","17","30"
"ESPORTSTMNT02:1810419","19","0"
"ESPORTSTMNT01:2902806","9","14"
"ESPORTSTMNT01:1143414","10","17"
"ESPORTSTMNT04:2656217","14","5"
"ESPORTSTMNT02:3156083","3","12"
"ESPORTSTMNT06:2530557","20","9"
"ESPORTSTMNT05:1400086","13","22"
"ESPORTSTMNT04:2664714","9","2"
"ESPORTSTMNT03:3189723","8","1"
"ESPORTSTMNT03:3194842","3","14"
"ESPORTSTMNT04:2170381","25","15"
"ESPORTSTMNT01:2131131","4","17"
"ESPORTSTMNT03:1530972","17","17"
"ESPORTSTMNT06:2822313","10","7"
"ESPORTSTMNT01:3314342","11","15"
"ESPORTSTMNT01:3308923","21","9"
"ESPORTSTMNT03:2564408","17","7"
"ESPORTSTMNT02:3190513","5","10"
"ESPORTSTMNT01:1890301","17","15"
"ESPORTSTMNT01:2132293","14","24"
"ESPORTSTMNT06:2210626","14","6"
"ESPORTSTMNT03:2094050","18","4"
"ESPORTSTMNT03:3121057","23","10"
"ESPORTSTMNT01:2906317","12","17"
"ESPORTSTMNT02:1324352","5","19"
"ESPORTSTMNT03:3125587","8","23"
"ESPORTSTMNT04:2677232","1","11"
"ESPORTSTMNT03:3126558","20","3"
"ESPORTSTMNT01:2771314","16","21"
"ESPORTSTMNT01:3315907","15","2"
"ESPORTSTMNT04:1600118","13","5"
"ESPORTSTMNT01:2740830","5","15"
"ESPORTSTMNT02:1725974","12","33"
"ESPORTSTMNT03:2546587","14","14"
"ESPORTSTMNT02:1091678","11","11"
"ESPORTSTMNT05:2951398","21","23"
"ESPORTSTMNT03:2631752","17","7"
"ESPORTSTMNT03:2787043","16","6"
"ESPORTSTMNT02:2775899","25","17"
"ESPORTSTMNT02:3220950","15","2"
"ESPORTSTMNT02:2067349","3","11"
"ESPORTSTMNT05:3239544","21","14"
"ESPORTSTMNT01:3081834","17","4"
"ESPORTSTMNT03:1433695","6","17"
"ESPORTSTMNT06:1200032","2","16"
"ESPORTSTMNT03:3124859","12","24"
"ESPORTSTMNT02:1283134","6","2"
"ESPORTSTMNT03:3124564","26","12"
"ESPORTSTMNT01:2210713","20","7"
