"eventtime","platformgameid","gametime","winningteam","blue_level","red_level","blue_cs","red_cs"
"2020-06-21T13:22:54.471Z","ESPORTSTMNT05:1520234","210773","200","15","15","69.0","50.0"
"2023-06-13T20:16:08.601Z","ESPORTSTMNT01:3369830","210019","200","13","16","53.0","60.0"
"2022-07-28T20:21:50.427Z","ESPORTSTMNT03:2883974","210004","100","16","16","68.0","69.0"
"2022-03-12T09:04:00.267Z","ESPORTSTMNT04:2210426","210025","200","16","14","58.0","68.0"
"2023-06-23T12:18:17.538Z","LPL_A:334866","210005","200","16","17","61.0","65.0"
"2023-03-04T11:27:30.965Z","ESPORTSTMNT02:3171697","210018","100","17","16","63.0","59.0"
"2021-10-17T15:30:04.663Z","ESPORTSTMNT04:1961148","210063","100","16","15","55.0","64.0"
"2022-03-02T12:51:52.719Z","ESPORTSTMNT01:2734124","210030","200","14","14","62.0","59.0"
"2023-03-23T23:08:09.558Z","ESPORTSTMNT01:3330530","210028","200","16","16","63.0","65.0"
"2019-06-29T22:01:34.786Z","ESPORTSTMNT02:1095076","210445","200","15","14","54.0","49.0"
"2019-08-08T11:11:51.211Z","ESPORTSTMNT02:1101246","210959","100","15","15","54.0","51.0"
"2021-03-08T01:52:24.100Z","ESPORTSTMNT01:1885529","210890","200","17","15","57.0","62.0"
"2021-03-26T08:07:03.775Z","ESPORTSTMNT02:1736425","210873","200","18","16","66.0","54.0"
"2023-01-20T01:14:39.148Z","ESPORTSTMNT03:3088289","210007","200","14","15","48.0","59.0"
"2021-07-07T20:30:53.369Z","ESPORTSTMNT04:1800725","210809","100","16","14","60.0","53.0"
"2023-02-22T16:21:46.768Z","ESPORTSTMNT05:3219277","210025","100","15","15","58.0","61.0"
"2022-07-14T19:02:42.502Z","ESPORTSTMNT02:2912555","210011","100","15","15","59.0","56.0"
"2023-02-03T00:15:16.426Z","ESPORTSTMNT03:3099418","210001","200","15","16","57.0","56.0"
"2022-06-21T21:31:52.174Z","ESPORTSTMNT03:2793711","210029","100","13","17","53.0","60.0"
"2023-03-05T03:15:08.553Z","ESPORTSTMNT02:3170764","210001","100","16","16","64.0","64.0"
"2023-07-08T18:46:41.521Z","ESPORTSTMNT03:3179855","210011","200","16","16","61.0","54.0"
"2022-08-17T12:30:50.244Z","ESPORTSTMNT01:3094990","210009","100","13","15","51.0","62.0"
"2023-07-22T12:52:45.983Z","LPL_A:343357","210024","200","16","18","65.0","64.0"
"2020-07-23T09:12:44.245Z","ESPORTSTMNT01:1433919","210994","100","17","18","60.0","60.0"
"2023-06-28T07:19:16.913Z","LPL_B:327394","210022","100","16","17","59.0","59.0"
"2022-08-05T22:09:56.648Z","ESPORTSTMNT01:3091464","210026","100","16","15","54.0","51.0"
"2020-04-18T12:26:22.573Z","ESPORTSTMNT06:1180760","210716","100","15","16","54.0","54.0"
"2023-06-04T20:06:42.549Z","ESPORTSTMNT06:2817657","210008","100","17","16","75.0","46.0"
"2019-08-04T21:14:19.234Z","ESPORTSTMNT01:1156558","210199","200","16","16","51.0","69.0"
"2023-06-19T22:40:48.476Z","ESPORTSTMNT01:3382214","210025","200","14","17","55.0","59.0"
"2021-06-24T16:11:30.120Z","ESPORTSTMNT06:1840828","210870","200","14","16","49.0","60.0"
"2023-08-19T13:29:10.558Z","ESPORTSTMNT02:3228586","210033","200","15","14","64.0","45.0"
"2019-05-17T12:13:55.488Z","ESPORTSTMNT01:1121594","210827","200","15","16","53.0","56.0"
"2022-06-17T09:28:10.797Z","ESPORTSTMNT02:2840440","210024","200","15","13","58.0","51.0"
"2023-02-10T11:36:59.732Z","ESPORTSTMNT01:3308985","210032","200","16","15","53.0","60.0"
"2023-02-10T11:37:00.699Z","ESPORTSTMNT01:3308985","211000","200","16","15","53.0","60.0"
"2023-06-08T17:09:57.071Z","ESPORTSTMNT06:2816848","210013","100","18","17","57.0","48.0"
"2019-06-15T00:45:15.967Z","ESPORTSTMNT01:1144177","210932","100","16","16","64.0","61.0"
"2021-06-25T09:09:16.653Z","ESPORTSTMNT03:1995310","210884","200","18","17","68.0","61.0"
"2019-06-14T19:05:09.386Z","ESPORTSTMNT04:960767","210896","200","13","17","59.0","73.0"
"2023-06-08T12:16:48.901Z","LPL_A:330750","210005","100","16","16","66.0","59.0"
"2021-07-24T08:57:51.771Z","ESPORTSTMNT02:2065926","210881","200","16","16","67.0","59.0"
"2022-05-23T22:04:04.822Z","ESPORTSTMNT01:2902730","210002","100","14","13","53.0","40.0"
"2022-06-04T00:07:28.659Z","ESPORTSTMNT01:2916276","210010","200","15","16","59.0","58.0"
"2021-03-10T17:30:10.430Z","ESPORTSTMNT01:1896205","210832","200","14","16","60.0","62.0"
"2019-05-05T11:30:33.066Z","ESPORTSTMNT01:1120640","210473","100","16","14","57.0","53.0"
"2023-07-21T06:01:12.613Z","ESPORTSTMNT02:3220939","210003","100","16","16","65.0","60.0"
"2022-06-04T03:50:38.763Z","ESPORTSTMNT01:2906322","210013","100","15","14","47.0","47.0"
"2021-09-01T23:45:05.403Z","ESPORTSTMNT01:2250297","210813","100","15","15","53.0","50.0"
"2023-06-28T13:11:57.618Z","ESPORTSTMNT02:3213194","210013","200","15","14","60.0","55.0"
"2021-06-20T20:04:18.209Z","ESPORTSTMNT03:1991925","210839","100","15","16","59.0","47.0"
"2020-08-01T06:36:52.637Z","ESPORTSTMNT01:1436460","210680","200","16","16","58.0","64.0"
"2023-02-16T19:59:59.440Z","ESPORTSTMNT01:3315598","210009","200","16","15","61.0","60.0"
"2022-02-04T01:35:54.156Z","ESPORTSTMNT02:2575041","210319","100","14","16","49.0","60.0"
"2022-08-14T19:21:09.891Z","ESPORTSTMNT04:2471486","210000","200","14","16","41.0","54.0"
"2022-08-17T10:57:20.140Z","ESPORTSTMNT04:2451582","210011","100","16","17","58.0","63.0"
"2023-05-31T16:11:18.510Z","ESPORTSTMNT06:2816450","210021","200","14","16","46.0","59.0"
"2021-06-16T18:20:52.407Z","ESPORTSTMNT06:1840310","210921","100","16","17","57.0","55.0"
"2019-08-16T17:59:01.454Z","ESPORTSTMNT05:1210376","210906","200","16","16","51.0","55.0"
"2023-06-27T20:14:58.750Z","ESPORTSTMNT02:3212939","210015","100","15","17","54.0","63.0"
"2022-06-01T17:12:24.774Z","ESPORTSTMNT04:2340024","210028","100","16","13","67.0","65.0"
"2023-06-22T18:24:03.971Z","ESPORTSTMNT04:2685925","210030","200","15","15","59.0","56.0"
"2022-02-25T00:17:26.123Z","ESPORTSTMNT03:2569629","210250","200","14","16","52.0","59.0"
"2020-08-07T17:47:58.761Z","ESPORTSTMNT05:1540302","210933","200","16","17","56.0","65.0"
"2022-06-26T13:09:57.360Z","ESPORTSTMNT06:2460671","210030","200","14","16","45.0","59.0"
"2021-08-20T11:52:15.012Z","ESPORTSTMNT03:2093658","210461","100","16","14","60.0","51.0"
"2021-07-10T10:49:26.712Z","ESPORTSTMNT01:2147800","210819","200","17","16","69.0","67.0"
"2023-06-19T23:28:52.258Z","ESPORTSTMNT01:3383165","210006","200","18","17","62.0","51.0"
"2022-03-23T22:01:28.415Z","ESPORTSTMNT03:2632640","210002","200","14","16","57.0","59.0"
"2022-07-24T13:53:12.254Z","ESPORTSTMNT06:2530567","210000","100","16","14","73.0","53.0"
"2022-02-19T00:17:19.040Z","ESPORTSTMNT03:2546619","210272","200","16","16","63.0","60.0"
"2021-01-18T10:49:18.855Z","ESPORTSTMNT01:1682289","210037","100","17","14","68.0","41.0"
"2021-02-18T19:28:12.056Z","ESPORTSTMNT06:1580747","210020","100","16","16","54.0","57.0"
"2023-05-17T12:12:26.989Z","ESPORTSTMNT04:2676104","210019","100","15","14","57.0","52.0"
"2023-03-30T02:12:57.030Z","ESPORTSTMNT01:3338064","210026","200","16","13","56.0","54.0"
"2022-06-13T16:17:30.987Z","ESPORTSTMNT02:2779192","210023","200","15","16","52.0","63.0"
"2023-01-25T18:12:16.155Z","ESPORTSTMNT02:3141624","210013","100","16","15","47.0","54.0"
"2023-03-18T16:31:00.986Z","ESPORTSTMNT01:3328015","210023","100","16","16","55.0","62.0"
"2023-08-20T10:50:15.897Z","ESPORTSTMNT01:3416245","210033","100","17","16","57.0","63.0"
"2022-06-12T01:03:20.566Z","ESPORTSTMNT01:2917278","210025","100","15","13","64.0","42.0"
"2023-02-27T21:10:27.078Z","ESPORTSTMNT02:3167462","210022","100","15","17","58.0","66.0"
"2019-08-18T22:50:05.526Z","ESPORTSTMNT02:1114803","210372","100","16","13","57.0","55.0"
"2020-06-13T07:13:45.016Z","ESPORTSTMNT01:1413942","210583","100","14","15","46.0","59.0"
"2021-03-02T17:30:08.919Z","ESPORTSTMNT01:1882139","210046","200","15","17","54.0","63.0"
"2022-03-03T19:15:03.782Z","ESPORTSTMNT04:2200576","210016","100","17","14","68.0","49.0"
"2022-07-19T18:14:29.032Z","ESPORTSTMNT05:2980096","210023","100","16","17","56.0","59.0"
"2023-03-04T03:51:01.983Z","ESPORTSTMNT02:3171650","210023","100","15","17","56.0","62.0"
"2023-01-27T03:30:38.640Z","ESPORTSTMNT03:3090807","210005","100","16","14","52.0","55.0"
"2023-03-01T01:12:28.822Z","ESPORTSTMNT02:3167879","210030","200","14","15","53.0","63.0"
"2020-08-22T23:33:25.480Z","ESPORTSTMNT03:1432131","210937","100","14","13","58.0","53.0"
"2021-09-11T22:10:21.186Z","ESPORTSTMNT02:2151459","210878","200","17","16","69.0","50.0"
"2020-12-19T09:18:38.324Z","ESPORTSTMNT03:1631207","210230","100","16","13","50.0","53.0"
"2023-06-20T03:43:47.352Z","ESPORTSTMNT01:3382257","210018","100","17","16","68.0","54.0"
"2023-01-31T00:02:30.252Z","ESPORTSTMNT03:3096214","210012","200","16","14","63.0","58.0"
"2022-06-25T17:56:23.513Z","ESPORTSTMNT03:2796690","210028","100","15","14","51.0","46.0"
"2022-02-02T20:22:44.856Z","ESPORTSTMNT05:2520630","210203","100","14","17","55.0","59.0"
"2022-02-10T00:57:12.385Z","ESPORTSTMNT02:2578035","210697","200","15","16","55.0","65.0"
"2023-04-05T16:51:09.627Z","ESPORTSTMNT05:3221121","210000","200","15","16","54.0","56.0"
"2022-07-06T00:05:55.133Z","ESPORTSTMNT01:2982863","210012","100","17","14","71.0","48.0"
"2023-02-15T21:15:29.931Z","ESPORTSTMNT01:3317175","210002","100","15","15","56.0","58.0"
"2023-02-15T21:15:30.928Z","ESPORTSTMNT01:3317175","211000","100","15","15","56.0","58.0"
"2021-05-31T18:13:44.512Z","ESPORTSTMNT01:2030243","210785","200","18","16","70.0","57.0"
"2020-04-18T09:44:57.439Z","ESPORTSTMNT03:1342214","210649","200","16","16","62.0","48.0"
"2023-07-18T19:48:35.111Z","ESPORTSTMNT03:3190914","210007","100","16","17","67.0","66.0"
"2022-07-27T18:31:17.835Z","ESPORTSTMNT06:2541060","210009","200","16","16","70.0","57.0"
"2022-03-17T02:21:00.521Z","ESPORTSTMNT02:2661988","210006","100","15","15","41.0","52.0"
"2023-07-05T23:05:53.421Z","ESPORTSTMNT02:3218737","210007","100","18","15","73.0","66.0"
"2022-04-02T10:14:05.580Z","ESPORTSTMNT03:2635758","210013","100","16","15","57.0","54.0"
"2021-04-16T00:06:27.656Z","ESPORTSTMNT03:1826725","210876","100","18","15","61.0","62.0"
"2023-06-20T17:24:14.995Z","ESPORTSTMNT01:3384411","210025","200","16","16","54.0","56.0"
"2023-07-30T10:16:42.927Z","LPL_A:343661","210019","200","18","17","66.0","63.0"
"2022-06-14T12:35:02.001Z","ESPORTSTMNT02:2810035","210009","100","16","16","54.0","62.0"
"2021-02-25T18:13:32.146Z","ESPORTSTMNT03:1766857","210860","200","17","14","53.0","55.0"
"2022-07-19T20:18:40.837Z","ESPORTSTMNT05:2980127","210002","200","16","15","57.0","56.0"
"2023-06-17T09:00:37.219Z","ESPORTSTMNT01:3378634","210027","200","15","17","61.0","70.0"
"2023-03-13T05:10:30.820Z","ESPORTSTMNT01:3321498","210019","100","17","15","67.0","59.0"
"2023-08-11T19:44:18.625Z","ESPORTSTMNT01:3415120","210002","200","16","17","56.0","59.0"
"2021-06-27T12:07:12.225Z","ESPORTSTMNT03:1996280","210890","100","15","16","59.0","72.0"
"2021-03-14T16:27:10.616Z","ESPORTSTMNT05:1860324","210830","200","15","15","62.0","66.0"
"2022-06-09T18:20:52.418Z","ESPORTSTMNT05:2760342","210025","200","15","17","48.0","57.0"
"2020-04-17T19:09:40.016Z","ESPORTSTMNT03:1352098","210921","200","18","16","64.0","65.0"
"2022-01-12T20:41:12.410Z","ESPORTSTMNT04:2090210","210108","100","16","16","55.0","50.0"
"2022-03-27T15:11:53.158Z","ESPORTSTMNT06:2260320","210026","100","17","13","57.0","57.0"
"2019-07-19T10:43:30.979Z","ESPORTSTMNT03:1127471","210764","200","14","16","49.0","70.0"
"2022-08-06T11:23:39.233Z","ESPORTSTMNT03:2920372","210000","100","13","15","53.0","56.0"
"2023-02-23T08:12:47.818Z","ESPORTSTMNT02:3160389","210033","100","17","15","54.0","63.0"
"2022-08-08T16:10:23.130Z","ESPORTSTMNT03:2930662","210016","200","16","15","71.0","66.0"
"2020-08-07T19:20:03.266Z","ESPORTSTMNT05:1540330","210882","100","15","15","63.0","61.0"
"2021-08-02T23:32:28.660Z","ESPORTSTMNT06:1860436","210810","200","13","13","47.0","47.0"
"2022-07-10T12:24:06.684Z","ESPORTSTMNT04:2411537","210012","100","16","13","66.0","46.0"
"2023-02-19T22:48:02.012Z","ESPORTSTMNT02:3154399","210019","100","16","16","58.0","57.0"
"2021-03-13T16:00:34.870Z","ESPORTSTMNT05:1870377","210827","200","18","17","62.0","56.0"
"2022-06-09T23:13:23.313Z","ESPORTSTMNT01:2916768","210016","200","13","13","45.0","47.0"
"2023-02-16T19:07:57.869Z","ESPORTSTMNT01:3316459","210002","100","16","15","64.0","58.0"
"2023-02-16T19:07:58.867Z","ESPORTSTMNT01:3316459","211000","100","16","15","64.0","58.0"
"2023-08-12T22:21:15.211Z","ESPORTSTMNT02:3225855","210019","100","16","18","61.0","58.0"
"2022-02-17T19:18:57.279Z","ESPORTSTMNT06:2210684","210149","100","17","15","61.0","58.0"
"2020-02-03T17:06:27.439Z","ESPORTSTMNT04:1130306","210815","100","16","13","64.0","42.0"
"2022-08-15T17:45:50.735Z","ESPORTSTMNT03:2931150","210006","100","14","16","63.0","61.0"
"2023-01-27T05:12:42.859Z","ESPORTSTMNT03:3090828","210013","200","17","18","64.0","69.0"
"2020-07-09T15:12:26.036Z","ESPORTSTMNT06:1300683","210753","200","15","13","63.0","51.0"
"2023-06-17T18:27:13.068Z","ESPORTSTMNT04:2685469","210020","100","16","18","60.0","68.0"
"2022-07-20T19:50:58.373Z","ESPORTSTMNT02:2884331","210029","100","16","15","55.0","65.0"
"2021-08-01T15:02:47.149Z","ESPORTSTMNT03:2072442","210964","200","16","14","51.0","49.0"
"2023-04-06T09:56:35.153Z","ESPORTSTMNT01:3341642","210023","200","17","14","66.0","51.0"
"2022-08-09T23:09:31.905Z","ESPORTSTMNT01:3082813","210003","200","14","17","52.0","67.0"
"2019-05-17T11:21:46.485Z","ESPORTSTMNT01:1121593","210274","200","17","13","63.0","53.0"
"2021-08-10T20:17:19.384Z","ESPORTSTMNT03:2090969","210886","200","15","15","58.0","47.0"
"2019-07-13T16:04:51.722Z","ESPORTSTMNT06:1020774","210822","100","13","13","49.0","46.0"
"2022-08-13T01:47:10.279Z","ESPORTSTMNT01:3083943","210027","200","17","15","71.0","56.0"
"2022-03-12T16:22:47.738Z","ESPORTSTMNT02:2660083","210018","100","16","16","65.0","65.0"
"2021-06-13T14:09:09.207Z","ESPORTSTMNT05:1981385","210823","100","16","16","67.0","62.0"
"2021-01-17T17:07:07.377Z","ESPORTSTMNT03:1682456","210922","200","17","15","60.0","51.0"
"2022-01-31T09:13:33.936Z","ESPORTSTMNT02:2573038","210902","100","17","14","65.0","54.0"
"2021-06-30T08:15:23.423Z","ESPORTSTMNT03:1997110","210896","100","15","17","56.0","50.0"
"2022-07-20T20:26:08.476Z","ESPORTSTMNT05:2990301","210002","200","17","15","62.0","62.0"
"2022-08-20T20:12:28.791Z","ESPORTSTMNT03:2921430","210027","200","14","15","65.0","52.0"
"2023-02-21T19:16:48.630Z","ESPORTSTMNT02:3158340","210020","200","17","15","58.0","60.0"
"2021-08-24T09:51:38.720Z","ESPORTSTMNT03:2104275","210918","100","15","14","60.0","55.0"
"2021-04-27T18:00:48.185Z","ESPORTSTMNT04:1660529","210833","200","15","14","50.0","46.0"
"2023-07-31T22:01:59.198Z","ESPORTSTMNT01:3405552","210028","200","17","17","62.0","60.0"
"2022-02-15T00:30:22.258Z","ESPORTSTMNT03:2543640","210249","100","16","15","58.0","66.0"
"2023-01-17T02:13:10.789Z","ESPORTSTMNT03:3084577","210003","200","14","15","38.0","64.0"
"2023-01-16T17:33:55.067Z","ESPORTSTMNT04:2656211","210000","200","15","14","53.0","52.0"
"2021-07-03T09:38:07.685Z","ESPORTSTMNT01:2143685","210812","200","16","14","60.0","55.0"
"2023-04-03T23:20:07.148Z","ESPORTSTMNT04:2670550","210009","100","16","13","60.0","54.0"
"2023-04-03T23:20:08.139Z","ESPORTSTMNT04:2670550","211000","100","16","13","61.0","54.0"
"2023-04-23T18:59:15.128Z","ESPORTSTMNT05:3220686","210018","200","14","17","50.0","66.0"
"2021-02-09T19:34:08.410Z","ESPORTSTMNT02:1687513","210813","100","15","18","56.0","63.0"
"2020-07-04T12:11:43.073Z","ESPORTSTMNT06:1300338","210723","100","16","14","62.0","49.0"
"2021-02-11T23:20:48.185Z","ESPORTSTMNT03:1760206","210000","100","16","18","49.0","67.0"
"2020-06-07T14:00:56.699Z","ESPORTSTMNT04:1230195","210963","100","14","16","57.0","64.0"
"2020-08-01T15:02:22.685Z","ESPORTSTMNT05:1530156","210766","100","14","13","52.0","48.0"
"2021-02-01T00:06:06.563Z","ESPORTSTMNT02:1682758","210910","100","14","14","62.0","61.0"
"2020-02-29T12:00:32.285Z","ESPORTSTMNT06:1170154","210174","100","16","15","62.0","54.0"
"2021-02-18T20:32:04.124Z","ESPORTSTMNT03:1763801","210933","200","16","17","58.0","55.0"
"2022-06-29T20:10:03.427Z","ESPORTSTMNT04:2430027","210012","100","16","17","62.0","69.0"
"2023-03-18T19:01:57.060Z","ESPORTSTMNT06:2774880","210012","200","14","13","56.0","49.0"
"2022-06-29T00:13:56.270Z","ESPORTSTMNT03:2788861","210015","200","13","17","52.0","75.0"
"2022-05-19T03:26:11.789Z","ESPORTSTMNT01:2901303","210018","100","16","17","56.0","46.0"
"2023-07-02T20:04:45.524Z","ESPORTSTMNT01:3394585","210005","200","18","17","59.0","66.0"
"2022-05-28T08:17:33.370Z","ESPORTSTMNT04:2300266","210008","100","15","16","62.0","49.0"
"2020-08-09T11:06:28.826Z","ESPORTSTMNT05:1540433","210675","200","13","13","53.0","49.0"
"2022-06-29T21:03:13.748Z","ESPORTSTMNT03:2799486","210019","200","14","16","57.0","66.0"
"2022-09-04T20:11:31.380Z","ESPORTSTMNT02:2974427","210006","100","16","16","54.0","55.0"
"2022-07-20T18:27:25.640Z","ESPORTSTMNT05:2990280","210027","100","16","16","57.0","58.0"
"2023-06-04T19:04:07.336Z","ESPORTSTMNT06:2817653","210009","100","18","17","68.0","65.0"
"2022-05-28T02:11:55.111Z","ESPORTSTMNT01:2904387","210018","200","17","14","67.0","53.0"
"2021-08-11T15:50:44.640Z","ESPORTSTMNT03:2091240","210992","100","14","16","59.0","67.0"
"2019-06-23T19:19:03.544Z","ESPORTSTMNT02:1092519","210855","100","15","15","60.0","56.0"
"2022-07-12T01:04:26.303Z","ESPORTSTMNT01:2984433","210003","100","15","15","47.0","53.0"
"2022-01-25T20:24:08.241Z","ESPORTSTMNT05:2520113","210164","200","15","16","54.0","67.0"
"2023-06-07T21:47:22.110Z","ESPORTSTMNT06:2816827","210003","200","17","16","62.0","65.0"
"2020-04-10T16:16:34.036Z","ESPORTSTMNT03:1340641","210916","200","13","17","61.0","59.0"
"2023-06-01T19:48:10.620Z","ESPORTSTMNT03:3160799","210001","200","15","15","62.0","59.0"
"2022-07-08T02:14:32.691Z","ESPORTSTMNT01:2966219","210026","100","13","15","51.0","51.0"
"2021-07-29T21:53:18.106Z","ESPORTSTMNT03:2071581","210970","200","13","17","46.0","66.0"
"2022-03-05T21:40:51.934Z","ESPORTSTMNT01:2780732","210027","100","15","16","56.0","62.0"
"2023-08-14T10:15:20.800Z","ESPORTSTMNT01:3414502","210021","100","17","18","67.0","67.0"
"2022-06-28T20:08:34.889Z","ESPORTSTMNT03:2798926","210028","100","15","14","68.0","56.0"
"2021-07-27T19:23:51.657Z","ESPORTSTMNT06:1880102","210890","200","15","14","60.0","60.0"
"2022-09-18T16:56:12.731Z","ESPORTSTMNT06:2580470","210020","100","15","14","55.0","49.0"
"2022-04-29T15:00:53.986Z","ESPORTSTMNT04:2280057","210019","100","14","15","47.0","52.0"
"2021-08-30T16:28:09.339Z","ESPORTSTMNT04:1890086","210876","200","16","15","56.0","52.0"
"2022-08-20T11:55:43.450Z","ESPORTSTMNT05:3090063","210022","100","15","16","51.0","60.0"
"2023-07-07T09:17:34.145Z","ESPORTSTMNT02:3217921","210015","200","16","17","56.0","73.0"
"2023-02-13T18:05:54.269Z","ESPORTSTMNT04:2665931","210002","100","14","14","49.0","53.0"
"2020-08-16T09:21:21.563Z","ESPORTSTMNT03:1441031","210995","100","17","17","65.0","62.0"
"2021-02-26T14:59:03.937Z","ESPORTSTMNT04:1520353","210686","200","17","16","66.0","60.0"
"2021-07-09T17:50:36.855Z","ESPORTSTMNT04:1810852","210810","200","16","15","59.0","53.0"
"2021-06-24T19:16:41.018Z","ESPORTSTMNT03:1995017","210976","100","16","14","62.0","58.0"
"2021-02-13T17:58:26.139Z","ESPORTSTMNT03:1760771","210027","200","14","16","59.0","56.0"
"2021-07-16T18:57:05.394Z","ESPORTSTMNT05:2060354","210771","100","16","14","65.0","60.0"
"2022-07-22T11:10:37.756Z","ESPORTSTMNT05:2980527","210014","100","14","15","58.0","57.0"
"2021-03-11T19:28:09.195Z","ESPORTSTMNT02:1731011","210749","100","18","14","58.0","48.0"
"2023-06-30T09:18:34.468Z","ESPORTSTMNT02:3216256","210003","200","16","16","53.0","59.0"
"2022-01-30T09:39:38.886Z","ESPORTSTMNT02:2552458","210914","100","17","17","72.0","64.0"
"2023-02-24T03:42:02.985Z","ESPORTSTMNT02:3162745","210008","200","15","15","50.0","60.0"
"2022-02-08T22:23:18.476Z","ESPORTSTMNT02:2557567","210912","100","16","14","53.0","62.0"
"2020-02-08T01:48:51.029Z","ESPORTSTMNT01:1303904","210931","100","14","14","59.0","53.0"
"2021-09-26T23:07:40.351Z","ESPORTSTMNT02:2210086","210842","200","13","16","51.0","58.0"
"2021-02-16T18:35:46.290Z","ESPORTSTMNT03:1762177","210045","100","14","15","60.0","61.0"
"2022-03-15T00:04:16.942Z","ESPORTSTMNT02:2661129","210001","200","16","15","51.0","57.0"
"2023-02-25T13:41:08.847Z","ESPORTSTMNT02:3165461","210012","200","17","16","63.0","58.0"
"2022-02-25T09:12:11.850Z","ESPORTSTMNT03:2549959","210195","200","16","16","50.0","69.0"
"2020-02-10T23:18:42.165Z","ESPORTSTMNT01:1295356","210963","200","16","16","59.0","52.0"
"2021-03-06T10:24:02.437Z","ESPORTSTMNT01:1884466","210817","200","17","16","70.0","55.0"
"2023-05-06T11:58:06.830Z","ESPORTSTMNT04:2673677","210005","100","14","13","54.0","48.0"
"2023-03-12T20:10:40.534Z","ESPORTSTMNT01:3322416","210030","100","16","15","56.0","50.0"
"2022-03-26T18:55:09.613Z","ESPORTSTMNT06:2290290","210016","200","16","15","59.0","64.0"
"2022-02-23T20:48:55.118Z","ESPORTSTMNT06:2211051","210159","100","17","16","48.0","56.0"
"2022-08-14T22:57:19.560Z","ESPORTSTMNT01:3094603","210010","200","16","13","63.0","47.0"
"2019-07-05T08:07:02.104Z","ESPORTSTMNT03:1111297","210765","200","15","16","62.0","62.0"
"2023-02-14T10:02:01.677Z","ESPORTSTMNT02:3150429","210016","200","16","16","67.0","48.0"
"2021-07-08T20:03:24.951Z","ESPORTSTMNT01:2146813","210885","100","16","16","61.0","68.0"
"2020-06-06T12:42:49.447Z","ESPORTSTMNT04:1220191","210783","200","16","16","62.0","63.0"
"2021-02-08T18:10:23.783Z","ESPORTSTMNT02:1696665","210889","200","14","15","56.0","54.0"
"2021-06-05T20:07:05.115Z","ESPORTSTMNT02:1933321","210947","100","17","16","64.0","59.0"
"2022-07-08T03:17:24.021Z","ESPORTSTMNT01:2966220","210024","100","14","16","59.0","54.0"
"2022-06-07T01:51:09.213Z","ESPORTSTMNT02:2785251","210009","200","13","13","48.0","47.0"
"2021-07-25T11:07:45.535Z","ESPORTSTMNT05:2060895","210986","100","15","17","47.0","63.0"
"2020-08-27T16:00:42.323Z","ESPORTSTMNT06:1320660","210867","200","15","17","57.0","65.0"
"2020-02-03T23:10:23.138Z","ESPORTSTMNT01:1292315","210948","200","13","16","55.0","59.0"
"2021-07-13T09:15:14.480Z","ESPORTSTMNT01:2148793","210750","100","15","13","58.0","47.0"
"2022-04-02T04:38:50.549Z","ESPORTSTMNT02:2664801","210009","100","16","16","60.0","57.0"
"2021-02-11T18:58:53.158Z","ESPORTSTMNT02:1688155","210906","200","15","15","58.0","60.0"
"2022-03-11T21:24:52.420Z","ESPORTSTMNT05:2580148","210004","100","16","16","61.0","50.0"
"2022-02-17T20:17:44.302Z","ESPORTSTMNT06:2210701","210165","200","16","14","65.0","57.0"
"2021-03-14T10:11:18.473Z","ESPORTSTMNT01:1887390","210181","200","16","15","51.0","59.0"
"2022-01-13T17:14:56.153Z","ESPORTSTMNT04:2090267","210112","200","17","15","71.0","55.0"
"2020-08-30T23:14:28.964Z","ESPORTSTMNT03:1442971","210907","100","15","13","53.0","53.0"
"2019-08-18T12:07:10.095Z","ESPORTSTMNT06:1050053","210221","100","16","15","60.0","49.0"
"2023-07-04T18:13:41.278Z","ESPORTSTMNT06:2818123","210024","100","17","16","55.0","65.0"
"2022-04-23T16:00:42.367Z","ESPORTSTMNT04:2230323","210015","200","17","15","61.0","58.0"
"2019-07-19T22:52:21.483Z","ESPORTSTMNT03:1117947","210183","100","16","16","57.0","58.0"
"2022-02-28T18:47:30.006Z","ESPORTSTMNT01:2742991","210032","100","16","14","63.0","52.0"
"2021-07-27T17:03:10.242Z","ESPORTSTMNT06:1860101","210871","200","14","15","61.0","57.0"
"2023-03-08T01:05:08.954Z","ESPORTSTMNT03:3120431","210027","100","16","14","64.0","51.0"
"2022-02-20T00:49:17.728Z","ESPORTSTMNT03:2547273","210065","100","16","15","63.0","67.0"
"2020-07-09T08:10:49.221Z","ESPORTSTMNT03:1403547","210971","100","16","16","67.0","60.0"
"2023-06-22T16:13:01.878Z","ESPORTSTMNT04:2683894","210018","200","16","18","67.0","70.0"
"2021-03-02T11:40:16.764Z","ESPORTSTMNT01:1891724","210999","100","16","17","54.0","61.0"
"2021-07-04T22:54:05.994Z","ESPORTSTMNT01:2144537","210798","200","15","13","62.0","55.0"
"2021-07-03T13:55:48.113Z","ESPORTSTMNT01:2143789","210847","100","15","14","50.0","48.0"
"2019-07-12T22:04:46.070Z","ESPORTSTMNT03:1114314","210113","100","15","16","62.0","55.0"
"2022-01-17T18:02:48.846Z","ESPORTSTMNT01:2702954","210097","200","17","15","67.0","51.0"
"2023-03-03T21:06:01.517Z","ESPORTSTMNT02:3170603","210003","100","14","13","59.0","51.0"
"2022-02-18T19:23:13.199Z","ESPORTSTMNT06:2210746","210219","200","13","14","54.0","59.0"
"2023-06-21T10:36:44.145Z","LPL_A:334641","210006","200","18","17","63.0","58.0"
